Month,ProductId,Budgeted Amt
2018-02-01 00:00:00.000,13,2438037.288
2014-05-01 00:00:00.000,4,459675.75500000006
2015-11-01 00:00:00.000,2,1631659.05
2017-03-01 00:00:00.000,4,2965168.7380000004
2014-10-01 00:00:00.000,12,691529.604
2020-12-01 00:00:00.000,2,7031762.353815999
2017-11-01 00:00:00.000,12,3603718.638
2016-11-01 00:00:00.000,8,2608269.375
2015-11-01 00:00:00.000,13,1729241.6249999998
2014-03-01 00:00:00.000,9,475325.8289999999
2014-12-01 00:00:00.000,5,871955.1159999998
2018-10-01 00:00:00.000,4,5347317.36
2018-06-01 00:00:00.000,2,4101726.554
2020-04-01 00:00:00.000,12,4867123.56
2017-06-01 00:00:00.000,2,2419764.03
2015-07-01 00:00:00.000,15,1282274.336
2014-08-01 00:00:00.000,11,689283.2699999999
2020-06-01 00:00:00.000,13,6135550.506
2018-08-01 00:00:00.000,13,3105341.76
2020-02-01 00:00:00.000,9,4712813.809
2017-04-01 00:00:00.000,13,2067941.518
2016-01-01 00:00:00.000,13,1336647.6870000002
2019-11-01 00:00:00.000,1,1942561.3547925204
2016-10-01 00:00:00.000,8,2488591.8479999984
2016-05-01 00:00:00.000,13,1519580.8170000005
2019-04-01 00:00:00.000,8,4475146.759999998
2020-06-01 00:00:00.000,5,8461349.519999998
2016-03-01 00:00:00.000,7,1675711.1000000003
2017-10-01 00:00:00.000,4,4123255.968
2014-07-01 00:00:00.000,15,664258.752
2018-12-01 00:00:00.000,7,5364576.09
2016-09-01 00:00:00.000,7,1636638.0030000005
2018-02-01 00:00:00.000,1,3425200.968
2020-10-01 00:00:00.000,4,6533938.47036
2016-04-01 00:00:00.000,15,1910270.085
2019-10-01 00:00:00.000,2,6150641.6460000025
2019-12-01 00:00:00.000,15,6601283.543999998
2017-06-01 00:00:00.000,15,2929048.3950000005
2019-03-01 00:00:00.000,11,6011243.2020000005
2015-02-01 00:00:00.000,4,1177869.9519999998
2015-10-01 00:00:00.000,13,1653917.6400000004
2015-03-01 00:00:00.000,15,814266.495
2014-10-01 00:00:00.000,14,864649.644
2018-01-01 00:00:00.000,9,4205771.972999999
2014-01-01 00:00:00.000,3,330484.518
2016-04-01 00:00:00.000,7,2295615.042
2018-04-01 00:00:00.000,14,3988202.790000001
2019-09-01 00:00:00.000,12,4539099.951
2017-02-01 00:00:00.000,4,2338488.071
2015-10-01 00:00:00.000,10,1205029.332
2017-11-01 00:00:00.000,11,3764542.8
2015-03-01 00:00:00.000,10,1223650.5820000002
2014-12-01 00:00:00.000,8,781340.6550000001
2020-03-01 00:00:00.000,1,5461113.69
2020-02-01 00:00:00.000,3,6525536.471999998
2014-11-01 00:00:00.000,11,623904.028
2020-01-01 00:00:00.000,5,7812818.432000003
2015-01-01 00:00:00.000,7,829950.532
2018-04-01 00:00:00.000,1,4774454.891
2015-12-01 00:00:00.000,1,1822487.73
2017-09-01 00:00:00.000,1,2595339.92
2015-12-01 00:00:00.000,8,1613883.7230000005
2017-05-01 00:00:00.000,14,2548760.439
2016-12-01 00:00:00.000,3,2209838.722
2019-12-01 00:00:00.000,2,6393386.272000001
2015-02-01 00:00:00.000,10,1009314.864
2019-01-01 00:00:00.000,8,5043501.836999998
2016-04-01 00:00:00.000,11,1282856.083
2015-01-01 00:00:00.000,13,1005674.221
2018-01-01 00:00:00.000,13,3765218.589
2015-07-01 00:00:00.000,3,1486388.624
2014-08-01 00:00:00.000,8,692887.276
2014-12-01 00:00:00.000,13,717209.1420000001
2018-09-01 00:00:00.000,1,1171853.476638768
2016-03-01 00:00:00.000,15,1872298.3400000003
2014-09-01 00:00:00.000,8,850306.936
2018-08-01 00:00:00.000,12,3435740.448
2017-08-01 00:00:00.000,13,2924450.835
2016-08-01 00:00:00.000,4,2320906.1700000004
2018-05-01 00:00:00.000,8,2845352.54
2020-09-01 00:00:00.000,5,5040466.819991999
2019-07-01 00:00:00.000,15,5023313.699999998
2015-03-01 00:00:00.000,4,895075.6919999998
2016-03-01 00:00:00.000,2,1863652.518
2015-11-01 00:00:00.000,11,1405102.93
2018-07-01 00:00:00.000,11,4249968.097000001
2019-12-01 00:00:00.000,9,6390954.648
2016-05-01 00:00:00.000,15,2005062.72
2018-04-01 00:00:00.000,7,4464417.136000001
2019-01-01 00:00:00.000,4,4763057.472000001
2015-09-01 00:00:00.000,2,1727588.331
2018-01-01 00:00:00.000,4,4281282.254
2019-11-01 00:00:00.000,14,5625778.199999999
2014-10-01 00:00:00.000,4,783277.3759999998
2017-10-01 00:00:00.000,10,3544594.314
2016-06-01 00:00:00.000,4,1345714.524
2018-10-01 00:00:00.000,5,4547839.7
2015-03-01 00:00:00.000,2,984173.7
2014-04-01 00:00:00.000,5,591610.4460000001
2014-05-01 00:00:00.000,5,517527.58400000015
