Customer ID,Sale Date,Amount
319103,2011-08-01 00:00:00.000,15.0
263636,2011-05-03 00:00:00.000,45.0
337524,2015-01-20 00:00:00.000,30.0
281322,2017-07-04 00:00:00.000,30.0
321271,2014-11-03 00:00:00.000,20.0
365651,2016-05-20 00:00:00.000,12.0
241099,2005-02-01 00:00:00.000,30.0
1451,2003-10-22 00:00:00.000,4.0
310313,2012-04-20 00:00:00.000,30.0
326085,2020-04-20 00:00:00.000,15.0
316858,2011-03-21 00:00:00.000,30.0
415408,2021-09-20 00:00:00.000,30.0
306566,2011-03-21 00:00:00.000,15.0
129837,2009-04-01 00:00:00.000,5.0
322795,2011-11-01 00:00:00.000,20.0
355075,2021-01-15 00:00:00.000,35.0
333305,2016-07-20 00:00:00.000,20.0
326335,2017-10-24 00:00:00.000,20.0
283337,2008-10-20 00:00:00.000,15.0
378309,2018-03-15 00:00:00.000,25.0
266397,2007-09-21 00:00:00.000,15.0
330317,2015-01-07 00:00:00.000,30.0
345383,2014-04-15 00:00:00.000,25.0
377559,2019-12-20 00:00:00.000,45.0
388886,2020-12-15 00:00:00.000,35.0
322977,2016-04-20 00:00:00.000,20.0
345773,2015-09-01 00:00:00.000,20.0
333051,2015-02-16 00:00:00.000,20.0
353753,2021-02-01 00:00:00.000,25.0
367802,2018-10-01 00:00:00.000,55.0
352839,2021-01-05 00:00:00.000,30.0
380783,2018-07-20 00:00:00.000,30.0
306483,2014-01-07 00:00:00.000,30.0
286382,2007-11-01 00:00:00.000,15.0
361039,2018-08-21 00:00:00.000,35.0
265648,2005-03-21 00:00:00.000,10.0
311705,2015-01-15 00:00:00.000,15.0
341483,2013-08-15 00:00:00.000,15.0
265328,2004-09-01 00:00:00.000,10.0
310012,2019-04-23 00:00:00.000,20.0
397715,2021-09-15 00:00:00.000,30.0
251763,2011-10-20 00:00:00.000,20.0
389696,2021-07-20 00:00:00.000,30.0
318947,2012-10-23 00:00:00.000,15.0
356690,2017-04-20 00:00:00.000,5.0
344787,2016-11-22 00:00:00.000,50.0
332055,2017-03-21 00:00:00.000,20.0
321780,2011-06-20 00:00:00.000,15.0
336590,2014-12-22 00:00:00.000,20.0
266019,2009-06-02 00:00:00.000,10.0
269735,2008-10-01 00:00:00.000,15.0
331297,2016-11-21 00:00:00.000,20.0
321332,2015-02-20 00:00:00.000,20.0
362361,2017-08-22 00:00:00.000,45.0
246342,2012-12-03 00:00:00.000,15.0
208406,2004-02-20 00:00:00.000,15.0
310860,2011-09-15 00:00:00.000,30.0
339912,2018-03-15 00:00:00.000,25.0
335075,2016-10-17 00:00:00.000,20.0
340951,2017-04-20 00:00:00.000,15.0
286599,2020-03-02 00:00:00.000,10.0
299408,2009-12-01 00:00:00.000,15.0
309320,2016-10-18 00:00:00.000,15.0
250084,2006-01-09 00:00:00.000,15.0
282288,2011-05-02 00:00:00.000,20.0
265277,2006-03-01 00:00:00.000,15.0
300013,2019-06-20 00:00:00.000,30.0
322705,2015-05-15 00:00:00.000,38.0
372217,2020-03-01 00:00:00.000,30.0
290796,2009-07-20 00:00:00.000,15.0
368603,2019-07-01 00:00:00.000,20.0
247269,2012-12-17 00:00:00.000,15.0
263788,2005-03-15 00:00:00.000,35.0
363771,2018-01-23 00:00:00.000,10.0
335051,2012-12-01 00:00:00.000,45.0
308113,2012-11-01 00:00:00.000,28.0
350444,2015-03-02 00:00:00.000,25.0
379881,2018-06-20 00:00:00.000,35.0
362860,2020-11-20 00:00:00.000,20.0
374150,2018-06-15 00:00:00.000,35.0
350815,2015-03-20 00:00:00.000,25.0
273664,2005-11-01 00:00:00.000,20.0
311842,2020-09-01 00:00:00.000,15.0
281377,2009-03-16 00:00:00.000,15.0
347886,2018-07-20 00:00:00.000,30.0
337522,2014-08-15 00:00:00.000,25.0
16475,2017-01-24 00:00:00.000,40.0
329131,2014-02-03 00:00:00.000,20.0
367173,2020-07-20 00:00:00.000,40.0
359398,2017-01-24 00:00:00.000,30.0
262160,2017-08-15 00:00:00.000,30.0
332346,2017-08-01 00:00:00.000,20.0
375762,2019-07-15 00:00:00.000,35.0
307821,2015-06-15 00:00:00.000,15.0
307878,2018-03-15 00:00:00.000,30.0
246242,2007-02-01 00:00:00.000,15.0
289450,2008-01-22 00:00:00.000,15.0
316553,2012-05-01 00:00:00.000,15.0
329764,2015-08-20 00:00:00.000,15.0
376865,2018-01-23 00:00:00.000,25.0
