ID,Issue,Promotion
5885927921,"None","None"
3098973982,"None","None"
5029132964,"None","None"
5326135078,"None","None"
5701775629,"None","None"
21246538910,"None","None"
25417292611,"None","None"
29749551115,"None","None"
42137857517,"None","None"
55163693819,"None","None"
34797810421,"None","None"
12455113623,"None","None"
52627362224,"None","None"
58704445325,"None","None"
39758872426,"None","None"
34307543930,"None","None"
59971020532,"None","None"
44248158133,"None","None"
30363253334,"None","None"
40638951135,"None","None"
55574230937,"None","None"
25612151238,"None","None"
54749536840,"None","None"
30134842144,"None","None"
53619261645,"None","None"
46878391146,"None","None"
20193031550,"None","None"
31883524451,"None","None"
57955704552,"None","None"
34786665855,"None","None"
42396398057,"None","None"
45235223865,"None","None"
34859206767,"None","None"
53751760869,"None","None"
20273263571,"None","None"
43683497974,"None","None"
30330939476,"None","None"
25315959377,"None","None"
26445105380,"None","None"
51579316082,"None","None"
59575092984,"None","None"
41130363587,"None","None"
39306790489,"None","None"
29709581290,"None","None"
47545734491,"None","None"
29639445192,"None","None"
52989011495,"None","None"
57807419496,"None","None"
43859940897,"None","None"
41221345499,"None","None"
246746747101,"None","None"
564393662103,"None","None"
512895947104,"None","None"
508103459106,"None","None"
385549950107,"None","None"
521972826108,"None","None"
454808913109,"None","None"
573911599111,"None","None"
455698322112,"None","None"
455048091118,"None","None"
312652205119,"None","None"
548388884123,"None","None"
311875643124,"None","None"
394011784126,"None","None"
406740169128,"None","None"
248726905129,"None","None"
376162216130,"None","None"
490394705133,"None","None"
242552003134,"None","None"
595319786135,"None","None"
555458342137,"None","None"
494297465144,"None","None"
321716778146,"None","None"
285120922147,"None","None"
244535599148,"None","None"
320509779149,"None","None"
284080104150,"None","None"
196712448154,"None","None"
568114923156,"None","None"
368247341157,"None","None"
458657012158,"None","None"
517055463161,"None","None"
419957225162,"None","None"
500993878163,"None","None"
474998006165,"None","None"
567907171166,"None","None"
567981295169,"None","None"
405960520171,"None","None"
291625096172,"None","None"
533326565173,"None","None"
287154821177,"None","None"
395301477179,"None","None"
406399662180,"None","None"
243755171181,"None","None"
368778368182,"None","None"
350148121183,"None","None"
176169741186,"None","None"
234512567187,"None","None"
331958396190,"None","None"
343837015192,"None","None"
494618936196,"None","None"
332142598198,"None","None"
454890827199,"None","None"
441594415200,"None","None"
429965285201,"None","None"
536247927203,"None","None"
334352587206,"None","None"
550369606208,"None","None"
300266707209,"None","None"
314623144211,"None","None"
409230192212,"None","None"
333831327215,"None","None"
396902359216,"None","None"
388167200219,"None","None"
361057251222,"None","None"
334059598223,"None","None"
325528827225,"None","None"
240989803226,"None","None"
533550850228,"None","None"
214658034229,"None","None"
350150950231,"None","None"
364859461232,"None","None"
304436900233,"None","None"
467465473234,"None","None"
550714673235,"None","None"
425605753238,"None","None"
