SessionID,Title,Description,SpeakerRole,Speaker,Level,HasDownLoads,SpeakerUrl,Abstract,SessionUrl,Track,DL,LevelNo,DownLoads,speakers,EventID
89866,TDE And Encryption with Azure Key Vault from Zero to Hero,"Need to Follow Regulation ? need to store your keys in safe place ? at this session we will learn with a step by step approach how to use Azure Key Vault to implement TDE and encryption in complex production environment,identify pitfalls and problems and how to avoid them.","Database And Big data Architect, eToro.com",Danny Ravid,Advanced,False,http://www.sqlsaturday.com/823/Speakers/Details.aspx?name=danny-ravid&amp;spid=824,"Need to Follow Regulation ? need to store your keys in safe place ? at this session we will learn with a step by step approach how to use Azure Key Vault to implement TDE and encryption in complex production environment,identify pitfalls and problems and how to avoid them.",http://www.sqlsaturday.com/823/Sessions/Details.aspx?sid=89866,ENTERPRISE DATABASE ADMINISTRATION DEPLOYMENT,,3,No,[Table],823
90574,A Masters view on Locking and blocking,"How do the wait stats show you that you have a locking issue?
This session will show you how to detect and view blocking and lock waits, and understand the cause of it.
An extensive walkthrough of the different isolation levels and their respective benefits and drawbacks.
And finally a real-world quick list of suggestions on what you can do to solve some of the common issues I come across in my daily work.","MCT, SolidQ",Mikael Wedham,Intermediate,False,https://www.sqlsaturday.com/851/Speakers/Details.aspx?name=mikael-wedham&amp;spid=971,How do the wait stats show you that you have a locking issue?,http://www.sqlsaturday.com/851/Sessions/Details.aspx?sid=90574,ENTERPRISE DATABASE ADMINISTRATION DEPLOYMENT,,2,No,[Table],851
89504,O nome dela é CALCULATE. A função mais importante do PowerBI!,"A definição de métricas é parte fundamental de um projeto de SSBI. Todavia, nem sempre é intuitiva a linguagem de programação utilizada no PowrBI para essa parte. Essa palestra trata de uma parte importante de cálculos do PowrBI: O uso da função CALCULATE em diferentes contextos. É recomendada para usuários que já utilizam o PowrBI e desejam aprofundar os conhecimentos em DAX.","Diretor, Planilheiros",RUY LACERDA,Advanced,False,https://www.sqlsaturday.com/819/Speakers/Details.aspx?name=ruy-lacerda&amp;spid=6234,"A definição de métricas é parte fundamental de um projeto de SSBI. Todavia, nem sempre é intuitiva a linguagem de programação utilizada no Power BI para essa parte. Essa palestra trata de uma parte importante de cálculos do Power BI: O uso da função CALCULATE em diferentes contextos. É recomendada para usuários que já utilizam o Power BI e desejam aprofundar os conhecimentos em DAX.",http://www.sqlsaturday.com/819/Sessions/Details.aspx?sid=89504,ANALYTICS AND VISUALIZATION,,3,No,[Table],819
88055,A refresher on geospatial data in SQL Server,"Microsoft introduced geospatial data types already in SQL Server 2008, some enhancements followed in version 2012. Today, geo data is used almost everywhere. Time to refresh your memories of geometry and geography!

We'll walk through which data types are supported - from 0 to 2 dimensions, from points to polygons and some more - and see how to get spatial data into and out of SQL Server tables.

Then there are built-in functions to determine relationships between geo objects, such as intersection, inclusion or shortest distance.
And of course there will be examples of practical applications of geospatial data.",Data magician,Thomas Hütter,Intermediate,False,https://www.sqlsaturday.com/851/Speakers/Details.aspx?name=thomas-hutter&amp;spid=4094,"Microsoft introduced geospatial data types already in SQL Server 2008, some enhancements followed in version 2012. Today, geo data is used almost everywhere. Time to refresh your memories of geometry and geography!",http://www.sqlsaturday.com/851/Sessions/Details.aspx?sid=88055,APPLICATION DATABASE DEVELOPMENT,,2,No,[Table],851
89518,Untangling the spaghetti: Patterns and Anti-Patterns in SQL and ETL development,"Everyone has heard of ""spaghetti code"", but not many talk about ""spaghetti data"". Data environments grow over time, and often databases and servers become a tangled mess; if you had some pasta sauce, you could make lunch out of it! 
In this session I will show the most grievous bad practices, what sorts of problems and constrictions they cause, and how they can be re-written to achieve much looser coupling across all data in an enterprise. Any DBA or developer that uses more than two part table or view names in their queries or stored procedures should attend!","Practice Lead, Databases and Business Intelligence, Imaginet",Mike Diehl,Intermediate,False,https://www.sqlsaturday.com/840/Speakers/Details.aspx?name=mike-diehl&amp;spid=1779,"Everyone has heard of ""spaghetti code"", but not many talk about ""spaghetti data"". Data environments grow over time, and often databases and servers become a tangled mess; if you had some pasta sauce, you could make lunch out of it!",http://www.sqlsaturday.com/840/Sessions/Details.aspx?sid=89518,APPLICATION DATABASE DEVELOPMENT,,2,No,[Table],840
86907,How to perform a health check,"Are you uncertain about the health and capacity of your SQL Server? Are you taking over a new server and need to get a better understanding of the health of the server? Are you uncertain if your servers are following industry best practices?

In this session we will start by discussing the importance of performing a Health Check. We will then show how to run the popular Blitz script by Brent Ozar. After that we will review the other key areas to check like the VM configuration, Windows Configuration, SQL Configuration, Security configuration, and Database configuration. Finally, we’ll show how to save the results for capacity and trending analysis

At the end of the session you will be able to: (1) Perform a Health Check on a server; (2) List the key areas for improvement; (3) Save the results for capacity and trending analysis.","Senior DBA, Perimeter DBA, LLC",Carl Roepe,Beginner,False,http://www.sqlsaturday.com/827/Speakers/Details.aspx?name=carl-roepe&amp;spid=6382,Are you uncertain about the health and capacity of your SQL Server? Are you taking over a new server and need to get a better understanding of the health of the server? Are you uncertain if your servers are following industry best practices?,http://www.sqlsaturday.com/827/Sessions/Details.aspx?sid=86907,ENTERPRISE DATABASE ADMINISTRATION DEPLOYMENT,,1,No,[Table],827
86687,PowerBI Security -  End to End,Their many aspects to consider when securing PowrBI applications. Starting with authentication all the way to Row Level Security and everything in between. We will discuss the different elements as well as best practices.,"Principal, Synergis Consulting",Suresh Datla,Intermediate,False,https://www.sqlsaturday.com/830/Speakers/Details.aspx?name=suresh-datla&amp;spid=6345,Their many aspects to consider when securing Power BI applications. Starting with authentication all the way to Row Level Security and everything in between. We will discuss the different elements as well as best practices.,http://www.sqlsaturday.com/830/Sessions/Details.aspx?sid=86687,BI INFORMATION DELIVERY,,2,No,[Table],830
87036,Keeping up with SSMS,"Starting with SQL Server 2016, SSMS became a stand-alone product.  Updates are sent out a lot more frequently than in the past and it can sometimes be difficult to keep up with all of the changes and new features.  There were 7 new version releases in 2017 and 8 new version releases in 2018.  With all of the new releases, are you using SQL Server Management Studio to its fullest?  We will discuss some of the features available in the SSMS v17 and v18.

On top of the new versions, there is a lot of cool stuff available in SSMS that you may not be aware is there.  We will discuss and demonstrate some features offered in SSMS that will help make Developers and Database Administrators more productive (and everyone wants to be more productive).  Whether a DBA or a Developer, you will take away knowledge about the new SSMS versions along with some useful SSMS tips/tricks to use in SSMS that you can apply in your day to day activities.","Database Administrator, Denver Health",Michelle Haarhues,Beginner,False,https://www.sqlsaturday.com/830/Speakers/Details.aspx?name=michelle-haarhues&amp;spid=5034,"Starting with SQL Server 2016, SSMS became a stand-alone product.  Updates are sent out a lot more frequently than in the past and it can sometimes be difficult to keep up with all of the changes and new features.  There were 7 new version releases in 2017 and 8 new version releases in 2018.  With all of the new releases, are you using SQL Server Management Studio to its fullest?  We will discuss some of the features available in the SSMS v17 and v18.",http://www.sqlsaturday.com/830/Sessions/Details.aspx?sid=87036,ENTERPRISE DATABASE ADMINISTRATION DEPLOYMENT,,1,No,[Table],830
90020,Implementing Supertypes and Subtypes in SQL Server,"A common problem in database design is the implementation of entities that are different physically (for instance, they share some attributes but have additional, specific, attributes), but should logically participate in the same relationships as one and the same.
For instance, the customer can either be a natural person (a person, for short), or a legal person (an organization or a company). The majority of the attributes of a natural person are, of course, different from the majority of the attributes of a legal person; however, from the perspective of how they participate in business operations, they need to be considered as equal.
In this session you will learn how to use specific native SQL Server functionalities to solve this particular problem: sparse columns, XML, JSON, and/or even User-defined CLR types – in an OLTP database, as well as in a star (or snowflake) schema data warehouse.","Mentor, SolidQ CEE",Matija Lah,Advanced,False,http://www.sqlsaturday.com/850/Speakers/Details.aspx?name=matija-lah&amp;spid=944,"A common problem in database design is the implementation of entities that are different physically (for instance, they share some attributes but have additional, specific, attributes), but should logically participate in the same relationships as one and the same.",http://www.sqlsaturday.com/850/Sessions/Details.aspx?sid=90020,APPLICATION DATABASE DEVELOPMENT,,3,No,[Table],850
89713,Machine Learning: Algoritmos de clasificación explicados con peras y manzanas,"Los algortimos de clasificación permiten determinar cual es la clase a la que pertenece un determinado individuo u objeto, mediante un modelo de Machine Learning.

En este modelo, el algoritmos entrena mediante un determinado grupo de datos  en una fase de trainning, y luego se utiliza el aprendizaje para realizar predicciones en función de muestras aún no clasificadas.

Se trabajara en lenguaje de programacion Python con librerías SciKit Learn para los algoritmos de machine learning.","Enterprise Architect, https://www.softwareone.com/en-us/",Ricardo Solar,Intermediate,False,https://www.sqlsaturday.com/836/Speakers/Details.aspx?name=ricardo-solar&amp;spid=6943,"Los algortimos de clasificación permiten determinar cual es la clase a la que pertenece un determinado individuo u objeto, mediante un modelo de Machine Learning.",http://www.sqlsaturday.com/836/Sessions/Details.aspx?sid=89713,DATA SCIENCE AI,,2,No,[Table],836
