EventID,SponsorID,Sponsor,SponsorType,SponsorURL,imageURL,imageHeight,imageWidth
783,846,"Microsoft Corporation","Global SQLSaturday Partner","https://www.microsoft.com/en-us/server-cloud/products/sql-server/","https://sqlsaturdayfiles.blob.core.windows.net/872/EventSponsor_13495.png",60,170
783,1553,"Business Intelligence LATAM","Silver Sponsor","https://www.facebook.com/BusinessIntelligenceLatam","https://bilatam.pass.org/Portals/932/BI%20LATAM.png",60,170
783,4,"PASS","PASS","http://www.pass.org","https://www.pass.org/Portals/_default/Skins/pass-2016/images/pass-logo-2016.png",40,100
817,846,"Microsoft Corporation","Global SQLSaturday Partner","https://www.microsoft.com/en-us/server-cloud/products/sql-server/","https://sqlsaturdayfiles.blob.core.windows.net/872/EventSponsor_13495.png",60,170
817,2167,"BECOMEX","Gold Sponsor","http://www.becomex.com.br","https://portais.becomex.com.br/media/images/global/share_image_default.jpg",60,170
817,1781,"Microsoft","Gold Sponsor","http://www.microsoft.com","https://image.ibb.co/mr0MsT/8867_Microsoft_5_F00_Logo_2_D00_for_2_D00_screen_1024x376.jpg",60,170
817,522,"CrespiDB","Silver Sponsor","http://www.crespidb.com.br","http://crespidb.com.br/baixas/logo_crespidb-01.png",60,170
817,994,"RDornel Data Platform eXperts - RDDPX","Silver Sponsor","http://www.rdornel.com","http://www.rdornel.com/wp-content/uploads/2018/10/Site.jpg",60,170
817,582,"Domo Soluções","Bronze Sponsor","http://www.domosolucoes.com.br","https://www.domosolucoes.com.br/wp-content/uploads/2017/05/logo-domo-vertical.png",60,170
817,2325,"RevDeBug","Bronze Sponsor","https://revdebug.com","https://cdn.revdebug.com/images/logos/RevDeBug-4k-transparent-logo.png",60,170
817,1233,"Univille","Bronze Sponsor","http://www.univille.edu.br/","https://images01.gruposinternet.com.br/unsafe/600x315/smart/http://www.univille.edu.br/templates/source/8/images/logo_univille_hor.png",60,170
