order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,Tempo de Entrega,Meses desde a compra
"82566a660a982b15fb86e904c8d32918","d3e3b74c766bc6214e0c830b17ee2341","delivered",2018-06-07 10:06:19.000,2018-06-09 03:13:12.000,2018-06-11 13:29:00.000,2018-06-19 12:05:52.000,2018-07-18 00:00:00.000,10,3
"acce194856392f074dbf9dada14d8d82","7e20bf5ca92da68200643bda76c504c6","delivered",2018-06-04 00:00:13.000,2018-06-05 00:35:10.000,2018-06-05 13:24:00.000,2018-06-16 15:20:55.000,2018-07-18 00:00:00.000,11,3
"fb6ba131bbeb30fd6db9c8900b5c5b92","af5b08db5f1a31a3b6856a8a6dc33167","delivered",2018-05-30 02:41:28.000,2018-05-30 03:24:11.000,2018-05-30 13:39:00.000,2018-06-22 22:41:09.000,2018-07-18 00:00:00.000,23,4
"477ee3f21cb7374ecfa12433c30f53f5","384a027682b0ddc9d88f4aab723d9730","delivered",2018-06-21 10:46:55.000,2018-06-21 11:01:15.000,2018-06-22 12:25:00.000,2018-06-26 17:07:43.000,2018-07-18 00:00:00.000,5,3
"0d5cbb8e4c1c7a7fc26899126197a6b9","6ca4c791dfb84fbc05cbe68d7d7a95be","delivered",2018-06-27 11:57:05.000,2018-06-27 12:08:25.000,2018-06-28 14:08:00.000,2018-07-05 15:18:47.000,2018-07-18 00:00:00.000,8,3
"87afd3fd1ec1b984a228c772b5dd2a4c","7f47f37aa5317f1a00d397962a0dc7b7","delivered",2018-06-06 21:48:46.000,2018-06-06 22:12:13.000,2018-06-07 09:03:00.000,2018-06-13 20:41:21.000,2018-07-18 00:00:00.000,7,3
"ad133696906f6a78826daa0911b7daec","e6f5b234bb0d847f10eebd70130c5d49","delivered",2018-06-15 15:41:22.000,2018-06-15 16:19:23.000,2018-06-15 14:52:00.000,2018-06-22 18:09:37.000,2018-07-18 00:00:00.000,7,3
"2feb60b66471f9985b3f06df1f360f34","7e31ff5a549f128e99d5cf90f3b9a649","delivered",2018-06-05 20:29:13.000,2018-06-07 02:54:34.000,2018-06-07 12:30:00.000,2018-06-20 14:16:32.000,2018-07-18 00:00:00.000,13,3
"0300095becf10f9b2993706759522741","05428560b11124d146bc86a2c4d5bf35","delivered",2018-07-01 20:21:03.000,2018-07-01 20:35:15.000,2018-07-04 14:22:00.000,2018-07-10 20:33:05.000,2018-07-18 00:00:00.000,9,2
"75e7a7873f5f25594624a750188facc4","b3703265a0f993e108594dcabda32eec","delivered",2018-06-25 22:45:23.000,2018-06-26 00:33:23.000,2018-06-26 15:14:00.000,2018-07-04 17:05:00.000,2018-07-18 00:00:00.000,8,3
"91f71835acd6d20c6c5362c5c1907367","ef6fffb44c4dd02c0e35d6b6f9acf31e","delivered",2018-06-02 16:58:03.000,2018-06-02 17:10:22.000,2018-06-04 11:06:00.000,2018-06-05 16:04:37.000,2018-07-18 00:00:00.000,3,3
"63114fe7881be901a26ef97cbd3b47a8","a83fe906cf12e5dc24b6106577d27b64","delivered",2018-07-09 10:56:32.000,2018-07-09 11:05:45.000,2018-07-10 15:06:00.000,2018-07-12 00:20:24.000,2018-07-18 00:00:00.000,3,2
"cb418bb4b6115438d20b0141ed5bc9e0","a7ea318cbe9df2ec79ab37cd7ca2135d","delivered",2018-06-07 13:53:52.000,2018-06-07 14:20:16.000,2018-06-08 15:11:00.000,2018-06-16 16:48:23.000,2018-07-18 00:00:00.000,9,3
"7c5cfb19cd59e93d54d251302ac8268c","4ad9f3aabf40e6cbb73c0511aa878c7f","delivered",2018-07-09 18:27:41.000,2018-07-09 18:45:13.000,2018-07-10 14:36:00.000,2018-07-16 14:34:32.000,2018-07-18 00:00:00.000,7,2
"97ad789b38d3d6a17bd34b3c19fe40b8","5a064a14994cdb7c9ba804c668129dbf","delivered",2018-06-04 18:40:03.000,2018-06-04 18:55:13.000,2018-06-05 12:14:00.000,2018-06-27 02:38:46.000,2018-07-18 00:00:00.000,23,3
"a238c4b12e353d643594bb92d9385e1a","a71f65149295549d85fe86597d5bf59c","delivered",2018-06-22 16:07:51.000,2018-06-23 02:20:05.000,2018-06-25 19:02:00.000,2018-06-28 16:32:42.000,2018-07-18 00:00:00.000,5,3
"5875e5804ca85e3b4c8dda7a7dfce4cc","954cfe56edc8052d49bc5b4715efbdf3","delivered",2018-06-14 09:54:22.000,2018-06-14 10:20:11.000,2018-06-18 15:52:00.000,2018-06-29 17:34:55.000,2018-07-18 00:00:00.000,15,3
"931873d5376eea7fc2c35b2d4724abb7","a9358e9cb07d34be0fed1cc93e7205b0","delivered",2018-06-28 20:25:25.000,2018-06-28 20:50:10.000,2018-06-29 08:36:00.000,2018-06-30 14:07:04.000,2018-07-18 00:00:00.000,2,3
"104bc860b4c9a9d28566dfd1093997e0","4570a39e7f01b82615be718c2116ecb7","delivered",2018-06-16 13:54:36.000,2018-06-16 14:17:54.000,2018-06-18 14:09:00.000,2018-06-26 15:46:35.000,2018-07-18 00:00:00.000,10,3
"bd1e1a304d04fa76626646f8efa12f77","74425816e9f175cc2da8f4a69720291e","delivered",2018-06-05 21:12:32.000,2018-06-07 02:55:00.000,2018-06-08 15:13:00.000,2018-06-18 20:42:02.000,2018-07-18 00:00:00.000,11,3
"b0a851b41e096cd9cc552e15698c3d4e","2fdd2638faff09e29137c963d929d801","delivered",2018-06-05 12:36:00.000,2018-06-05 14:31:26.000,2018-06-06 12:50:00.000,2018-06-12 20:08:31.000,2018-07-18 00:00:00.000,7,3
"08adcddad19d3acf37d1fa01cb9ded1e","94c2f45091985c47b4c4fb301113f0a4","delivered",2018-06-27 11:16:44.000,2018-06-27 11:30:56.000,2018-06-27 10:57:00.000,2018-06-29 17:39:53.000,2018-07-18 00:00:00.000,2,3
"503b1d55537c749ca776d67d0d765cf9","d0c07be82fd929e1f01e1cac905e437d","delivered",2018-06-28 09:35:48.000,2018-06-28 09:51:03.000,2018-06-28 15:50:00.000,2018-07-04 09:58:51.000,2018-07-18 00:00:00.000,6,3
"aaabf43feb9498d9de4588eb73231c25","85204a33560ea671ee5df3dc91c8361b","delivered",2018-06-20 22:07:30.000,2018-06-20 22:59:24.000,2018-06-21 12:10:00.000,2018-07-05 22:08:24.000,2018-07-18 00:00:00.000,15,3
"6bb7ab367d79166d73368ecfbef88dd8","450440af27c0b24d19ddbebfc165c442","delivered",2018-07-10 15:26:07.000,2018-07-10 15:46:34.000,2018-07-11 14:45:00.000,2018-07-13 19:31:53.000,2018-07-18 00:00:00.000,3,2
"64cf90af2972e752091fa4a0344c47b7","db29b94a7ae343b96e89071646b56bb8","delivered",2018-06-06 17:10:26.000,2018-06-07 02:55:10.000,2018-06-07 10:19:00.000,2018-06-13 20:33:21.000,2018-07-18 00:00:00.000,6,3
