ReturnDate,TerritoryKey,ProductKey,ReturnQuantity
2016-01-02 00:00:00.000,2,112,1
2016-01-21 00:00:00.000,2,131,1
2016-02-09 00:00:00.000,2,150,1
2016-02-28 00:00:00.000,2,169,1
2016-03-19 00:00:00.000,2,188,1
2016-04-07 00:00:00.000,2,207,1
2016-04-26 00:00:00.000,2,226,1
2016-05-15 00:00:00.000,2,245,1
2016-06-03 00:00:00.000,2,264,1
2016-06-22 00:00:00.000,2,283,1
2016-07-11 00:00:00.000,2,302,1
2016-07-30 00:00:00.000,2,321,1
2016-08-18 00:00:00.000,2,340,1
2016-09-06 00:00:00.000,2,359,1
2016-09-25 00:00:00.000,2,378,1
2016-10-14 00:00:00.000,2,397,1
2016-11-02 00:00:00.000,2,127,1
2016-11-21 00:00:00.000,2,146,1
2017-11-21 00:00:00.000,2,222,1
2017-12-10 00:00:00.000,2,241,1
2017-12-29 00:00:00.000,2,260,1
2018-01-17 00:00:00.000,2,279,1
2018-02-05 00:00:00.000,2,298,1
2018-02-24 00:00:00.000,2,317,1
2018-03-15 00:00:00.000,2,336,1
2018-04-03 00:00:00.000,2,355,1
2018-04-22 00:00:00.000,2,374,1
2018-05-11 00:00:00.000,2,393,1
2018-05-30 00:00:00.000,2,123,1
2018-06-18 00:00:00.000,2,142,1
2018-07-07 00:00:00.000,2,161,1
2018-07-11 00:00:00.000,2,165,1
2018-07-30 00:00:00.000,2,184,1
2018-08-18 00:00:00.000,2,203,1
2018-09-06 00:00:00.000,2,222,1
2018-09-25 00:00:00.000,2,241,1
2018-10-14 00:00:00.000,2,260,1
2018-11-02 00:00:00.000,2,279,1
2018-11-21 00:00:00.000,2,298,1
2018-12-10 00:00:00.000,2,317,1
2018-12-29 00:00:00.000,2,336,1
2016-01-17 00:00:00.000,2,355,1
2016-02-24 00:00:00.000,2,393,1
2016-03-15 00:00:00.000,2,123,1
2016-04-03 00:00:00.000,2,142,1
2016-04-22 00:00:00.000,2,161,1
2016-05-11 00:00:00.000,2,180,1
2016-05-30 00:00:00.000,2,199,1
2016-06-18 00:00:00.000,2,218,1
2016-07-07 00:00:00.000,2,237,1
2016-07-26 00:00:00.000,2,256,1
2016-08-14 00:00:00.000,2,275,1
2016-09-02 00:00:00.000,2,294,1
2016-09-21 00:00:00.000,2,313,1
2016-10-10 00:00:00.000,2,332,1
2016-10-14 00:00:00.000,2,336,1
2016-11-02 00:00:00.000,2,355,1
2016-11-21 00:00:00.000,2,374,1
2016-12-10 00:00:00.000,2,393,1
2016-12-29 00:00:00.000,2,123,1
2017-01-17 00:00:00.000,2,142,1
2017-02-05 00:00:00.000,2,161,1
2017-02-24 00:00:00.000,2,180,1
2017-03-15 00:00:00.000,2,199,1
2017-04-03 00:00:00.000,2,218,1
2017-04-22 00:00:00.000,2,237,1
2017-05-11 00:00:00.000,2,256,1
2017-05-30 00:00:00.000,2,275,1
2017-06-18 00:00:00.000,2,294,1
2017-07-07 00:00:00.000,2,313,1
2017-07-26 00:00:00.000,2,332,1
2017-08-14 00:00:00.000,2,351,1
2017-09-02 00:00:00.000,2,370,1
2017-09-21 00:00:00.000,2,389,1
2017-10-10 00:00:00.000,2,119,1
2017-10-29 00:00:00.000,2,138,1
2017-11-17 00:00:00.000,2,157,1
2017-12-06 00:00:00.000,2,176,1
2017-12-25 00:00:00.000,2,195,1
2018-01-13 00:00:00.000,2,214,1
2018-01-17 00:00:00.000,2,218,1
2018-02-05 00:00:00.000,2,237,1
2018-02-24 00:00:00.000,2,256,1
2018-03-15 00:00:00.000,2,275,1
2018-04-03 00:00:00.000,2,294,1
2018-04-22 00:00:00.000,2,313,1
2018-05-11 00:00:00.000,2,332,1
2018-05-30 00:00:00.000,2,351,1
2018-06-18 00:00:00.000,2,370,1
2018-07-07 00:00:00.000,2,389,1
