product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,Categoria
"5d2754abdc85429bc7a4c37d52fbea43","fashion_bolsas_e_acessorios",53,770,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"49feeab25d6531f4bbd4e9e7c926cf36","fashion_bolsas_e_acessorios",48,731,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"8f4735c09292c695473969af57466365","fashion_bolsas_e_acessorios",60,83,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"9892435c317b92530812ef9fe68cffc6","fashion_bolsas_e_acessorios",51,731,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"165948b2c41e846df7d09b56826a747f","fashion_bolsas_e_acessorios",55,89,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"07d56eb519d315a2d8fb2f98f095e6bf","fashion_bolsas_e_acessorios",56,1447,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"fe09eb5f7bfcb79d05df7c4e83ec204e","consoles_games",60,574,1,200,16,2,11,"consoles_games"
"da93a362382f7e8e659cfea14aa9b918","fashion_bolsas_e_acessorios",49,54,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"05216a143a65ab59fc48fb996e7c12d7","fashion_bolsas_e_acessorios",53,353,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"683487a7a9ad71b5776c9b9bcad37eed","fashion_bolsas_e_acessorios",52,23,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"447b7437663c07b241787482238e1d58","fashion_bolsas_e_acessorios",58,1359,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"9f1fbbe90131eec1287c7ee32bb32a31","fashion_bolsas_e_acessorios",48,796,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"059d3cf4de5bc9099cdb4c10ee7e84d5","automotivo",58,824,1,200,16,2,11,"automotivo"
"6c04a068e5ab37749c980c42a036b9e3","automotivo",52,1367,1,200,16,2,11,"automotivo"
"3ca3e63474ecf703f9c2f935cd25d202","fashion_bolsas_e_acessorios",55,1434,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"b842a6c9c2c51a699729d378d8d674fc","fashion_bolsas_e_acessorios",51,48,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"62f68be290c2e9c8403e306bd023041c","fashion_bolsas_e_acessorios",41,52,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"1632189d4c3d9e64cf3fd110b93f1a19","fashion_bolsas_e_acessorios",56,1474,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"f4a9b2ee7355882bd41e1bf5126cf56a","fashion_bolsas_e_acessorios",53,768,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"db9c09ef2fa2590a7ca12480603396aa","bebes",42,1183,1,200,16,2,11,"bebes"
"e2ec3791e11dff618b89719b7e264064","fashion_bolsas_e_acessorios",50,1359,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"862f17dc2045dfd49116593f512037e0","fashion_bolsas_e_acessorios",46,731,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"bc33268e0ab8b9c13207af78f8a62b75","bebes",40,1890,1,200,16,2,11,"bebes"
"30b159b653b87754d7a38446c7ef4669","fashion_bolsas_e_acessorios",49,1398,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"5a4ec7366f4a5fddd269c4d9a047c6c3","informatica_acessorios",43,205,1,200,16,2,11,"informatica_acessorios"
"f5d8f4fbc70ca2a0038b9a0010ed5cb0","fashion_bolsas_e_acessorios",64,1710,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"ac22fcbcbea874d9ad03849f997ffa27","fashion_bolsas_e_acessorios",49,751,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"a11ae57e28ac218d33dbd82fa3879b57","fashion_bolsas_e_acessorios",45,1382,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"1582e72435d827bb125ed429ecfc56f6","fashion_bolsas_e_acessorios",48,1359,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"242eb53ca3c0b52e275b6fd7ce8b0be7","fashion_bolsas_e_acessorios",44,1357,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"c0d4027067afcf9c1697cce981b8fed6","pet_shop",63,1269,1,200,16,2,11,"pet_shop"
"dc74094d7435febe5e0d6a59354f2a52","beleza_saude",58,550,1,200,16,2,11,"beleza_saude"
"11810c1eaac441e272977edc26016b38","fashion_bolsas_e_acessorios",50,1359,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"fbb63264ad9777810766ae4bed802224","fashion_bolsas_e_acessorios",54,1382,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"2797d3826d386bfda4f347a378b89f4d","pet_shop",36,142,1,200,16,2,11,"pet_shop"
"05869034bc6aeae6869a573000cdcc43","fashion_bolsas_e_acessorios",49,731,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"1514ddb0f4a5afc8d24104e89c714403","pet_shop",54,282,1,200,16,2,11,"pet_shop"
"15557c53492889a2b63e65df34a738ab","relogios_presentes",28,188,1,200,16,2,11,"relogios_presentes"
"da2cfe68ae3f2f454b5aba2ee09ab5c4","fashion_bolsas_e_acessorios",56,731,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"146df82d2ffd8fa52e2a5d6b6a0d6dff","fashion_bolsas_e_acessorios",47,731,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"d8c365a069853295a82caf595c2c8c8d","moveis_quarto",55,1931,1,200,16,2,11,"moveis_quarto"
"2c5f07b082ffff0814efe5fb5683d62c","fashion_bolsas_e_acessorios",52,73,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"2c28b6fda526be32ed276b4dfc421acb","fashion_bolsas_e_acessorios",52,1431,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"ca0ebb053b17d7de027780de787ed000","relogios_presentes",55,708,1,200,16,2,11,"relogios_presentes"
"680cc8535be7cc69544238c1d6a83fe8","pet_shop",48,1392,1,200,16,2,11,"pet_shop"
"81e61097d1704e63a1d881c02d76934a","fashion_bolsas_e_acessorios",47,1398,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"f9a4667b264a6823ecdf9d1ab8914faf","fashion_bolsas_e_acessorios",55,1434,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"065a46b0be3f31498ebdd3f4c668a6b6","fashion_bolsas_e_acessorios",53,1359,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"b4168a64b570417bededa30b167c6148","beleza_saude",36,659,1,200,16,2,11,"beleza_saude"
"cf96309600a89c51987b4786465f1be3","fashion_bolsas_e_acessorios",56,39,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"7932fcce65e2aee84d6feb4a288f9cb9","fashion_underwear_e_moda_praia",60,981,1,200,16,2,11,"fashion_underwear_e_moda_praia"
"6e8c9fd72a0e5527d9e79282dca8415f","fashion_bolsas_e_acessorios",48,1398,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"9b50f294e57c09ca104cb8550ea0e180","fashion_bolsas_e_acessorios",44,759,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"701381eb0d8b3d7b33e0892adc8b0172","fashion_bolsas_e_acessorios",52,1410,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"35f00e354f3d048167beb8586eaf031b","fashion_bolsas_e_acessorios",54,1386,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"aea8161ed6bc3b11628cd393fd03486a","fashion_bolsas_e_acessorios",52,85,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"55ba658d5c2f0b1f118f98c36fe3fa04","brinquedos",63,2136,1,200,16,2,11,"brinquedos"
"76132add5a6d43f25853a4fd18c8ea34","fashion_bolsas_e_acessorios",47,731,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"036bcd084feae22f3a997f5080ec30df","moveis_quarto",61,1961,1,200,16,2,11,"moveis_quarto"
"e500a9395078ba5b59387db0dbee0063","musica",60,1862,1,200,16,2,11,"musica"
"bc8b883240abcf055de69c37170844d7","fashion_bolsas_e_acessorios",48,1359,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"7787f84dcc43ef95552cd95d2c86f418","relogios_presentes",54,190,1,200,16,2,11,"relogios_presentes"
"6d3bb44f9f7c05fcf46bee6a24ec1117","fashion_bolsas_e_acessorios",54,806,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"0d784350888156657d65b06af8ccc501","fashion_bolsas_e_acessorios",48,1359,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"407a9382e8c7e321e8ecee388edf0f7b","fashion_bolsas_e_acessorios",51,770,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"0067f97995b0c3a86739734dc87ee6b6","fashion_bolsas_e_acessorios",59,412,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"cc5f571540b1308f27ed78b5ee3300fa","fashion_bolsas_e_acessorios",55,1431,1,200,16,2,11,"fashion_bolsas_e_acessorios"
