order_id,recipe_id,price,Data,Godzina,koszt zamówienia
238,48,62.4,2018-10-20 00:00:00.000,15,65.1
404,48,62.4,2018-10-25 00:00:00.000,15,65.1
703,48,62.4,2018-11-05 00:00:00.000,15,65.1
739,48,62.4,2018-11-06 00:00:00.000,15,65.1
926,48,62.4,2018-11-12 00:00:00.000,15,65.1
1028,48,62.4,2018-11-15 00:00:00.000,15,65.1
1192,48,62.4,2018-11-20 00:00:00.000,15,65.1
1579,48,62.4,2018-12-03 00:00:00.000,15,65.1
2025,48,62.4,2018-12-17 00:00:00.000,15,65.1
2082,48,62.4,2018-12-19 00:00:00.000,15,65.1
2083,48,62.4,2018-12-19 00:00:00.000,15,65.1
2174,48,62.4,2018-12-22 00:00:00.000,15,65.1
2440,48,62.4,2018-12-30 00:00:00.000,15,65.1
2575,48,62.4,2019-01-03 00:00:00.000,15,65.1
2576,48,62.4,2019-01-03 00:00:00.000,15,65.1
2623,48,62.4,2019-01-05 00:00:00.000,15,65.1
2746,48,62.4,2019-01-09 00:00:00.000,15,65.1
2781,48,62.4,2019-01-10 00:00:00.000,15,65.1
3019,48,62.4,2019-01-17 00:00:00.000,15,65.1
3402,48,62.4,2019-01-29 00:00:00.000,15,65.1
3405,48,62.4,2019-01-29 00:00:00.000,15,65.1
4551,48,62.4,2019-03-07 00:00:00.000,15,65.1
4994,48,62.4,2019-03-21 00:00:00.000,15,65.1
5207,48,62.4,2019-03-28 00:00:00.000,15,65.1
5360,48,62.4,2019-04-02 00:00:00.000,15,65.1
5629,48,62.4,2019-04-10 00:00:00.000,15,65.1
5858,48,62.4,2019-04-17 00:00:00.000,15,65.1
6010,48,62.4,2019-04-22 00:00:00.000,15,65.1
6011,48,62.4,2019-04-22 00:00:00.000,15,65.1
6012,48,62.4,2019-04-22 00:00:00.000,15,65.1
6657,48,62.4,2019-05-13 00:00:00.000,15,65.1
7235,48,62.4,2019-06-01 00:00:00.000,15,65.1
7942,48,62.4,2019-06-23 00:00:00.000,15,65.1
8043,48,62.4,2019-06-26 00:00:00.000,15,65.1
8229,48,62.4,2019-07-02 00:00:00.000,15,65.1
8392,48,62.4,2019-07-07 00:00:00.000,15,65.1
8426,48,62.4,2019-07-08 00:00:00.000,15,65.1
8697,48,62.4,2019-07-17 00:00:00.000,15,65.1
8805,48,62.4,2019-07-20 00:00:00.000,15,65.1
9035,48,62.4,2019-07-28 00:00:00.000,15,65.1
9146,48,62.4,2019-07-31 00:00:00.000,15,65.1
9332,48,62.4,2019-08-06 00:00:00.000,15,65.1
10176,48,62.4,2019-09-03 00:00:00.000,15,65.1
10177,48,62.4,2019-09-03 00:00:00.000,15,65.1
10286,48,62.4,2019-09-07 00:00:00.000,15,65.1
10455,48,62.4,2019-09-12 00:00:00.000,15,65.1
10849,48,62.4,2019-09-25 00:00:00.000,15,65.1
11075,48,62.4,2019-10-03 00:00:00.000,15,65.1
11438,48,62.4,2019-10-16 00:00:00.000,15,65.1
11474,48,62.4,2019-10-17 00:00:00.000,15,65.1
11599,48,62.4,2019-10-21 00:00:00.000,15,65.1
11638,48,62.4,2019-10-22 00:00:00.000,15,65.1
11703,48,62.4,2019-10-24 00:00:00.000,15,65.1
12247,48,62.4,2019-11-11 00:00:00.000,15,65.1
12549,48,62.4,2019-11-20 00:00:00.000,15,65.1
12924,48,62.4,2019-12-03 00:00:00.000,15,65.1
13509,48,62.4,2019-12-23 00:00:00.000,15,65.1
13529,48,62.4,2019-12-24 00:00:00.000,15,65.1
13716,48,62.4,2019-12-30 00:00:00.000,15,65.1
14174,48,62.4,2020-01-14 00:00:00.000,15,65.1
14802,48,62.4,2020-02-03 00:00:00.000,15,65.1
14838,48,62.4,2020-02-04 00:00:00.000,15,65.1
14867,48,62.4,2020-02-05 00:00:00.000,15,65.1
15008,48,62.4,2020-02-10 00:00:00.000,15,65.1
15278,48,62.4,2020-02-18 00:00:00.000,15,65.1
15503,48,62.4,2020-02-25 00:00:00.000,15,65.1
15881,48,62.4,2020-03-08 00:00:00.000,15,65.1
15937,48,62.4,2020-03-10 00:00:00.000,15,65.1
16371,48,62.4,2020-03-24 00:00:00.000,15,65.1
16443,48,62.4,2020-03-26 00:00:00.000,15,65.1
16620,48,62.4,2020-03-31 00:00:00.000,15,65.1
16812,48,62.4,2020-04-06 00:00:00.000,15,65.1
16836,48,62.4,2020-04-07 00:00:00.000,15,65.1
17007,48,62.4,2020-04-13 00:00:00.000,15,65.1
17419,48,62.4,2020-04-26 00:00:00.000,15,65.1
17490,48,62.4,2020-04-28 00:00:00.000,15,65.1
18254,48,62.4,2020-05-23 00:00:00.000,15,65.1
18416,48,62.4,2020-05-28 00:00:00.000,15,65.1
18531,48,62.4,2020-06-01 00:00:00.000,15,65.1
338,13,62.4,2018-10-23 00:00:00.000,15,53.2
489,13,62.4,2018-10-28 00:00:00.000,15,53.2
549,13,62.4,2018-10-30 00:00:00.000,15,53.2
642,13,62.4,2018-11-03 00:00:00.000,15,53.2
806,13,62.4,2018-11-08 00:00:00.000,15,53.2
1457,13,62.4,2018-11-29 00:00:00.000,15,53.2
2084,13,62.4,2018-12-19 00:00:00.000,15,53.2
2951,13,62.4,2019-01-15 00:00:00.000,15,53.2
3323,13,62.4,2019-01-27 00:00:00.000,15,53.2
3531,13,62.4,2019-02-03 00:00:00.000,15,53.2
3532,13,62.4,2019-02-03 00:00:00.000,15,53.2
3606,13,62.4,2019-02-05 00:00:00.000,15,53.2
4022,13,62.4,2019-02-18 00:00:00.000,15,53.2
4243,13,62.4,2019-02-25 00:00:00.000,15,53.2
