ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
528,20130128,20130209,20130204,14870,1,100,4,"SO51900",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-01-28 00:00:00.000,2013-02-09 00:00:00.000,2013-02-04 00:00:00.000
528,20130129,20130210,20130205,15319,1,100,4,"SO51948",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-01-29 00:00:00.000,2013-02-10 00:00:00.000,2013-02-05 00:00:00.000
528,20130131,20130212,20130207,16384,1,100,4,"SO52043",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-01-31 00:00:00.000,2013-02-12 00:00:00.000,2013-02-07 00:00:00.000
528,20130131,20130212,20130207,15476,1,100,4,"SO52045",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-01-31 00:00:00.000,2013-02-12 00:00:00.000,2013-02-07 00:00:00.000
528,20130201,20130213,20130208,15861,1,100,4,"SO52094",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-01 00:00:00.000,2013-02-13 00:00:00.000,2013-02-08 00:00:00.000
528,20130203,20130215,20130210,26017,1,100,4,"SO52175",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-03 00:00:00.000,2013-02-15 00:00:00.000,2013-02-10 00:00:00.000
528,20130203,20130215,20130210,14761,1,100,4,"SO52190",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-03 00:00:00.000,2013-02-15 00:00:00.000,2013-02-10 00:00:00.000
528,20130204,20130216,20130211,22038,1,100,4,"SO52232",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-04 00:00:00.000,2013-02-16 00:00:00.000,2013-02-11 00:00:00.000
528,20130204,20130216,20130211,22163,1,100,4,"SO52234",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-04 00:00:00.000,2013-02-16 00:00:00.000,2013-02-11 00:00:00.000
528,20130204,20130216,20130211,16018,1,100,4,"SO52245",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-04 00:00:00.000,2013-02-16 00:00:00.000,2013-02-11 00:00:00.000
528,20130205,20130217,20130212,25839,1,100,4,"SO52301",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-05 00:00:00.000,2013-02-17 00:00:00.000,2013-02-12 00:00:00.000
528,20130205,20130217,20130212,11260,1,100,4,"SO52314",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-05 00:00:00.000,2013-02-17 00:00:00.000,2013-02-12 00:00:00.000
528,20130206,20130218,20130213,23695,1,100,4,"SO52342",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-06 00:00:00.000,2013-02-18 00:00:00.000,2013-02-13 00:00:00.000
528,20130207,20130219,20130214,15198,1,100,4,"SO52387",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-07 00:00:00.000,2013-02-19 00:00:00.000,2013-02-14 00:00:00.000
528,20130209,20130221,20130216,15414,1,100,4,"SO52499",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-09 00:00:00.000,2013-02-21 00:00:00.000,2013-02-16 00:00:00.000
528,20130209,20130221,20130216,15469,1,100,4,"SO52500",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-09 00:00:00.000,2013-02-21 00:00:00.000,2013-02-16 00:00:00.000
528,20130210,20130222,20130217,14901,1,100,4,"SO52545",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-10 00:00:00.000,2013-02-22 00:00:00.000,2013-02-17 00:00:00.000
528,20130211,20130223,20130218,17369,1,100,4,"SO52593",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-11 00:00:00.000,2013-02-23 00:00:00.000,2013-02-18 00:00:00.000
528,20130212,20130224,20130219,24930,1,100,4,"SO52627",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-12 00:00:00.000,2013-02-24 00:00:00.000,2013-02-19 00:00:00.000
528,20130212,20130224,20130219,14507,1,100,4,"SO52637",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-12 00:00:00.000,2013-02-24 00:00:00.000,2013-02-19 00:00:00.000
528,20130213,20130225,20130220,15158,1,100,4,"SO52696",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-13 00:00:00.000,2013-02-25 00:00:00.000,2013-02-20 00:00:00.000
528,20130214,20130226,20130221,14505,1,100,4,"SO52746",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-14 00:00:00.000,2013-02-26 00:00:00.000,2013-02-21 00:00:00.000
528,20130216,20130228,20130223,15742,1,100,4,"SO52865",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-16 00:00:00.000,2013-02-28 00:00:00.000,2013-02-23 00:00:00.000
528,20130217,20130301,20130224,11950,1,100,4,"SO52916",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-17 00:00:00.000,2013-03-01 00:00:00.000,2013-02-24 00:00:00.000
528,20130218,20130302,20130225,15397,1,100,4,"SO52940",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-18 00:00:00.000,2013-03-02 00:00:00.000,2013-02-25 00:00:00.000
528,20130220,20130304,20130227,14921,1,100,4,"SO53035",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-20 00:00:00.000,2013-03-04 00:00:00.000,2013-02-27 00:00:00.000
528,20130221,20130305,20130228,15301,1,100,4,"SO53103",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-21 00:00:00.000,2013-03-05 00:00:00.000,2013-02-28 00:00:00.000
528,20130222,20130306,20130301,15366,1,100,4,"SO53154",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-22 00:00:00.000,2013-03-06 00:00:00.000,2013-03-01 00:00:00.000
528,20130223,20130307,20130302,15161,1,100,4,"SO53215",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-23 00:00:00.000,2013-03-07 00:00:00.000,2013-03-02 00:00:00.000
528,20130225,20130309,20130304,17336,1,100,4,"SO53312",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-25 00:00:00.000,2013-03-09 00:00:00.000,2013-03-04 00:00:00.000
528,20130227,20130311,20130306,15275,1,100,4,"SO53425",1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","",2013-02-27 00:00:00.000,2013-03-11 00:00:00.000,2013-03-06 00:00:00.000
