Item Number,Category,Product Name,State ID,Sales,Weekly Sales ($) Variance to  LY,Count of Stores,Store_Velocity
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","AK",10357.3,-0.0718779893595763,5,"2071.46"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","AL",36404.99,0.00619449687390218,39,"933.4612821"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","AR",21109.76,0.0256194692578646,20,"1055.488"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","AZ",22412.76,0.108001637656964,32,"700.39875"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","CA",100833.56,0.0348133461334749,111,"908.4104505"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","CO",28691.22,-0.0373041520148388,29,"989.3524138"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","CT",13076.83,-0.00191441614237924,17,"769.2252941"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","DC",725.62,-0.228513471271212,1,"725.62"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","DE",10167.22,-0.0407346380574625,10,"1016.722"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","FL",94479.26,0.0437551994951777,123,"768.124065"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","GA",47348.79,0.00849349016806375,63,"751.5680952"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","HI",3176.47,-0.0789528974434068,4,"794.1175"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","IA",9183.28,0.0288911004947655,11,"834.8436364"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","ID",12303.46,0.0469401625952614,8,"1537.9325"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","IL",23623.99,-0.0477555165502957,38,"621.6839474"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","IN",45537.02,0.0179564356201033,44,"1034.932273"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","KS",12954.69,0.0616606322875247,11,"1177.699091"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","KY",43845.53,-0.00327587301276992,42,"1043.94119"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","LA",28968.43,-0.0688937126043943,31,"934.4654839"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","MA",25375.12,-0.0536259408552023,27,"939.8192593"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","MD",26966.91,0.0734829728531212,28,"963.1039286"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","ME",13380.73,0.0298317543230438,11,"1216.43"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","MI",44900.99,0.0265003374565319,47,"955.3402128"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","MN",4719.93,-0.188151266583759,11,"429.0845455"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","MO",44500.99,-0.0177830726869816,48,"927.1039583"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","MS",20886.98,-0.0448209126271666,24,"870.2908333"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","MT",7209.6,0.0196334328978799,5,"1441.92"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","NC",129844.54,0.0388626789106477,113,"1149.066726"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","ND",1763.33,0.0499561693183441,3,"587.7766667"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","NE",3505.72,-0.0771462462652189,5,"701.144"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","NH",12645.54,-0.049986103721556,13,"972.7338462"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","NJ",28097.13,-0.0105236870213442,39,"720.4392308"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","NM",15839.16,0.0129276603677296,14,"1131.368571"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","NV",12986.26,-0.0175116051960629,17,"763.8976471"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","NY",68691.86,0.0460005262729124,70,"981.3122857"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","OH",82759.06,0.0361478820024103,83,"997.0971084"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","OK",37053.75,0.0264618364529825,29,"1277.715517"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","OR",19643.37,-0.00338540676374391,14,"1403.097857"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","PA",93199.21,0.0159193706314213,84,"1109.514405"
"18439","Tablets","Apple iPad (Wi-Fi, 32GB) - White (Previous Model)","RI",4329.39,-0.0564318929274304,5,"865.878"
