ResourceId,ResourceGroupId,ResourceTypeId,Resource Name,Tags,Location,StatusId
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest/providers/Microsoft.Databricks/workspaces/databricks","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest","microsoft.databricks/workspaces","databricks","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest/providers/Microsoft.EventHub/namespaces/synapsetest","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest","microsoft.eventhub/namespaces","synapsetest","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest/providers/Microsoft.Sql/servers/synpasetestsqlserver","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest","microsoft.sql/servers","synpasetestsqlserver","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest/providers/Microsoft.Sql/servers/synpasetestsqlserver/databases/master","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest","microsoft.sql/servers/databases","master","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest/providers/Microsoft.Storage/storageAccounts/datalakegen2testde","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest","microsoft.storage/storageaccounts","datalakegen2testde","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest/providers/Microsoft.Storage/storageAccounts/nytaxi2013","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest","microsoft.storage/storageaccounts","nytaxi2013","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest/providers/Microsoft.Storage/storageAccounts/streamcall","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest","microsoft.storage/storageaccounts","streamcall","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest/providers/Microsoft.Synapse/workspaces/synapseanalyticsde","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest","microsoft.synapse/workspaces","synapseanalyticsde","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest/providers/Microsoft.Synapse/workspaces/synapseanalyticsde/bigDataPools/sparkpool","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest","microsoft.synapse/workspaces/bigdatapools","sparkpool","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit/providers/Microsoft.Devices/IotHubs/devkit2","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit","microsoft.devices/iothubs","devkit2","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit/providers/Microsoft.EventGrid/systemTopics/devkit2-5783b981-10aa-4494-9970-de5061455fb4","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit","microsoft.eventgrid/systemtopics","devkit2-5783b981-10aa-4494-9970-de5061455fb4","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit/providers/Microsoft.Logic/workflows/IoTLogicAppCreatedFirstNotInIOThub","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit","microsoft.logic/workflows","IoTLogicAppCreatedFirstNotInIOThub","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit/providers/Microsoft.Logic/workflows/IoTLogicAppCreatedWithHTTP","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit","microsoft.logic/workflows","IoTLogicAppCreatedWithHTTP","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit/providers/Microsoft.ServiceBus/namespaces/iotdevkit","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit","microsoft.servicebus/namespaces","iotdevkit","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit/providers/Microsoft.Storage/storageAccounts/rjiot","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit","microsoft.storage/storageaccounts","rjiot","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit/providers/Microsoft.StreamAnalytics/streamingjobs/iotdevkit","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit","microsoft.streamanalytics/streamingjobs","iotdevkit","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit/providers/Microsoft.Web/connections/azureeventgrid-1","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit","microsoft.web/connections","azureeventgrid-1","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit/providers/Microsoft.Web/connections/azureeventgrid-2","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit","microsoft.web/connections","azureeventgrid-2","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit/providers/Microsoft.Web/connections/gmail-1","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit","microsoft.web/connections","gmail-1","","australiaeast",1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit/providers/Microsoft.Web/serverFarms/AustraliaEastPlan","/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit","microsoft.web/serverfarms","AustraliaEastPlan","","australiaeast",1
