OrganizationId,SendingId,ContactId,AccountId,MessageId,CustomerJourneyId,UsageType,InteractionType,Timestamp,BlockedReason,CustomerJourneyIterationId,ActivityId,Version,File Name,Datestamp,Date modified,Id
"d7906006-d8e6-49c6-8d5d-5c4da8454360","54dd643f-4b3d-b8fe-b67d-91909ebd8ef2","b62e0469-e6eb-e811-a9b9-000d3a1e6baa","","d9745644-72de-e811-a9b2-000d3a1e6b71","9f07778d-72de-e811-a9b2-000d3a1e6b71","CustomerJourney","EmailBlocked",2018-11-27 01:37:38.000,"EmailDeduplication","e0ac89f2-ee17-40c4-9c1d-e6950ed59d2a","73046d3f-c5e1-64e7-8402-c4867f67c0f2","0","29ff6681-dfb6-4cdc-8a51-34d4c00a3a24",2018-11-27 00:00:00.000,2018-11-27 01:37:55.000,"cmrAC6X3YWY4IlOYlIbMswK3TXyYMVd1J7Zb//+zu4Q="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","54dd643f-4b3d-b8fe-b67d-91909ebd8ef2","548e8906-24e3-e811-a9b7-000d3a1e6baa","","d9745644-72de-e811-a9b2-000d3a1e6b71","9f07778d-72de-e811-a9b2-000d3a1e6b71","CustomerJourney","EmailBlocked",2018-11-27 01:37:38.000,"EmailDeduplication","e0ac89f2-ee17-40c4-9c1d-e6950ed59d2a","73046d3f-c5e1-64e7-8402-c4867f67c0f2","0","818376e8-8809-40ab-9a37-0daf7d776b39",2018-11-27 00:00:00.000,2018-11-27 01:37:49.000,"q7xWowtMUUI36Cvr9ktzBzP0a3u3tRyvGG0Estl71ck="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","58226819-3a2b-d99a-2b41-3f507a563027","25b4edf3-94e1-e811-a9b1-000d3a1e689f","","29d1ec5d-4be6-e811-a9b1-000d3a1e689f","73bddcbc-4be6-e811-a9b1-000d3a1e689f","CustomerJourney","EmailBlocked",2018-11-27 01:07:20.000,"EmailDeduplication","731b7201-dcb2-482d-bf92-8db4e02ab939","e681b5c4-cb17-29ab-b11c-f45dc7243efa","0","5978c854-e329-4783-aebe-5a17c5d683ff",2018-11-27 00:00:00.000,2018-11-27 01:07:41.000,"CCvGAFJoWuQPfo8gBi4QVPeFLBCMHml3D8UZwXNIwNg="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","e7548a20-d71d-0bda-3e39-d77fab751aa4","b62e0469-e6eb-e811-a9b9-000d3a1e6baa","","b5275280-98de-e811-a9b7-000d3a1e6baa","2bf738a0-98de-e811-a9b7-000d3a1e6baa","CustomerJourney","EmailBlocked",2018-11-26 23:37:22.000,"EmailDeduplication","4a0bf1c6-f5c2-403b-94b7-d181c6ddb90d","77bf889b-76b1-c2ab-d7f7-4f85519b3b96","0","607eb45b-225d-4c47-aa36-ac0b9836fc43",2018-11-26 00:00:00.000,2018-11-26 23:37:34.000,"ynfNOlsQ4D15AdJc7lc8/8cdtVb8rUt5Ysp9KCNVMK8="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","e7548a20-d71d-0bda-3e39-d77fab751aa4","548e8906-24e3-e811-a9b7-000d3a1e6baa","","b5275280-98de-e811-a9b7-000d3a1e6baa","2bf738a0-98de-e811-a9b7-000d3a1e6baa","CustomerJourney","EmailBlocked",2018-11-26 23:37:22.000,"EmailDeduplication","4a0bf1c6-f5c2-403b-94b7-d181c6ddb90d","77bf889b-76b1-c2ab-d7f7-4f85519b3b96","0","607eb45b-225d-4c47-aa36-ac0b9836fc43",2018-11-26 00:00:00.000,2018-11-26 23:37:34.000,"z3E1HBD55wh63EpfFuoQ7YTgYIAVGJtFh/ZzO4Zq7DQ="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","6f9246ed-0f21-a7f1-671d-1f5d7d1abe53","0df81057-fceb-e811-a9b9-000d3a1e6baa","","f15cd9a9-c9e1-e811-a9b2-000d3a1e6adc","97d91e01-cae1-e811-a9b2-000d3a1e6adc","CustomerJourney","EmailBlocked",2018-11-26 23:07:31.000,"EmailDeduplication","fca9c1cb-90c0-47f2-9d16-fad34d3ba10d","2da645d7-c3cd-fb3c-0812-bd378d087de9","0","cd35f128-4b3a-4448-b8b4-a22e8393c7b4",2018-11-26 00:00:00.000,2018-11-26 23:08:21.000,"uUyHB99vyw+dLZBl/usH1t3G4cy0OosHvHGUG2CwBTY="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","396bc75c-e7d4-6a11-d8cb-01ba44f5da06","25b4edf3-94e1-e811-a9b1-000d3a1e689f","","87a9887a-21de-e811-a9b2-000d3a1e6adc","c05a72da-21de-e811-a9b2-000d3a1e6adc","CustomerJourney","EmailBlocked",2018-11-26 23:07:03.000,"EmailDeduplication","cb8b3f77-7bd4-401d-9dee-9094a9805eac","8c996957-7ded-4395-08da-86d078f9a759","0","a1a76a95-a299-4931-a624-ec7fc58be69d",2018-11-26 00:00:00.000,2018-11-26 23:08:04.000,"smVCu/wW5cm5kYZpCdUhRAxedN/P2x/1hP3pdbEe/3U="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","6f9246ed-0f21-a7f1-671d-1f5d7d1abe53","915116f1-6fde-e811-a9b0-000d3a1e6baf","7b1e7416-70de-e811-a9b0-000d3a1e6baf","f15cd9a9-c9e1-e811-a9b2-000d3a1e6adc","97d91e01-cae1-e811-a9b2-000d3a1e6adc","CustomerJourney","EmailBlocked",2018-11-26 23:07:31.000,"EmailDeduplication","fca9c1cb-90c0-47f2-9d16-fad34d3ba10d","2da645d7-c3cd-fb3c-0812-bd378d087de9","0","1ee1b53f-9964-4402-9e0d-904d0c516418",2018-11-26 00:00:00.000,2018-11-26 23:07:45.000,"7z2uPPH3gEtDWN8D1yqh5jiEnWjs9vEIaQQwPjl1+zk="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","6f9246ed-0f21-a7f1-671d-1f5d7d1abe53","25b4edf3-94e1-e811-a9b1-000d3a1e689f","","f15cd9a9-c9e1-e811-a9b2-000d3a1e6adc","97d91e01-cae1-e811-a9b2-000d3a1e6adc","CustomerJourney","EmailBlocked",2018-11-26 23:07:31.000,"EmailDeduplication","fca9c1cb-90c0-47f2-9d16-fad34d3ba10d","2da645d7-c3cd-fb3c-0812-bd378d087de9","0","1ee1b53f-9964-4402-9e0d-904d0c516418",2018-11-26 00:00:00.000,2018-11-26 23:07:45.000,"9Vwe0QEOR3kR2DCZoUUzqKU/2m6ScKG/yVmFqVMgGCA="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","396bc75c-e7d4-6a11-d8cb-01ba44f5da06","4efe6ace-dbe1-e811-a9b1-000d3a1e6c14","","87a9887a-21de-e811-a9b2-000d3a1e6adc","c05a72da-21de-e811-a9b2-000d3a1e6adc","CustomerJourney","EmailBlocked",2018-11-26 23:07:06.000,"EmailDeduplication","cb8b3f77-7bd4-401d-9dee-9094a9805eac","8c996957-7ded-4395-08da-86d078f9a759","0","b19e3b43-39e7-4c66-af03-9bfd3927f9a5",2018-11-26 00:00:00.000,2018-11-26 23:07:39.000,"qbiaS9tkSNMRW6CqkvcnJ5h41cD+ARA1kysIR7Dex9o="
