Date,Metric Name,Actual Value,Prior,Target,KPI Index,Variance,Sequence,Calc Variance,Calc KPI Index,Country
2018-06-20 00:00:00.000,Returns,1611.8856628956576,1623.3248491224854,1550.3363134769302,2,0.0070967727365214,7.0,0.0397006435853204,2,Germany
2018-06-19 00:00:00.000,Active Customers,20050.00040024249,20012.855498032903,16923.80806192974,2,,5.0,0.1847215666162715,1,Germany
2018-06-12 00:00:00.000,Total Units,1188038.6254968708,1141828.7587476422,794792.0376833742,1,0.0404700498171999,,0.4947792242102913,1,Italy
2018-06-09 00:00:00.000,Avg Price,13.820452772707633,16.092270265676284,13.259833799644545,3,,,0.0422794871741241,2,Italy
2018-06-27 00:00:00.000,Active Customers,20717.7356081906,20093.047150191105,17110.698672267405,1,,,0.2108059410671165,1,Italy
2018-06-02 00:00:00.000,Active Customers,20217.638986532093,19843.50930001275,16822.97281294342,1,,,0.2017875325208189,1,France
2018-06-14 00:00:00.000,Avg Price,13.585971225720469,16.132541192136504,13.286287088515827,3,,,0.0225558980630242,2,Italy
2018-06-24 00:00:00.000,Transactions,513534.9325058399,489239.3481192304,445557.52456075646,1,,4.0,0.1525670742786746,1,Germany
2018-06-02 00:00:00.000,Transactions,485758.655448,486021.4817157,440259.941358,2,,4.0,0.103345114592205,1,Germany
2018-06-28 00:00:00.000,Returns,1623.013323134629,1627.2249219943867,1554.9748794383663,2,0.0025949256236685,7.0,0.0437553330255966,2,Germany
2018-06-11 00:00:00.000,Returns,1660.969719421636,1618.9484392700847,1542.6247892755107,3,-0.025299245169974,,0.0767166008020043,1,France
2018-06-26 00:00:00.000,Avg Price,13.831325387617056,16.22960307036338,13.406169055666078,3,,,0.0317134843060393,2,Italy
2018-06-20 00:00:00.000,Premium Units,27722.702784119592,27718.603910727088,23277.034805422856,2,,,0.1909894458576411,1,Italy
2018-06-23 00:00:00.000,Active Customers,20909.434183112386,20052.9112383199,17093.55405942198,1,,,0.2232350341201916,1,France
2018-06-06 00:00:00.000,Transactions,486207.46573014255,486604.9699978533,438501.1020117549,2,,4.0,0.1087941706406678,1,Germany
2018-06-01 00:00:00.000,Gross Revenue,7843459.999999998,7803900.0,7150000.0,1,,3.0,0.0969874125874123,1,Germany
2018-06-09 00:00:00.000,Gross Revenue,7716995.021343968,7835170.281961458,7228928.984596406,3,,,0.0675156773275189,1,Italy
2018-06-26 00:00:00.000,Avg Price,13.1314063542724,16.22960307036338,13.663301262600433,3,,,-0.0389287257965941,2,France
2018-06-18 00:00:00.000,Active Customers,20804.981580048054,20002.854070997408,16974.596562407503,1,,,0.225653964944501,1,Italy
2018-06-14 00:00:00.000,Returns,1594.276740663492,1620.4059300252184,1544.1566049252788,1,0.0163893687308342,7.0,0.032457935664264,2,Germany
2018-06-21 00:00:00.000,Gross Revenue,8016053.999468131,7882310.799672656,7185670.771025327,1,,,0.115560990045793,1,France
2018-05-31 00:00:00.000,Satisfaction,0.4603401092433852,0.4451013605370077,0.405995987948322,1,,,0.1338538382354173,1,France
2018-06-17 00:00:00.000,Returns,1592.48883536069,1621.864732915593,1547.2356346610147,1,0.0184465328124259,,0.0292477756367017,2,Italy
2018-06-06 00:00:00.000,Avg Price,13.43989024132056,16.068155978582908,13.299732892082364,3,,6.0,0.0105383582042941,2,Germany
2018-06-03 00:00:00.000,Satisfaction,0.4566633700288176,0.4455020719508762,0.4051844019684133,1,,,0.1270507152060049,1,Italy
2018-06-30 00:00:00.000,Premium Units,28679.07993932786,28137.200733589994,23440.15919173292,1,,2.0,0.2235019269597216,1,Germany
2018-06-16 00:00:00.000,Transactions,482800.1834291843,488066.75723540335,443341.2717361946,3,,,0.0890034702577142,1,Italy
2018-06-04 00:00:00.000,Premium Units,27147.50387328383,27061.76351328618,22976.931023046,2,,,0.1815113100202425,1,France
2018-06-20 00:00:00.000,Avg Price,13.172146259080908,16.180999353088865,13.608852434804998,3,,,-0.032089860465178,2,France
2018-06-19 00:00:00.000,Active Customers,20702.349697019985,20012.855498032903,17059.5034270576,1,,,0.2135376498816823,1,France
2018-06-13 00:00:00.000,Premium Units,27694.952662559303,27429.297012858013,23184.22838567937,2,,,0.1945600345994764,1,France
2018-06-29 00:00:00.000,Transactions,492455.7223470112,489973.64758893696,447785.74927327415,1,,,0.0997574691607166,1,France
2018-06-30 00:00:00.000,Satisfaction,0.4482883612121988,0.4491247473910751,0.414590733986826,2,,8.0,0.0812792579837144,1,Germany
2018-06-09 00:00:00.000,Satisfaction,0.4757158937708333,0.4463045773488101,0.4092479897651675,1,,,0.1624147354854597,1,France
2018-06-12 00:00:00.000,Returns,1611.9043111744254,1619.434123801866,1539.533369240934,2,0.0046713769392143,,0.0470083620007364,2,Italy
2018-06-20 00:00:00.000,Transactions,513549.3365376311,488652.70095285,442011.2558732661,1,,4.0,0.1618467396786753,1,Germany
2018-06-12 00:00:00.000,Satisfaction,0.455213175582583,0.4467063719827101,0.4080243292972261,1,,8.0,0.1156520405698211,1,Germany
2018-06-19 00:00:00.000,Avg Price,13.735659878219495,16.172912896640543,13.326079319104927,3,,,0.0307352634864908,2,Italy
2018-06-05 00:00:00.000,Active Customers,20214.810110228937,19873.289449075182,16873.492217123654,1,,,0.1980217165545865,1,Italy
2018-06-25 00:00:00.000,Satisfaction,0.4510272570090447,0.4484516661642292,0.4108808745388647,2,,8.0,0.0977080827021616,1,Germany
2018-06-15 00:00:00.000,Gross Revenue,8016591.125566515,7858705.19429117,7200078.112929143,1,,,0.113403354773494,1,France
2018-06-04 00:00:00.000,Premium Units,27066.385510963963,27061.76351328618,22976.954,2,,,0.17797970570703,1,Italy
2018-06-20 00:00:00.000,Avg Price,13.804338177610592,16.180999353088865,13.326079319104927,3,,,0.035888939803923,2,Italy
2018-06-27 00:00:00.000,Transactions,495921.2198311916,489679.7956403711,449132.2477520348,1,,,0.1041763808173243,1,France
2018-06-22 00:00:00.000,Avg Price,13.610111514285528,16.197184397691792,13.299520044514408,3,,6.0,0.0233535848460357,2,Germany
2018-06-16 00:00:00.000,Transactions,504970.7036168154,488066.75723540335,442898.3760162545,1,,,0.1401502713983373,1,France
2018-06-25 00:00:00.000,Returns,1595.6308840766294,1625.7612978268965,1554.9779831728597,1,0.0188830725520225,,0.0261437147944818,2,France
2018-06-29 00:00:00.000,Transactions,523866.2646643722,489973.64758893696,446892.40955765016,1,,4.0,0.1722424759527991,1,Germany
2018-06-20 00:00:00.000,Premium Units,28056.679625142624,27718.603910727088,23463.67011672134,1,,,0.195749833064184,1,France
2018-06-21 00:00:00.000,Gross Revenue,7716654.9819507,7882310.799672656,7236063.843962294,3,,3.0,0.0664160997403868,1,Germany
2018-06-17 00:00:00.000,Transactions,504465.73291319865,488213.177262574,443784.172768287,1,,,0.1367366478312765,1,France
2018-06-11 00:00:00.000,Satisfaction,0.4742896975213084,0.4465724002626313,0.4104765522304424,1,,,0.1554611218207686,1,France
2018-06-27 00:00:00.000,Returns,1587.4269069197455,1626.7369009241097,1562.7481568499052,1,0.0247633411233032,,0.0157918919703519,2,Italy
2018-06-21 00:00:00.000,Satisfaction,0.4737330526224981,0.4479139275292948,0.4072033925348683,1,,,0.1633818904932944,1,Italy
2018-06-19 00:00:00.000,Gross Revenue,7786625.599588603,7874434.396667389,7207213.368846802,3,,3.0,0.0803933782849155,1,Germany
2018-06-13 00:00:00.000,Active Customers,19852.40541228224,19952.92185909763,16856.365977978232,2,,5.0,0.1777393441871246,1,Germany
2018-06-28 00:00:00.000,Transactions,494433.456171698,489826.6995790632,448683.1155042827,1,,,0.1019658174923647,1,France
2018-06-05 00:00:00.000,Transactions,492600.81662832526,486459.0322881668,441138.2572994494,1,,,0.1166585724029427,1,France
2018-06-25 00:00:00.000,Transactions,477454.2630908341,489386.11992366606,448238.45757283847,3,,,0.0651791586027576,1,Italy
2018-05-31 00:00:00.000,Active Customers,20096.8968303752,19823.680663429157,16823.04010510384,2,,,0.1946055353145193,1,Italy
2018-06-28 00:00:00.000,Total Units,1204700.3496626655,1150997.723738438,789234.8945419425,1,0.046657456237013,,0.5264154664142819,1,Italy
2018-06-30 00:00:00.000,Avg Price,12.80579291135243,16.262086629024523,13.704318492990756,3,,,-0.0655651415353407,3,France
2018-06-01 00:00:00.000,Premium Units,26878.051407919444,26940.35,23023.0,2,,,0.1674434872918146,1,France
2018-06-14 00:00:00.000,Premium Units,27639.45296991764,27470.4409583773,23207.621204164985,2,,2.0,0.1909644994101027,1,Germany
2018-06-09 00:00:00.000,Active Customers,20072.16113688512,19913.06584784539,16907.12095232692,2,,,0.1872016053757865,1,Italy
2018-06-10 00:00:00.000,Satisfaction,0.4484611445896413,0.4464384687220147,0.4068039175445924,2,,8.0,0.1024012435683652,1,Germany
2018-06-26 00:00:00.000,Transactions,480796.4429324698,489532.9357596432,447341.9806576928,3,,,0.0747849826783337,1,Italy
2018-06-21 00:00:00.000,Avg Price,13.762925163077758,16.18908985276541,13.339405398424033,3,,,0.0317495234610503,2,Italy
2018-06-10 00:00:00.000,Avg Price,13.62753619330054,16.10031640080912,13.273120153164772,3,,6.0,0.026701787977958,2,Germany
2018-06-08 00:00:00.000,Active Customers,19479.67323177123,19903.114290700043,16890.23072160532,3,,5.0,0.1533100733108161,1,Germany
2018-06-17 00:00:00.000,Transactions,510013.1258486668,488213.177262574,441572.3329742898,1,,4.0,0.1549933901279134,1,Germany
2018-06-21 00:00:00.000,Transactions,483243.473512136,488799.2967631358,447344.2173769904,3,,,0.0802497377648949,1,Italy
2018-06-14 00:00:00.000,Satisfaction,0.464860808137291,0.4469744360094732,0.4084290837273135,1,,,0.1381677423531717,1,Italy
2018-06-23 00:00:00.000,Transactions,499924.08697540296,489092.6203331304,446449.9789611542,1,,,0.1197762583362145,1,France
2018-06-08 00:00:00.000,Active Customers,20074.5947493769,19903.114290700043,16822.838330216407,2,,,0.1932941609098055,1,France
2018-06-17 00:00:00.000,Avg Price,13.887391352512104,16.15675210534717,13.273013941909625,3,,6.0,0.0462877092792453,2,Germany
2018-06-24 00:00:00.000,Total Units,1170393.4956776516,1148698.602910292,793992.4848453427,1,0.0188864970431705,1.0,0.4740611756616639,1,Germany
2018-06-14 00:00:00.000,Transactions,509036.890296504,487774.0489063952,443342.60530677193,1,,,0.148179498661706,1,France
2018-06-15 00:00:00.000,Total Units,1179779.0032461165,1143542.3584000615,793982.9680585224,1,0.0316880652298301,,0.4858996360223661,1,France
2018-06-11 00:00:00.000,Transactions,502954.7396911227,487335.3155287261,441134.29058952286,1,,4.0,0.1401397497777472,1,Germany
2018-05-31 00:00:00.000,Transactions,487234.0,485730.0,439821.0,1,,,0.1078006734557921,1,France
2018-06-26 00:00:00.000,Transactions,519711.2171390875,489532.9357596432,446894.1971344387,1,,4.0,0.1629401779471826,1,Germany
2018-06-12 00:00:00.000,Active Customers,19773.31216362773,19942.95038390568,16839.526451526708,2,,5.0,0.1742202027204298,1,Germany
2018-06-24 00:00:00.000,Premium Units,28196.59826127921,27885.290109685728,23184.11223313555,1,,2.0,0.2162034921906408,1,Germany
2018-06-28 00:00:00.000,Returns,1592.3519519651811,1627.2249219943867,1551.866475338487,1,0.0219002903134368,,0.0260882474556092,2,France
2018-06-25 00:00:00.000,Total Units,1176245.4631560398,1149272.9522117472,796374.4622998784,1,0.0234691949309211,1.0,0.4770004800996734,1,Germany
2018-06-19 00:00:00.000,Satisfaction,0.4546877744374721,0.4476453000611811,0.4125305785553267,1,,8.0,0.1021916872920765,1,Germany
2018-06-05 00:00:00.000,Gross Revenue,7851248.547983598,7819519.509752438,7157099.942892898,1,,,0.0969874125874126,1,France
2018-05-31 00:00:00.000,Transactions,487234.0,485730.0,439821.0,1,,4.0,0.1078006734557921,1,Germany
2018-06-26 00:00:00.000,Returns,1589.0159228425882,1626.2490262162446,1565.8799166832716,1,0.0234315483176845,,0.0147750832696811,2,Italy
2018-06-08 00:00:00.000,Avg Price,13.425482678981863,16.084228151600485,13.29971959234947,3,,6.0,0.0094560705403696,2,Germany
2018-06-17 00:00:00.000,Active Customers,20888.53572293981,19992.85764217632,16957.63892348402,1,,,0.2318068462946238,1,Italy
2018-06-10 00:00:00.000,Transactions,483789.5085312316,487189.1587810917,438496.2767618668,2,,,0.1032921695569197,1,Italy
2018-06-22 00:00:00.000,Gross Revenue,7770671.566824353,7886251.955072491,7250535.971650218,3,,3.0,0.0717375373638415,1,Germany
2018-06-11 00:00:00.000,Premium Units,27420.06671366204,27347.193899971822,23022.74683980552,2,,,0.1909989239969276,1,Italy
2018-06-07 00:00:00.000,Active Customers,20175.472109926533,19893.16770684662,16772.520767912672,1,,,0.2028884858216428,1,France
2018-06-04 00:00:00.000,Returns,1631.60063397216,1615.5527236286614,1542.6324870378032,2,-0.0098356852831257,7.0,0.057672937450705,1,Germany
2018-06-11 00:00:00.000,Premium Units,27639.75606968814,27347.193899971822,23138.02175623217,1,,,0.1945600345994762,1,France
2018-06-11 00:00:00.000,Avg Price,13.805858374579651,16.108366559009525,13.233314132045257,3,,,0.0432653707772225,2,Italy
2018-06-17 00:00:00.000,Returns,1602.2545014737718,1621.864732915593,1550.3378638147942,1,0.012239148914098,7.0,0.0334873054904498,2,Germany
