Product ID,Product name,Product category code,Product category,Standard price,Variable cost,Gross margin,Gross margin %,Year,"Product ID, Year"
103,"Anthony",5,"Music and entertainment",204,81.6,122.4,0.6,2010,"103, 2010"
103,"Anthony",5,"Music and entertainment",204,81.6,122.4,0.6,2011,"103, 2011"
103,"Anthony",5,"Music and entertainment",249.33333333333334,99.733333333333334,149.60000000000002,0.6,2012,"103, 2012"
103,"Anthony",5,"Music and entertainment",277.03703703703707,99.733333333333334,177.30370370370372,0.64,2013,"103, 2013"
106,"Adria",5,"Music and entertainment",241,168.7,72.300000000000011,0.3,2010,"106, 2010"
106,"Adria",5,"Music and entertainment",241,202.43999999999997,38.560000000000031,0.16,2011,"106, 2011"
106,"Adria",5,"Music and entertainment",267.77777777777777,227.74499999999998,40.032777777777795,0.1495,2012,"106, 2012"
106,"Adria",5,"Music and entertainment",334.72222222222223,227.74499999999998,106.97722222222225,0.3196,2013,"106, 2013"
125,"Ahmed",5,"Music and entertainment",132,66,66,0.5,2010,"125, 2010"
125,"Ahmed",5,"Music and entertainment",132,74.25,57.75,0.4375,2011,"125, 2011"
125,"Ahmed",5,"Music and entertainment",148.5,74.25,74.25,0.5,2012,"125, 2012"
125,"Ahmed",5,"Music and entertainment",148.5,74.25,74.25,0.5,2013,"125, 2013"
148,"Leilani",5,"Music and entertainment",127,76.2,50.8,0.4,2010,"148, 2010"
148,"Leilani",5,"Music and entertainment",139.70000000000002,76.2,63.500000000000014,0.454545454545455,2011,"148, 2011"
148,"Leilani",5,"Music and entertainment",157.16250000000002,76.2,80.96250000000002,0.515151515151515,2012,"148, 2012"
148,"Leilani",5,"Music and entertainment",157.16250000000002,83.820000000000007,73.342500000000015,0.466666666666667,2013,"148, 2013"
158,"TaShya",5,"Music and entertainment",305,91.5,213.5,0.7,2010,"158, 2010"
158,"TaShya",5,"Music and entertainment",360.4545454545455,91.5,268.9545454545455,0.746153846153846,2011,"158, 2011"
158,"TaShya",5,"Music and entertainment",405.51136363636368,102.9375,302.57386363636368,0.746153846153846,2012,"158, 2012"
158,"TaShya",5,"Music and entertainment",405.51136363636368,125.81250000000001,279.69886363636368,0.68974358974359,2013,"158, 2013"
165,"Joseph",5,"Music and entertainment",232,92.8,139.2,0.6,2010,"165, 2010"
165,"Joseph",5,"Music and entertainment",232,92.8,139.2,0.6,2011,"165, 2011"
