ProductKey,CustomerKey,CurrencyKey,PromotionKey,SalesTerritoryKey,Sales Amount,Freight,Order Quantity,Discount Amount,Total Product Cost,Sales order number,Tax Amount,Order Date,Due Date,Ship Date,Unit Price,Product Standard Cost,Extended Amount
477,21440,100,1,4,4.99,0.1248,1,0,1.8663,"SO51199",0.3992,2016-12-29 00:00:00.000,2017-01-10 00:00:00.000,2017-01-05 00:00:00.000,4.99,1.8663,4.99
477,11292,100,1,4,4.99,0.1248,1,0,1.8663,"SO51230",0.3992,2016-12-31 00:00:00.000,2017-01-12 00:00:00.000,2017-01-07 00:00:00.000,4.99,1.8663,4.99
477,18958,100,1,4,4.99,0.1248,1,0,1.8663,"SO51308",0.3992,2016-01-05 00:00:00.000,2016-01-17 00:00:00.000,2016-01-12 00:00:00.000,4.99,1.8663,4.99
477,15553,100,1,4,4.99,0.1248,1,0,1.8663,"SO51309",0.3992,2017-01-05 00:00:00.000,2017-01-17 00:00:00.000,2017-01-12 00:00:00.000,4.99,1.8663,4.99
477,11267,100,1,4,4.99,0.1248,1,0,1.8663,"SO51345",0.3992,2017-01-07 00:00:00.000,2017-01-19 00:00:00.000,2017-01-14 00:00:00.000,4.99,1.8663,4.99
477,19393,100,1,4,4.99,0.1248,1,0,1.8663,"SO51356",0.3992,2017-01-07 00:00:00.000,2017-01-19 00:00:00.000,2017-01-14 00:00:00.000,4.99,1.8663,4.99
477,15557,100,1,4,4.99,0.1248,1,0,1.8663,"SO51363",0.3992,2016-01-08 00:00:00.000,2016-01-20 00:00:00.000,2016-01-15 00:00:00.000,4.99,1.8663,4.99
477,24417,100,1,4,4.99,0.1248,1,0,1.8663,"SO51370",0.3992,2016-01-08 00:00:00.000,2016-01-20 00:00:00.000,2016-01-15 00:00:00.000,4.99,1.8663,4.99
477,21469,100,1,4,4.99,0.1248,1,0,1.8663,"SO51404",0.3992,2017-01-10 00:00:00.000,2017-01-22 00:00:00.000,2017-01-17 00:00:00.000,4.99,1.8663,4.99
477,11281,100,1,4,4.99,0.1248,1,0,1.8663,"SO51417",0.3992,2017-01-11 00:00:00.000,2017-01-23 00:00:00.000,2017-01-18 00:00:00.000,4.99,1.8663,4.99
477,24413,100,1,4,4.99,0.1248,1,0,1.8663,"SO51435",0.3992,2016-01-12 00:00:00.000,2016-01-24 00:00:00.000,2016-01-19 00:00:00.000,4.99,1.8663,4.99
477,21488,100,1,4,4.99,0.1248,1,0,1.8663,"SO51437",0.3992,2017-01-12 00:00:00.000,2017-01-24 00:00:00.000,2017-01-19 00:00:00.000,4.99,1.8663,4.99
477,15555,100,1,4,4.99,0.1248,1,0,1.8663,"SO51487",0.3992,2016-01-16 00:00:00.000,2016-01-28 00:00:00.000,2016-01-23 00:00:00.000,4.99,1.8663,4.99
477,20036,100,1,4,4.99,0.1248,1,0,1.8663,"SO51488",0.3992,2017-01-16 00:00:00.000,2017-01-28 00:00:00.000,2017-01-23 00:00:00.000,4.99,1.8663,4.99
477,24427,100,1,4,4.99,0.1248,1,0,1.8663,"SO51523",0.3992,2016-01-18 00:00:00.000,2016-01-30 00:00:00.000,2016-01-25 00:00:00.000,4.99,1.8663,4.99
477,21470,100,1,4,4.99,0.1248,1,0,1.8663,"SO51524",0.3992,2017-01-18 00:00:00.000,2017-01-30 00:00:00.000,2017-01-25 00:00:00.000,4.99,1.8663,4.99
477,13058,100,1,4,4.99,0.1248,1,0,1.8663,"SO51551",0.3992,2017-01-20 00:00:00.000,2017-02-01 00:00:00.000,2017-01-27 00:00:00.000,4.99,1.8663,4.99
477,25085,100,1,4,4.99,0.1248,1,0,1.8663,"SO51565",0.3992,2016-01-20 00:00:00.000,2016-02-01 00:00:00.000,2016-01-27 00:00:00.000,4.99,1.8663,4.99
477,24414,100,1,4,4.99,0.1248,1,0,1.8663,"SO51566",0.3992,2016-01-20 00:00:00.000,2016-02-01 00:00:00.000,2016-01-27 00:00:00.000,4.99,1.8663,4.99
477,15017,100,1,4,4.99,0.1248,1,0,1.8663,"SO51569",0.3992,2017-01-20 00:00:00.000,2017-02-01 00:00:00.000,2017-01-27 00:00:00.000,4.99,1.8663,4.99
477,19199,100,1,4,4.99,0.1248,1,0,1.8663,"SO51630",0.3992,2016-01-24 00:00:00.000,2016-02-05 00:00:00.000,2016-01-31 00:00:00.000,4.99,1.8663,4.99
477,15548,100,1,4,4.99,0.1248,1,0,1.8663,"SO51675",0.3992,2017-01-27 00:00:00.000,2017-02-08 00:00:00.000,2017-02-03 00:00:00.000,4.99,1.8663,4.99
477,16982,100,1,4,4.99,0.1248,1,0,1.8663,"SO51899",0.3992,2016-01-28 00:00:00.000,2016-02-09 00:00:00.000,2016-02-04 00:00:00.000,4.99,1.8663,4.99
477,14329,100,1,4,4.99,0.1248,1,0,1.8663,"SO51913",0.3992,2017-01-28 00:00:00.000,2017-02-09 00:00:00.000,2017-02-04 00:00:00.000,4.99,1.8663,4.99
477,22330,100,1,4,4.99,0.1248,1,0,1.8663,"SO51918",0.3992,2017-01-28 00:00:00.000,2017-02-09 00:00:00.000,2017-02-04 00:00:00.000,4.99,1.8663,4.99
477,20537,100,1,4,4.99,0.1248,1,0,1.8663,"SO51941",0.3992,2016-01-29 00:00:00.000,2016-02-10 00:00:00.000,2016-02-05 00:00:00.000,4.99,1.8663,4.99
