CurrencyKey,EmployeeKey,ResellerKey,ProductKey,SalesTerritoryKey,PromotionKey,CustomerPONumber,SalesOrderNumber,Sales Amount,Discount Amount,Total Product Cost,Freight,Extended Amount,Order Quantity,Tax Amount,Unit Price,Order Date,Due Date,Ship Date,Product Standard Cost
100,282,259,333,4,1,"PO16762181648","SO46960",939.588,0,973.4132,23.4897,939.588,2,75.167,469.794,2016-06-29 00:00:00.000,2016-07-10 00:00:00.000,2016-07-05 00:00:00.000,486.7066
100,282,258,339,4,1,"PO15196114472","SO46970",939.588,0,973.4132,23.4897,939.588,2,75.167,469.794,2016-06-29 00:00:00.000,2016-07-10 00:00:00.000,2016-07-05 00:00:00.000,486.7066
100,282,258,323,4,1,"PO15196114472","SO46970",939.588,0,973.4132,23.4897,939.588,2,75.167,469.794,2016-06-29 00:00:00.000,2016-07-10 00:00:00.000,2016-07-05 00:00:00.000,486.7066
100,282,258,335,4,1,"PO15196114472","SO46970",939.588,0,973.4132,23.4897,939.588,2,75.167,469.794,2016-06-29 00:00:00.000,2016-07-10 00:00:00.000,2016-07-05 00:00:00.000,486.7066
100,282,78,339,4,1,"PO12499171502","SO46988",939.588,0,973.4132,23.4897,939.588,2,75.167,469.794,2016-06-29 00:00:00.000,2016-07-10 00:00:00.000,2016-07-05 00:00:00.000,486.7066
100,282,78,337,4,1,"PO12499171502","SO46988",939.588,0,973.4132,23.4897,939.588,2,75.167,469.794,2016-06-29 00:00:00.000,2016-07-10 00:00:00.000,2016-07-05 00:00:00.000,486.7066
100,282,97,337,4,1,"PO11745117547","SO46992",939.588,0,973.4132,23.4897,939.588,2,75.167,469.794,2016-06-29 00:00:00.000,2016-07-10 00:00:00.000,2016-07-05 00:00:00.000,486.7066
100,282,97,343,4,1,"PO11745117547","SO46992",939.588,0,973.4132,23.4897,939.588,2,75.167,469.794,2016-06-29 00:00:00.000,2016-07-10 00:00:00.000,2016-07-05 00:00:00.000,486.7066
100,282,529,341,4,1,"PO2320157867","SO47016",939.588,0,973.4132,23.4897,939.588,2,75.167,469.794,2016-06-29 00:00:00.000,2016-07-10 00:00:00.000,2016-07-05 00:00:00.000,486.7066
100,282,529,337,4,1,"PO2320157867","SO47016",939.588,0,973.4132,23.4897,939.588,2,75.167,469.794,2016-06-29 00:00:00.000,2016-07-10 00:00:00.000,2016-07-05 00:00:00.000,486.7066
100,282,403,337,4,1,"PO7656118289","SO47056",939.588,0,973.4132,23.4897,939.588,2,75.167,469.794,2016-06-29 00:00:00.000,2016-07-10 00:00:00.000,2016-07-05 00:00:00.000,486.7066
