Country/Region,total_infections_base,total_deaths_base,date,infections_base,deaths_base,continent
"Czechia",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-11 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-12 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-13 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-14 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-15 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-16 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-17 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-18 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-19 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-20 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-21 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-22 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-23 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-24 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-25 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-26 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-27 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-28 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-29 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-30 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-31 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-01 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-02 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-03 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-04 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-05 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-06 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-07 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-08 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-09 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-10 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-11 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-12 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-13 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-14 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-15 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-16 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-17 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-18 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-19 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-20 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-21 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-22 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-23 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-24 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-25 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-26 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-27 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-28 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-29 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-03-01 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-11 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-12 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-13 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-14 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-15 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-16 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-17 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-18 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-19 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-20 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-21 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-22 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-23 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-24 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-25 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-26 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-27 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-28 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-29 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-30 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-01-31 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-01 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-02 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-03 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-04 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-05 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-06 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-07 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-08 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-09 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-10 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-11 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-12 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-13 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-14 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-15 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-16 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-17 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-18 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-19 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-20 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-21 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-22 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-23 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-24 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-25 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-26 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-27 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-28 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-03-01 00:00:00.000,0,0,"Europe"
"Czechia",0,0,2020-02-29 00:00:00.000,0,0,"Europe"
"Austria",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Belarus",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Belgium",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Croatia",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Denmark",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Estonia",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Finland",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"France",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Germany",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Greece",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Iceland",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Ireland",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Italy",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Lithuania",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Luxembourg",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Monaco",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Netherlands",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"North Macedonia",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Norway",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Romania",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Russia",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"San Marino",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Spain",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Sweden",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Switzerland",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"United Kingdom",0,0,2019-12-31 00:00:00.000,0,0,"Europe"
"Austria",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Belarus",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Belgium",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Croatia",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Denmark",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Estonia",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Finland",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"France",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Germany",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Greece",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Iceland",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Ireland",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Italy",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Lithuania",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Luxembourg",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Monaco",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Netherlands",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"North Macedonia",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Norway",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Romania",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Russia",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"San Marino",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Spain",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Sweden",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Switzerland",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"United Kingdom",0,0,2020-01-01 00:00:00.000,0,0,"Europe"
"Austria",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Belarus",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Belgium",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Croatia",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Denmark",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Estonia",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Finland",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"France",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Germany",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Greece",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Iceland",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Ireland",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Italy",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Lithuania",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Luxembourg",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Monaco",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Netherlands",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"North Macedonia",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Norway",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Romania",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Russia",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"San Marino",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Spain",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Sweden",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Switzerland",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"United Kingdom",0,0,2020-01-02 00:00:00.000,0,0,"Europe"
"Austria",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Belarus",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Belgium",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Croatia",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Denmark",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Estonia",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Finland",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"France",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Germany",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Greece",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Iceland",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Ireland",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Italy",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Lithuania",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Luxembourg",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Monaco",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Netherlands",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"North Macedonia",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Norway",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Romania",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Russia",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"San Marino",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Spain",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Sweden",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Switzerland",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"United Kingdom",0,0,2020-01-03 00:00:00.000,0,0,"Europe"
"Austria",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Belarus",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Belgium",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Croatia",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Denmark",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Estonia",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Finland",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"France",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Germany",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Greece",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Iceland",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Ireland",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Italy",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Lithuania",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Luxembourg",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Monaco",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Netherlands",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"North Macedonia",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Norway",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Romania",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Russia",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"San Marino",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Spain",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Sweden",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Switzerland",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"United Kingdom",0,0,2020-01-04 00:00:00.000,0,0,"Europe"
"Austria",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Belarus",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Belgium",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Croatia",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Denmark",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Estonia",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Finland",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"France",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Germany",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Greece",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Iceland",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Ireland",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Italy",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Lithuania",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Luxembourg",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Monaco",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Netherlands",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"North Macedonia",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Norway",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Romania",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Russia",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"San Marino",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Spain",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Sweden",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Switzerland",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"United Kingdom",0,0,2020-01-05 00:00:00.000,0,0,"Europe"
"Austria",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Belarus",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Belgium",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Croatia",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Denmark",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Estonia",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Finland",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"France",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Germany",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Greece",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Iceland",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Ireland",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
