url,Matches Played,Player 1 Flag URL,Player 1 Flag URL_alt,Player 1 Seed,Player 1 Name,Player 1 Name_link,Player 2 Flag URL,Player 2 Flag URL_alt,Player 2 Seed,Player 2 Name,Player 2 Name_link,Arrow image,Arrow image_alt,Set 1 Player 1 Score,Set 1 Player 2 Score,Set 2 Player 1 Score,Set 2 Player 2 Score,Set 3 Player 1 Score,Matchcourt value,Set 3 Player 2 Score,Set 4 Player 1 Score,Set 4 Player 2 Score,Set 5 Player 1 Score,Set 5 Player 2 Score,SetsPlayed
"http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1","","","",,"","","http://a.espncdn.com/i/flags/20x13/sui.gif","Switzerland",-3,"Roger Federer","http://espn.go.com/tennis/player/_/id/425/roger-federer","","",,,,,,"",,,,,,0
"http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1","Final","http://a.espncdn.com/i/flags/20x13/sui.gif","Switzerland",-3,"Roger Federer","http://espn.go.com/tennis/player/_/id/425/roger-federer","http://a.espncdn.com/i/flags/20x13/cro.gif","Croatia",-9,"Marin Cilic","http://espn.go.com/tennis/player/_/id/464/marin-cilic","","",64,77,4,6,6,"",3,7,69,6,3,5
"http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1","Final","http://a.espncdn.com/i/flags/20x13/fra.gif","France",-12,"Jo-Wilfried Tsonga","http://espn.go.com/tennis/player/_/id/435/jo-wilfried-tsonga","http://a.espncdn.com/i/flags/20x13/gbr.gif","Great Britain",-2,"Andy Murray","http://espn.go.com/tennis/player/_/id/235/andy-murray","","",610,712,1,6,6,"",3,6,4,1,6,5
"http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1","Final","http://a.espncdn.com/i/flags/20x13/usa.gif","USA",-28,"Sam Querrey","http://espn.go.com/tennis/player/_/id/428/sam-querrey","http://a.espncdn.com/i/flags/20x13/can.gif","Canada",-6,"Milos Raonic","http://espn.go.com/tennis/player/_/id/1333/milos-raonic","http://a1.espncdn.com/prod/assets/scoreboard_arrow.gif","",4,6,5,7,7,"Court 1 - 1st Match",5,4,6,,,4
"http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1","Final","http://a.espncdn.com/i/flags/20x13/cze.gif","Czech Republic",-10,"Tomas Berdych","http://espn.go.com/tennis/player/_/id/363/tomas-berdych","http://a.espncdn.com/i/flags/20x13/fra.gif","France",-32,"Lucas Pouille","http://espn.go.com/tennis/player/_/id/2322/lucas-pouille","http://a1.espncdn.com/prod/assets/scoreboard_arrow.gif","",77,64,6,3,6,"Court 1 - 2nd Match",2,,,,,3
"http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1","Final","http://a.espncdn.com/i/flags/20x13/sui.gif","Switzerland",-3,"Roger Federer","http://espn.go.com/tennis/player/_/id/425/roger-federer","http://a.espncdn.com/i/flags/20x13/usa.gif","USA",,"Steve Johnson","http://espn.go.com/tennis/player/_/id/1893/steve-johnson","","",6,2,6,3,7,"",5,,,,,3
"http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1","Retired","http://a.espncdn.com/i/flags/20x13/cro.gif","Croatia",-9,"Marin Cilic","http://espn.go.com/tennis/player/_/id/464/marin-cilic","http://a.espncdn.com/i/flags/20x13/jpn.gif","Japan",-5,"Kei Nishikori","http://espn.go.com/tennis/player/_/id/1035/kei-nishikori","","",6,1,5,1,,"",,,,,,2
"http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1","Final","http://a.espncdn.com/i/flags/20x13/bel.gif","Belgium",-11,"David Goffin","http://espn.go.com/tennis/player/_/id/1360/david-goffin","http://a.espncdn.com/i/flags/20x13/can.gif","Canada",-6,"Milos Raonic","http://espn.go.com/tennis/player/_/id/1333/milos-raonic","","",6,4,6,3,4,"",6,4,6,4,6,5
"http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1","Final","http://a.espncdn.com/i/flags/20x13/aus.gif","Australia",-15,"Nick Kyrgios","http://espn.go.com/tennis/player/_/id/1984/nick-kyrgios","http://a.espncdn.com/i/flags/20x13/gbr.gif","Great Britain",-2,"Andy Murray","http://espn.go.com/tennis/player/_/id/235/andy-murray","","",5,7,1,6,4,"",6,,,,,3
"http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1","Final","http://a.espncdn.com/i/flags/20x13/usa.gif","USA",-28,"Sam Querrey","http://espn.go.com/tennis/player/_/id/428/sam-querrey","http://a.espncdn.com/i/flags/20x13/fra.gif","France",,"Nicolas Mahut","http://espn.go.com/tennis/player/_/id/222/nicolas-mahut","","",6,4,77,6,6,"",4,,,,,3
"http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1","Final","http://a.espncdn.com/i/flags/20x13/aus.gif","Australia",-19,"Bernard Tomic","http://espn.go.com/tennis/player/_/id/1317/bernard-tomic","http://a.espncdn.com/i/flags/20x13/fra.gif","France",-32,"Lucas Pouille","http://espn.go.com/tennis/player/_/id/2322/lucas-pouille","","",4,6,6,4,6,"",3,4,6,8,10,5
"http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1","Retired","http://a.espncdn.com/i/flags/20x13/fra.gif","France",-7,"Richard Gasquet","http://espn.go.com/tennis/player/_/id/310/richard-gasquet","http://a.espncdn.com/i/flags/20x13/fra.gif","France",-12,"Jo-Wilfried Tsonga","http://espn.go.com/tennis/player/_/id/435/jo-wilfried-tsonga","","",2,4,,,,"",,,,,,1
"http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1","Final","http://a.espncdn.com/i/flags/20x13/cze.gif","Czech Republic",,"Jiri Vesely","http://espn.go.com/tennis/player/_/id/1796/jiri-vesely","http://a.espncdn.com/i/flags/20x13/cze.gif","Czech Republic",-10,"Tomas Berdych","http://espn.go.com/tennis/player/_/id/363/tomas-berdych","","",6,4,3,6,6,"",7,7,69,3,6,5
