season,match_key,match_date,team,innings,overs_played,runs_made,allocated_overs,rr,Ground,Is_Winner
"2011","20110410PW",2011-04-10 00:00:00.000,"Kings XI Punjab",1,19.6,112,20,5.6,"Mumbai",1
"2011","20110410PW",2011-04-10 00:00:00.000,"Kings XI Punjab",1,19.6,112,20,5.6,"Mumbai",0
"2011","20110415KTK",2011-04-15 00:00:00.000,"Mumbai Indians",1,19.6,182,20,9.1,"Mumbai",0
"2011","20110415KTK",2011-04-15 00:00:00.000,"Mumbai Indians",1,19.6,182,20,9.1,"Mumbai",1
"2011","20110427CSK",2011-04-27 00:00:00.000,"Pune Warriors",1,19.6,141,20,7.05,"Mumbai",0
"2011","20110427CSK",2011-04-27 00:00:00.000,"Pune Warriors",1,19.6,141,20,7.05,"Mumbai",1
"2011","20110502MI",2011-05-02 00:00:00.000,"Mumbai Indians",1,19.6,159,20,7.95,"Mumbai",1
"2011","20110502MI",2011-05-02 00:00:00.000,"Mumbai Indians",1,19.6,159,20,7.95,"Mumbai",0
"2011","20110504MI",2011-05-04 00:00:00.000,"Mumbai Indians",1,19.6,160,20,8,"Mumbai",0
"2011","20110504MI",2011-05-04 00:00:00.000,"Mumbai Indians",1,19.6,160,20,8,"Mumbai",1
"2011","20110507MI",2011-05-07 00:00:00.000,"Mumbai Indians",1,19.6,178,20,8.9,"Mumbai",1
"2011","20110507MI",2011-05-07 00:00:00.000,"Mumbai Indians",1,19.6,178,20,8.9,"Mumbai",0
"2011","20110514DC",2011-05-14 00:00:00.000,"Deccan Chargers",1,19.6,135,20,6.75,"Mumbai",0
"2011","20110514DC",2011-05-14 00:00:00.000,"Deccan Chargers",1,19.6,135,20,6.75,"Mumbai",1
"2011","20110516DC",2011-05-16 00:00:00.000,"Pune Warriors",1,19.6,136,20,6.8,"Mumbai",0
"2011","20110516DC",2011-05-16 00:00:00.000,"Pune Warriors",1,19.6,136,20,6.8,"Mumbai",1
"2011","20110520RR",2011-05-20 00:00:00.000,"Mumbai Indians",1,19.6,133,20,6.65,"Mumbai",0
"2011","20110520RR",2011-05-20 00:00:00.000,"Mumbai Indians",1,19.6,133,20,6.65,"Mumbai",1
"2011","20110524CSK",2011-05-24 00:00:00.000,"Royal Challengers Bangalore",1,19.6,175,20,8.75,"Mumbai",0
"2011","20110524CSK",2011-05-24 00:00:00.000,"Royal Challengers Bangalore",1,19.6,175,20,8.75,"Mumbai",1
"2011","20110525MI",2011-05-25 00:00:00.000,"Kolkata Knight Riders",1,19.6,147,20,7.35,"Mumbai",0
"2011","20110525MI",2011-05-25 00:00:00.000,"Kolkata Knight Riders",1,19.6,147,20,7.35,"Mumbai",1
"2012","20120406PW",2012-04-06 00:00:00.000,"Pune Warriors",1,19.6,129,20,6.45,"Mumbai",0
"2012","20120406PW",2012-04-06 00:00:00.000,"Pune Warriors",1,19.6,129,20,6.45,"Mumbai",1
"2012","20120411MI",2012-04-11 00:00:00.000,"Mumbai Indians",1,19.6,197,20,9.85,"Mumbai",1
"2012","20120411MI",2012-04-11 00:00:00.000,"Mumbai Indians",1,19.6,197,20,9.85,"Mumbai",0
"2012","20120506MI",2012-05-06 00:00:00.000,"Chennai Super Kings",1,19.6,173,20,8.65,"Mumbai",1
"2012","20120506MI",2012-05-06 00:00:00.000,"Chennai Super Kings",1,19.6,173,20,8.65,"Mumbai",0
"2012","20120509RCB",2012-05-09 00:00:00.000,"Mumbai Indians",1,19.6,141,20,7.05,"Mumbai",0
"2012","20120509RCB",2012-05-09 00:00:00.000,"Mumbai Indians",1,19.6,141,20,7.05,"Mumbai",1
"2012","20120516KKR",2012-05-16 00:00:00.000,"Kolkata Knight Riders",1,19.6,140,20,7,"Mumbai",0
"2012","20120516KKR",2012-05-16 00:00:00.000,"Kolkata Knight Riders",1,19.6,140,20,7,"Mumbai",1
"2013","20130409MI",2013-04-09 00:00:00.000,"Mumbai Indians",1,19.6,209,20,10.45,"Mumbai",1
"2013","20130409MI",2013-04-09 00:00:00.000,"Mumbai Indians",1,19.6,209,20,10.45,"Mumbai",0
"2013","20130413MI",2013-04-13 00:00:00.000,"Mumbai Indians",1,19.6,183,20,9.15,"Mumbai",1
"2013","20130413MI",2013-04-13 00:00:00.000,"Mumbai Indians",1,19.6,183,20,9.15,"Mumbai",0
"2013","20130427MI",2013-04-27 00:00:00.000,"Mumbai Indians",1,19.6,194,20,9.7,"Mumbai",1
"2013","20130427MI",2013-04-27 00:00:00.000,"Mumbai Indians",1,19.6,194,20,9.7,"Mumbai",0
"2013","20130505MI",2013-05-05 00:00:00.000,"Mumbai Indians",1,19.6,139,20,6.95,"Mumbai",1
"2013","20130505MI",2013-05-05 00:00:00.000,"Mumbai Indians",1,19.6,139,20,6.95,"Mumbai",0
"2013","20130513MI",2013-05-13 00:00:00.000,"Sunrisers Hyderabad",1,19.6,178,20,8.9,"Mumbai",1
"2013","20130513MI",2013-05-13 00:00:00.000,"Sunrisers Hyderabad",1,19.6,178,20,8.9,"Mumbai",0
"2013","20130515MI",2013-05-15 00:00:00.000,"Mumbai Indians",1,19.6,166,20,8.3,"Mumbai",1
"2013","20130515MI",2013-05-15 00:00:00.000,"Mumbai Indians",1,19.6,166,20,8.3,"Mumbai",0
"2014","20140503MI",2014-05-03 00:00:00.000,"Kings XI Punjab",1,19.6,168,20,8.4,"Mumbai",1
"2014","20140503MI",2014-05-03 00:00:00.000,"Kings XI Punjab",1,19.6,168,20,8.4,"Mumbai",0
"2014","20140530KXP",2014-05-30 00:00:00.000,"Kings XI Punjab",1,19.6,226,20,11.3,"Mumbai",0
"2014","20140530KXP",2014-05-30 00:00:00.000,"Kings XI Punjab",1,19.6,226,20,11.3,"Mumbai",1
"2015","20150417CSK",2015-04-17 00:00:00.000,"Mumbai Indians",1,19.6,183,20,9.15,"Mumbai",0
"2015","20150417CSK",2015-04-17 00:00:00.000,"Mumbai Indians",1,19.6,183,20,9.15,"Mumbai",1
"2015","20150501MI",2015-05-01 00:00:00.000,"Mumbai Indians",1,19.6,187,20,9.35,"Mumbai",1
"2015","20150501MI",2015-05-01 00:00:00.000,"Mumbai Indians",1,19.6,187,20,9.35,"Mumbai",0
"2015","20150505MI",2015-05-05 00:00:00.000,"Delhi Daredevils",1,19.6,152,20,7.6,"Mumbai",1
"2015","20150505MI",2015-05-05 00:00:00.000,"Delhi Daredevils",1,19.6,152,20,7.6,"Mumbai",0
"2015","20150510RCB",2015-05-10 00:00:00.000,"Royal Challengers Bangalore",1,19.6,235,20,11.75,"Mumbai",0
"2015","20150510RCB",2015-05-10 00:00:00.000,"Royal Challengers Bangalore",1,19.6,235,20,11.75,"Mumbai",1
"2016","20160409RPS",2016-04-09 00:00:00.000,"Mumbai Indians",1,19.6,121,20,6.05,"Mumbai",0
"2016","20160409RPS",2016-04-09 00:00:00.000,"Mumbai Indians",1,19.6,121,20,6.05,"Mumbai",1
"2016","20160416GL",2016-04-16 00:00:00.000,"Mumbai Indians",1,19.6,143,20,7.15,"Mumbai",0
"2016","20160416GL",2016-04-16 00:00:00.000,"Mumbai Indians",1,19.6,143,20,7.15,"Mumbai",1
"2016","20160420MI",2016-04-20 00:00:00.000,"Royal Challengers Bangalore",1,19.6,170,20,8.5,"Mumbai",1
"2016","20160420MI",2016-04-20 00:00:00.000,"Royal Challengers Bangalore",1,19.6,170,20,8.5,"Mumbai",0
"2016","20160428MI",2016-04-28 00:00:00.000,"Kolkata Knight Riders",1,19.6,174,20,8.7,"Mumbai",1
"2016","20160428MI",2016-04-28 00:00:00.000,"Kolkata Knight Riders",1,19.6,174,20,8.7,"Mumbai",0
"2017","20170412MI",2017-04-12 00:00:00.000,"Sunrisers Hyderabad",1,19.6,158,20,7.9,"Mumbai",1
"2017","20170412MI",2017-04-12 00:00:00.000,"Sunrisers Hyderabad",1,19.6,158,20,7.9,"Mumbai",0
"2017","20170416MI",2017-04-16 00:00:00.000,"Gujarat Lions",1,19.6,176,20,8.8,"Mumbai",1
"2017","20170416MI",2017-04-16 00:00:00.000,"Gujarat Lions",1,19.6,176,20,8.8,"Mumbai",0
"2017","20170422MI",2017-04-22 00:00:00.000,"Mumbai Indians",1,19.6,142,20,7.1,"Mumbai",1
"2017","20170422MI",2017-04-22 00:00:00.000,"Mumbai Indians",1,19.6,142,20,7.1,"Mumbai",0
"2017","20170424RPS",2017-04-24 00:00:00.000,"Rising Pune Supergiant",1,19.6,160,20,8,"Mumbai",0
"2017","20170424RPS",2017-04-24 00:00:00.000,"Rising Pune Supergiant",1,19.6,160,20,8,"Mumbai",1
"2017","20170501MI",2017-05-01 00:00:00.000,"Royal Challengers Bangalore",1,19.6,162,20,8.1,"Mumbai",1
"2017","20170501MI",2017-05-01 00:00:00.000,"Royal Challengers Bangalore",1,19.6,162,20,8.1,"Mumbai",0
"2017","20170516RPS",2017-05-16 00:00:00.000,"Rising Pune Supergiant",1,19.6,162,20,8.1,"Mumbai",0
"2017","20170516RPS",2017-05-16 00:00:00.000,"Rising Pune Supergiant",1,19.6,162,20,8.1,"Mumbai",1
"2010","20100312KKR",2010-03-12 00:00:00.000,"Kolkata Knight Riders",1,19.6,161,20,8.05,"Mumbai",0
"2010","20100312KKR",2010-03-12 00:00:00.000,"Kolkata Knight Riders",1,19.6,161,20,8.05,"Mumbai",1
"2010","20100313MI",2010-03-13 00:00:00.000,"Mumbai Indians",1,19.6,212,20,10.6,"Mumbai",1
"2010","20100313MI",2010-03-13 00:00:00.000,"Mumbai Indians",1,19.6,212,20,10.6,"Mumbai",0
"2010","20100322MI",2010-03-22 00:00:00.000,"Kolkata Knight Riders",1,19.6,155,20,7.75,"Mumbai",1
"2010","20100322MI",2010-03-22 00:00:00.000,"Kolkata Knight Riders",1,19.6,155,20,7.75,"Mumbai",0
"2010","20100403MI",2010-04-03 00:00:00.000,"Mumbai Indians",1,19.6,178,20,8.9,"Mumbai",1
"2010","20100403MI",2010-04-03 00:00:00.000,"Mumbai Indians",1,19.6,178,20,8.9,"Mumbai",0
"2010","20100413MI",2010-04-13 00:00:00.000,"Mumbai Indians",1,19.6,183,20,9.15,"Mumbai",1
"2010","20100413MI",2010-04-13 00:00:00.000,"Mumbai Indians",1,19.6,183,20,9.15,"Mumbai",0
"2010","20100422CSK",2010-04-22 00:00:00.000,"Chennai Super Kings",1,19.6,142,20,7.1,"Mumbai",1
"2010","20100422CSK",2010-04-22 00:00:00.000,"Chennai Super Kings",1,19.6,142,20,7.1,"Mumbai",0
"2008","20080420RCB",2008-04-20 00:00:00.000,"Mumbai Indians",1,19.6,165,20,8.25,"Mumbai",0
"2008","20080420RCB",2008-04-20 00:00:00.000,"Mumbai Indians",1,19.6,165,20,8.25,"Mumbai",1
"2008","20080427DC",2008-04-27 00:00:00.000,"Mumbai Indians",1,19.6,154,20,7.7,"Mumbai",0
"2008","20080427DC",2008-04-27 00:00:00.000,"Mumbai Indians",1,19.6,154,20,7.7,"Mumbai",1
"2008","20080504MI",2008-05-04 00:00:00.000,"Mumbai Indians",1,19.6,162,20,8.1,"Mumbai",1
"2008","20080504MI",2008-05-04 00:00:00.000,"Mumbai Indians",1,19.6,162,20,8.1,"Mumbai",0
"2008","20080530RR",2008-05-30 00:00:00.000,"Rajasthan Royals",1,19.6,192,20,9.6,"Mumbai",0
"2008","20080530RR",2008-05-30 00:00:00.000,"Rajasthan Royals",1,19.6,192,20,9.6,"Mumbai",1
"2008","20080531CSK",2008-05-31 00:00:00.000,"Kings XI Punjab",1,19.6,112,20,5.6,"Mumbai",0
"2008","20080531CSK",2008-05-31 00:00:00.000,"Kings XI Punjab",1,19.6,112,20,5.6,"Mumbai",1
"2008","20080601RR",2008-06-01 00:00:00.000,"Chennai Super Kings",1,19.6,163,20,8.15,"Mumbai",0
"2008","20080601RR",2008-06-01 00:00:00.000,"Chennai Super Kings",1,19.6,163,20,8.15,"Mumbai",1
"2011","20110411KKR",2011-04-11 00:00:00.000,"Kolkata Knight Riders",1,19.6,163,20,8.15,"Kolkata",1
"2011","20110411KKR",2011-04-11 00:00:00.000,"Kolkata Knight Riders",1,19.6,163,20,8.15,"Kolkata",0
"2011","20110420KTK",2011-04-20 00:00:00.000,"Kochi Tuskers Kerala",1,19.6,132,20,6.6,"Kolkata",0
"2011","20110420KTK",2011-04-20 00:00:00.000,"Kochi Tuskers Kerala",1,19.6,132,20,6.6,"Kolkata",1
"2011","20110430KKR",2011-04-30 00:00:00.000,"Kings XI Punjab",1,19.6,119,20,5.95,"Kolkata",1
"2011","20110430KKR",2011-04-30 00:00:00.000,"Kings XI Punjab",1,19.6,119,20,5.95,"Kolkata",0
"2011","20110507KKR",2011-05-07 00:00:00.000,"Chennai Super Kings",1,19.6,114,20,5.7,"Kolkata",1
"2011","20110507KKR",2011-05-07 00:00:00.000,"Chennai Super Kings",1,19.6,114,20,5.7,"Kolkata",0
"2011","20110522MI",2011-05-22 00:00:00.000,"Kolkata Knight Riders",1,19.6,175,20,8.75,"Kolkata",0
"2011","20110522MI",2011-05-22 00:00:00.000,"Kolkata Knight Riders",1,19.6,175,20,8.75,"Kolkata",1
"2012","20120415KXP",2012-04-15 00:00:00.000,"Kings XI Punjab",1,19.6,134,20,6.7,"Kolkata",0
"2012","20120415KXP",2012-04-15 00:00:00.000,"Kings XI Punjab",1,19.6,134,20,6.7,"Kolkata",1
"2012","20120428KKR",2012-04-28 00:00:00.000,"Kolkata Knight Riders",1,19.6,190,20,9.5,"Kolkata",1
"2012","20120428KKR",2012-04-28 00:00:00.000,"Kolkata Knight Riders",1,19.6,190,20,9.5,"Kolkata",0
"2012","20120505KKR",2012-05-05 00:00:00.000,"Kolkata Knight Riders",1,19.6,150,20,7.5,"Kolkata",1
"2012","20120505KKR",2012-05-05 00:00:00.000,"Kolkata Knight Riders",1,19.6,150,20,7.5,"Kolkata",0
"2012","20120512MI",2012-05-12 00:00:00.000,"Mumbai Indians",1,19.6,182,20,9.1,"Kolkata",0
"2012","20120512MI",2012-05-12 00:00:00.000,"Mumbai Indians",1,19.6,182,20,9.1,"Kolkata",1
"2012","20120514CSK",2012-05-14 00:00:00.000,"Kolkata Knight Riders",1,19.6,158,20,7.9,"Kolkata",0
"2012","20120514CSK",2012-05-14 00:00:00.000,"Kolkata Knight Riders",1,19.6,158,20,7.9,"Kolkata",1
"2013","20130403KKR",2013-04-03 00:00:00.000,"Delhi Daredevils",1,19.6,128,20,6.4,"Kolkata",1
"2013","20130403KKR",2013-04-03 00:00:00.000,"Delhi Daredevils",1,19.6,128,20,6.4,"Kolkata",0
"2013","20130414KKR",2013-04-14 00:00:00.000,"Kolkata Knight Riders",1,19.6,180,20,9,"Kolkata",1
"2013","20130414KKR",2013-04-14 00:00:00.000,"Kolkata Knight Riders",1,19.6,180,20,9,"Kolkata",0
"2013","20130420CSK",2013-04-20 00:00:00.000,"Kolkata Knight Riders",1,19.6,119,20,5.95,"Kolkata",0
"2013","20130420CSK",2013-04-20 00:00:00.000,"Kolkata Knight Riders",1,19.6,119,20,5.95,"Kolkata",1
"2013","20130424MI",2013-04-24 00:00:00.000,"Kolkata Knight Riders",1,19.6,159,20,7.95,"Kolkata",0
"2013","20130424MI",2013-04-24 00:00:00.000,"Kolkata Knight Riders",1,19.6,159,20,7.95,"Kolkata",1
"2013","20130426KKR",2013-04-26 00:00:00.000,"Kings XI Punjab",1,19.6,149,20,7.45,"Kolkata",1
"2013","20130426KKR",2013-04-26 00:00:00.000,"Kings XI Punjab",1,19.6,149,20,7.45,"Kolkata",0
"2013","20130526MI",2013-05-26 00:00:00.000,"Mumbai Indians",1,19.6,148,20,7.4,"Kolkata",0
"2013","20130526MI",2013-05-26 00:00:00.000,"Mumbai Indians",1,19.6,148,20,7.4,"Kolkata",1
"2014","20140522KKR",2014-05-22 00:00:00.000,"Kolkata Knight Riders",1,19.6,195,20,9.75,"Kolkata",1
"2014","20140522KKR",2014-05-22 00:00:00.000,"Kolkata Knight Riders",1,19.6,195,20,9.75,"Kolkata",0
"2015","20150408KKR",2015-04-08 00:00:00.000,"Mumbai Indians",1,19.6,168,20,8.4,"Kolkata",1
"2015","20150408KKR",2015-04-08 00:00:00.000,"Mumbai Indians",1,19.6,168,20,8.4,"Kolkata",0
"2015","20150430KKR",2015-04-30 00:00:00.000,"Chennai Super Kings",1,19.6,165,20,8.25,"Kolkata",1
