TeamID,cr2fa_totalpoints,cr2fa_totalpoints_date,cr2fa_totalpoints_state,TeamName,TeamLeader,statecode_display
"0c0b1d99-5d88-ea11-a811-000d3a37ef1b",111,2020-06-27 06:02:29.000,1,"#PPPQuiz Meister","2437647d-5d88-ea11-a811-000d3a37ef1b","Active"
"e671b550-80a0-ea11-a812-000d3a37ef1b",0,2020-06-27 06:02:29.000,1,"The Quizzards of Oz","","Active"
"7ef14759-80a0-ea11-a812-000d3a37ef1b",0,2020-06-27 06:02:29.000,1,"The Spanish In-quiz-ition","","Active"
"5183c4b4-9899-ea11-a812-000d3a59f4b3",50,2020-06-27 06:02:29.000,1,"YellowFellows","","Active"
"5383c4b4-9899-ea11-a812-000d3a59f4b3",97,2020-06-27 06:02:29.000,1,"The Wise Wildlings","","Active"
"5583c4b4-9899-ea11-a812-000d3a59f4b3",6,2020-06-27 06:02:29.000,1,"The Wicked Dingos","","Active"
"5783c4b4-9899-ea11-a812-000d3a59f4b3",58,2020-06-27 06:02:29.000,1,"The True Raptors","","Active"
"5983c4b4-9899-ea11-a812-000d3a59f4b3",0,2020-06-27 06:02:29.000,1,"The True Lobsters","","Active"
"5b83c4b4-9899-ea11-a812-000d3a59f4b3",92,2020-06-27 06:02:29.000,1,"The Thunder Wildlings","","Active"
"5d83c4b4-9899-ea11-a812-000d3a59f4b3",0,2020-06-27 06:02:29.000,1,"The Spectacular Panthers","","Active"
"5f83c4b4-9899-ea11-a812-000d3a59f4b3",116,2020-06-27 06:02:29.000,1,"The Quick Cannons","","Active"
"6183c4b4-9899-ea11-a812-000d3a59f4b3",145,2020-06-27 06:02:29.000,1,"The Powerful Devils","","Active"
"6383c4b4-9899-ea11-a812-000d3a59f4b3",117,2020-06-27 06:02:29.000,1,"The Mystery Anacondas","","Active"
"6583c4b4-9899-ea11-a812-000d3a59f4b3",58,2020-06-27 06:02:29.000,1,"The Mystery Alligators","","Active"
"6783c4b4-9899-ea11-a812-000d3a59f4b3",26,2020-06-27 06:02:29.000,1,"The Hot Predators","","Active"
"6983c4b4-9899-ea11-a812-000d3a59f4b3",0,2020-06-27 06:02:29.000,1,"The Hot Pandas","","Active"
"6b83c4b4-9899-ea11-a812-000d3a59f4b3",109,2020-06-27 06:02:29.000,1,"The Hot Gibbons","","Active"
"6d83c4b4-9899-ea11-a812-000d3a59f4b3",0,2020-06-27 06:02:29.000,1,"The Grizzly Lemurs","","Active"
"6f83c4b4-9899-ea11-a812-000d3a59f4b3",25,2020-06-27 06:02:29.000,1,"The Fiery Sailors","","Active"
"7183c4b4-9899-ea11-a812-000d3a59f4b3",0,2020-06-27 06:02:29.000,1,"The Creative Wildlings","","Active"
"7383c4b4-9899-ea11-a812-000d3a59f4b3",0,2020-06-27 06:02:29.000,1,"The Careless Titans","","Active"
"7583c4b4-9899-ea11-a812-000d3a59f4b3",98,2020-06-27 06:02:29.000,1,"Team with intimidating name","","Active"
"7783c4b4-9899-ea11-a812-000d3a59f4b3",318,2020-06-27 06:02:29.000,1,"PowerPuffBoys","","Active"
"7983c4b4-9899-ea11-a812-000d3a59f4b3",72,2020-06-27 06:02:29.000,1,"Power Wizards","","Active"
"7b83c4b4-9899-ea11-a812-000d3a59f4b3",186,2020-06-27 06:02:29.000,1,"Power nApp","","Active"
"7d83c4b4-9899-ea11-a812-000d3a59f4b3",233,2020-06-27 06:02:29.000,1,"Ignite","","Active"
"7f83c4b4-9899-ea11-a812-000d3a59f4b3",77,2020-06-27 06:02:29.000,1,"Empired Strikes Back","","Active"
