%player_id,%opponent_team_id,points,is_home,kickoff_time,team_h_score,team_a_score,minutes_played,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,player_price,transfers_balance,selected,transfers_in,transfers_out,%team_id,%team_code,%fixture_id,%fixture_code,event_name,difficulty,%event_id,goal involvement,played_game
10,16,,True,2022-03-05 15:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,2,,271,2210541,"Gameweek 28",2,28,,0
28,16,,True,2022-03-05 15:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,2,,271,2210541,"Gameweek 28",2,28,,0
29,16,,True,2022-03-05 15:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,2,,271,2210541,"Gameweek 28",2,28,,0
30,16,,True,2022-03-05 15:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,2,,271,2210541,"Gameweek 28",2,28,,0
31,16,,True,2022-03-05 15:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,2,,271,2210541,"Gameweek 28",2,28,,0
32,16,,True,2022-03-05 15:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,2,,271,2210541,"Gameweek 28",2,28,,0
34,16,,True,2022-03-05 15:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,2,,271,2210541,"Gameweek 28",2,28,,0
35,16,,True,2022-03-05 15:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,2,,271,2210541,"Gameweek 28",2,28,,0
36,16,,True,2022-03-05 15:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,2,,271,2210541,"Gameweek 28",2,28,,0
37,16,,True,2022-03-05 15:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,2,,271,2210541,"Gameweek 28",2,28,,0
38,16,,True,2022-03-05 15:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,2,,271,2210541,"Gameweek 28",2,28,,0
40,16,,True,2022-03-05 15:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,2,,271,2210541,"Gameweek 28",2,28,,0
41,16,,True,2022-03-05 15:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,2,,271,2210541,"Gameweek 28",2,28,,0
