Date,ProductId,Sale Amount
2015-12-25 00:00:00.000,4,42548.8
2020-03-18 00:00:00.000,12,168731.5
2016-09-29 00:00:00.000,7,40552.2
2018-04-23 00:00:00.000,10,106137.6
2020-06-18 00:00:00.000,8,235741.8
2020-03-03 00:00:00.000,10,237106.0
2017-10-30 00:00:00.000,1,65704.0
2015-07-30 00:00:00.000,10,60236.00000000001
2017-06-18 00:00:00.000,5,101197.5
2019-01-14 00:00:00.000,10,105515.0
2020-05-26 00:00:00.000,2,190518.2
2015-03-16 00:00:00.000,2,46728.0
2019-06-10 00:00:00.000,9,223503.4
2015-10-17 00:00:00.000,14,58879.0
2014-08-20 00:00:00.000,5,20266.2
2018-08-05 00:00:00.000,7,99603.2
2016-12-24 00:00:00.000,7,73612.0
2016-05-23 00:00:00.000,4,89645.59999999999
2019-12-09 00:00:00.000,1,228552.0
2017-04-12 00:00:00.000,1,47201.7
2016-07-09 00:00:00.000,5,74993.8
2017-01-18 00:00:00.000,15,76319.40000000001
2019-04-19 00:00:00.000,14,137313.0
2018-05-25 00:00:00.000,14,170403.80000000002
2019-08-27 00:00:00.000,15,215947.0
2016-12-11 00:00:00.000,7,110989.8
2014-10-16 00:00:00.000,15,25352.9
2019-02-19 00:00:00.000,9,120008.2
2018-02-25 00:00:00.000,7,99678.6
2014-07-13 00:00:00.000,13,16296.4
2016-08-05 00:00:00.000,8,90604.8
2018-10-23 00:00:00.000,10,105946.2
2020-06-18 00:00:00.000,12,141831.0
2015-11-03 00:00:00.000,8,23908.8
2014-05-15 00:00:00.000,9,28066.5
2015-06-04 00:00:00.000,2,52768.0
2016-04-25 00:00:00.000,3,51514.0
2020-06-03 00:00:00.000,9,179515.80000000002
2019-07-15 00:00:00.000,10,160397.19999999998
2019-06-01 00:00:00.000,9,208281.6
2020-08-12 00:00:00.000,2,273232.8
2018-09-03 00:00:00.000,3,127214.1
2019-07-02 00:00:00.000,4,202774.1
2014-08-30 00:00:00.000,1,38524.4
2014-12-11 00:00:00.000,1,14453.999999999998
2016-09-25 00:00:00.000,12,65611.59999999999
2018-04-16 00:00:00.000,5,167129.0
2015-12-27 00:00:00.000,8,48344.8
2017-06-06 00:00:00.000,5,65898.7
2017-11-14 00:00:00.000,9,102503.8
2017-01-24 00:00:00.000,3,70418.0
2019-07-14 00:00:00.000,15,156926.7
2014-07-24 00:00:00.000,12,23598.5
2016-04-26 00:00:00.000,5,61145.4
2019-10-19 00:00:00.000,1,226973.8
2018-06-14 00:00:00.000,11,119263.2
2015-04-09 00:00:00.000,11,29767.2
2017-03-07 00:00:00.000,4,99316.8
2014-10-19 00:00:00.000,2,22161.6
2014-09-09 00:00:00.000,1,20043.1
2015-01-19 00:00:00.000,10,39079.6
2016-03-17 00:00:00.000,7,43453.8
2015-04-06 00:00:00.000,10,31905.4
2015-06-02 00:00:00.000,2,37308.6
2017-04-30 00:00:00.000,8,96058.40000000001
2014-06-28 00:00:00.000,10,28968.5
2017-10-29 00:00:00.000,1,80336.3
2015-07-03 00:00:00.000,8,21462.1
2016-12-03 00:00:00.000,4,88087.2
2014-09-26 00:00:00.000,4,24108.0
2017-02-06 00:00:00.000,12,92500.1
2018-03-30 00:00:00.000,7,69690.0
2016-12-04 00:00:00.000,12,87605.7
2018-10-03 00:00:00.000,10,156687.3
2014-09-06 00:00:00.000,11,20573.5
2014-01-13 00:00:00.000,7,3926.3
2016-08-19 00:00:00.000,2,54959.8
2016-08-26 00:00:00.000,8,45977.3
2016-05-31 00:00:00.000,2,51050.4
2019-09-17 00:00:00.000,2,138828.80000000002
2018-10-26 00:00:00.000,4,150154.0
2014-02-18 00:00:00.000,8,4364.1
2015-01-09 00:00:00.000,13,47779.2
2016-07-02 00:00:00.000,7,37699.2
2017-10-18 00:00:00.000,7,101660.7
2015-02-09 00:00:00.000,10,13140.0
2018-12-09 00:00:00.000,14,118059.0
2014-02-06 00:00:00.000,14,9901.4
2018-10-01 00:00:00.000,9,174739.5
2015-06-19 00:00:00.000,2,15661.5
2019-06-11 00:00:00.000,3,144838.4
2015-04-17 00:00:00.000,13,13699.8
2019-04-27 00:00:00.000,7,224256.9
2020-04-21 00:00:00.000,2,174045.6
2016-06-27 00:00:00.000,7,64440.9
2016-03-20 00:00:00.000,3,84216.0
2017-06-09 00:00:00.000,2,59361.8
2014-04-20 00:00:00.000,4,19350.0
2020-05-07 00:00:00.000,1,140781.0
2014-01-27 00:00:00.000,5,11268.4
