case_id,from_table,from_col,to_table,to_col,weight
253297541,72993,72997,77889,77893,0.07834446430206299
253297541,77889,77893,38468,38472,0.20597589015960693
253297541,42174,42182,37,160,0.05968588590621948
253297541,37,11892,79956,79960,0.00028246641159057617
253297541,37,160,73044,73048,0.03309643268585205
253297541,25,116,95632,95644,0.013239383697509766
253297541,95632,95644,72993,72997,0.10304713249206543
253297541,38468,38472,76949,76953,0.28121376037597656
253297541,73044,73048,25,116,0.008718550205230713
253297541,71558,71562,98298,98322,0.06790590286254883
253297541,98298,98322,10,77,0.015566706657409668
253297541,10,77,97719,97743,0.015566706657409668
253297541,10,77,76949,76953,0
253297541,25,116,76949,76953,0
253297541,37,160,97719,97743,0
253297541,38468,38472,97719,97743,0
253297541,72993,72997,76949,76953,0
253297541,73044,73048,97719,97743,0
253297541,71558,74778,79956,79961,0
253297541,95632,95644,97719,97743,0
