Empresa,Exercício,Pacote,Nome 1,Data de lançamento,Real_Pacote,Plano_Pacote,Comp_Pacote
"4100","2020","Pacote 18-Telefonia e internet","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,1770.56,2910.1400000000003
"4100","2020","Pacote 18-Telefonia e internet","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,1770.63,3144.53
"4100","2020","Pacote 18-Telefonia e internet","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,1770.5699999999997,3788.45
"4100","2020","Pacote 18-Telefonia e internet","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,1770.56,3855.0600000000004
"4100","2020","Pacote 18-Telefonia e internet","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,1770.63,3871.0899999999997
"4100","2020","Pacote 18-Telefonia e internet","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,1770.56,3876.74
"4100","2020","Pacote 18-Telefonia e internet","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,1770.5699999999997,3870.6
"4100","2020","Pacote 18-Telefonia e internet","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,1770.63,3886.89
"4100","2020","Pacote 18-Telefonia e internet","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,1770.56,3899.1299999999997
"4100","2020","Pacote 01-Alimentaçao Trabalhador","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,28030.37,54262.239999999991
"4100","2020","Pacote 01-Alimentaçao Trabalhador","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,28030.37,62697.34
"4100","2020","Pacote 01-Alimentaçao Trabalhador","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,28030.37,60267.21
"4100","2020","Pacote 01-Alimentaçao Trabalhador","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,28030.37,60460.03
"4100","2020","Pacote 01-Alimentaçao Trabalhador","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,28030.37,63240.27
"4100","2020","Pacote 01-Alimentaçao Trabalhador","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,28030.37,56828.149999999994
"4100","2020","Pacote 01-Alimentaçao Trabalhador","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,26984.89,54039.909999999996
"4100","2020","Pacote 01-Alimentaçao Trabalhador","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,26719.289999999997,53632.44
"4100","2020","Pacote 02-Aluguéis imóveis máq/e equip","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,2405.3900000000003,4757.08
"4100","2020","Pacote 02-Aluguéis imóveis máq/e equip","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,2405.3900000000003,4757.08
"4100","2020","Pacote 02-Aluguéis imóveis máq/e equip","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,2405.3900000000003,4757.08
"4100","2020","Pacote 02-Aluguéis imóveis máq/e equip","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,2557.9799999999996,4909.67
"4100","2020","Pacote 02-Aluguéis imóveis máq/e equip","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,2557.9799999999996,4909.67
"4100","2020","Pacote 02-Aluguéis imóveis máq/e equip","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,2557.9799999999996,4909.67
"4100","2020","Pacote 02-Aluguéis imóveis máq/e equip","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,2557.9799999999996,4909.67
"4100","2020","Pacote 02-Aluguéis imóveis máq/e equip","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,2557.9799999999996,4909.67
"4100","2020","Pacote 03-Armazenagem","DIR. LOGÍSTICA",2020-01-01 00:00:00.000,0,3886.9,3886.9
"4100","2020","Pacote 03-Armazenagem","DIR. LOGÍSTICA",2020-02-01 00:00:00.000,0,2886.9,2886.9
"4100","2020","Pacote 03-Armazenagem","DIR. LOGÍSTICA",2020-03-01 00:00:00.000,0,3886.9,3886.9
"4100","2020","Pacote 03-Armazenagem","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,2786.9,2786.9
"4100","2020","Pacote 03-Armazenagem","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,3786.9,3786.9
"4100","2020","Pacote 03-Armazenagem","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,2786.9,2786.9
"4100","2020","Pacote 03-Armazenagem","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,3786.9,3786.9
"4100","2020","Pacote 03-Armazenagem","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,2786.9,2786.9
"4100","2020","Pacote 03-Armazenagem","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,2786.9,2786.9
"4100","2020","Pacote 03-Armazenagem","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,3786.9,3786.9
"4100","2020","Pacote 03-Armazenagem","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,2786.9,34698.340000000004
"4100","2020","Pacote 03-Armazenagem","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,3786.9,3786.9
"4100","2020","Pacote 04-Brindes e doações","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,20,20
"4100","2020","Pacote 04-Brindes e doações","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,20,20
"4100","2020","Pacote 04-Brindes e doações","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,20,20
"4100","2020","Pacote 04-Brindes e doações","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,20,20
"4100","2020","Pacote 04-Brindes e doações","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,20,20
"4100","2020","Pacote 04-Brindes e doações","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,20,20
"4100","2020","Pacote 04-Brindes e doações","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,20,20
"4100","2020","Pacote 04-Brindes e doações","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,20,20
"4100","2020","Pacote 04-Brindes e doações","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,20,20
"4100","2020","Pacote 04-Brindes e doações","DIR. LOGÍSTICA",2020-03-01 00:00:00.000,0,20,20
"4100","2020","Pacote 04-Brindes e doações","DIR. LOGÍSTICA",2020-02-01 00:00:00.000,0,20,30
"4100","2020","Pacote 04-Brindes e doações","DIR. LOGÍSTICA",2020-01-01 00:00:00.000,0,20,20
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,1259.08,3991.7599999999998
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,1239.7399999999998,2776.0099999999998
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,1217.9799999999998,3326.3700000000003
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,1239.7399999999998,3295.2500000000005
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,1201.04,1521.82
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,1116.75,1706.37
"4100","2020","Pacote 17-Serv.vigilância/limpeza","DIR. LOGÍSTICA",2020-02-01 00:00:00.000,0,8275.52,8288.72
"4100","2020","Pacote 17-Serv.vigilância/limpeza","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,3807.2999999999997,3870.74
"4100","2020","Pacote 17-Serv.vigilância/limpeza","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,3807.2999999999997,3850.9799999999996
"4100","2020","Pacote 17-Serv.vigilância/limpeza","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,3807.2999999999997,3820.48
"4100","2020","Pacote 17-Serv.vigilância/limpeza","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,4507.2999999999993,4521.8600000000006
"4100","2020","Pacote 17-Serv.vigilância/limpeza","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,4007.2999999999997,4034.0699999999997
"4100","2020","Pacote 17-Serv.vigilância/limpeza","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,4007.2999999999997,4029.54
"4100","2020","Pacote 17-Serv.vigilância/limpeza","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,4507.2999999999993,4517.43
"4100","2020","Pacote 17-Serv.vigilância/limpeza","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,4007.2999999999997,4068.1499999999996
"4100","2020","Pacote 17-Serv.vigilância/limpeza","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,4007.2999999999997,4011.8999999999996
"4100","2020","Pacote 05-Combustíveis de transporte","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,10515.05,21937.5
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,1201.04,2714.95
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. LOGÍSTICA",2020-03-01 00:00:00.000,0,951.04,2228.29
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,1220.3899999999999,2384.41
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,1239.7399999999998,2329.78
"4100","2020","Pacote 05-Combustíveis de transporte","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,11906.56,26910.66
"4100","2020","Pacote 05-Combustíveis de transporte","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,11070.039999999999,23035.329999999998
"4100","2020","Pacote 05-Combustíveis de transporte","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,11364.67,26131.850000000002
"4100","2020","Pacote 05-Combustíveis de transporte","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,11530.15,24617.710000000003
"4100","2020","Pacote 05-Combustíveis de transporte","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,10797.5,26078.790000000005
"4100","2020","Pacote 05-Combustíveis de transporte","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,11207.21,25715.500000000004
"4100","2020","Pacote 05-Combustíveis de transporte","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,10474.57,23583.690000000002
"4100","2020","Pacote 05-Combustíveis de transporte","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,8691.58,21185.48
"4100","2020","Pacote 12-Manut.(serv/ materiais)-Civil","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,5683.2400000000007,9185.58
"4100","2020","Pacote 12-Manut.(serv/ materiais)-Civil","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,5727.43,13913.85
"4100","2020","Pacote 12-Manut.(serv/ materiais)-Civil","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,5527.43,7700.44
"4100","2020","Pacote 12-Manut.(serv/ materiais)-Civil","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,5815.8,12706.259999999998
"4100","2020","Pacote 12-Manut.(serv/ materiais)-Civil","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,5727.43,9231.2900000000027
"4100","2020","Pacote 12-Manut.(serv/ materiais)-Civil","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,5683.3700000000008,8428.57
"4100","2020","Pacote 12-Manut.(serv/ materiais)-Civil","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,5771.4900000000007,8456.0399999999991
"4100","2020","Pacote 12-Manut.(serv/ materiais)-Civil","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,5683.2400000000007,7973.91
"4100","2020","Pacote 12-Manut.(serv/ materiais)-Civil","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,5525.4400000000005,7497.4900000000007
"4100","2020","Pacote 21-Utilidades (energia elé/gases)","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,8815.53,12847.84
"4100","2020","Pacote 21-Utilidades (energia elé/gases)","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,9721.0800000000017,13876.02
"4100","2020","Pacote 21-Utilidades (energia elé/gases)","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,9683.6600000000017,13637.880000000001
"4100","2020","Pacote 21-Utilidades (energia elé/gases)","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,9750.3000000000011,15346.930000000002
"4100","2020","Pacote 21-Utilidades (energia elé/gases)","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,9761.9900000000016,14498.02
"4100","2020","Pacote 21-Utilidades (energia elé/gases)","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,9752.5200000000023,14126.900000000001
"4100","2020","Pacote 09-EPI / Fardamentos","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,7031.5,12743.3
"4100","2020","Pacote 09-EPI / Fardamentos","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,7031.5,16022.91
"4100","2020","Pacote 09-EPI / Fardamentos","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,7031.5,13267.91
"4100","2020","Pacote 09-EPI / Fardamentos","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,7031.5,17995.85
"4100","2020","Pacote 09-EPI / Fardamentos","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,7031.5,12362.24
"4100","2020","Pacote 09-EPI / Fardamentos","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,7031.5,12788.550000000001
"4100","2020","Pacote 09-EPI / Fardamentos","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,7031.5,11926.58
"4100","2020","Pacote 09-EPI / Fardamentos","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,7031.5,15610.75
"4100","2020","Pacote 09-EPI / Fardamentos","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,7031.5,12691.3
"4100","2020","Pacote 01-Alimentaçao Trabalhador","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,27198.730000000003,56116.09
"4100","2020","Pacote 21-Utilidades (energia elé/gases)","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,9702.9700000000012,14432.270000000002
"4100","2020","Pacote 13-Manut.(serv/material)-Equipam.","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,11280.529999999999,19609.41
"4100","2020","Pacote 13-Manut.(serv/material)-Equipam.","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,9754.6999999999989,17926.24
