id,data_source,net_num_units
00717d57-8d45-44c4-b678-ac160a54bf4e,mohcd_pipeline,118
03ca0d0f-cfab-4608-bfa2-c9a6e0cad4d3,mohcd_pipeline,24
042448a0-9386-476b-b6d6-6cf01ca72059,mohcd_pipeline,127
058c2e6c-15e0-4e6f-a509-d718ff0c4330,mohcd_pipeline,44
06b291f7-1a97-4e0d-af0e-bfb7997f4031,mohcd_pipeline,54
07ed92fe-d373-4dcc-ad42-2fe48a192c5b,mohcd_pipeline,40
084bbc45-bc14-492c-9acc-b52fc7883350,mohcd_pipeline,1679
0afc584d-9395-401d-8835-a5f7b9bc2baf,mohcd_pipeline,133
0d6139fe-ffc0-4542-b59f-2cb7c69e2ce2,mohcd_pipeline,19
0ecf64f2-b5cb-404f-a57b-287f7007d162,mohcd_pipeline,200
0f14870f-d831-4fb4-8c0c-f0040bcfac16,mohcd_pipeline,180
118c0f65-fdf7-4b7c-a84a-cbb971e16357,mohcd_pipeline,71
1319a5f3-a211-4688-b1bc-c335e828d67e,mohcd_pipeline,185
13f2b31c-1d79-41c3-9d5f-268ef7b0a43c,mohcd_pipeline,392
1421c386-7f16-44d4-b5e7-cbdecef11960,mohcd_pipeline,42
161732cd-e719-4e2c-80f9-0c3f83fe1044,mohcd_pipeline,144
16925510-e8a7-4784-b310-b0742e5d1d0a,mohcd_pipeline,49
189f6872-9875-40b4-833a-4cc44af67109,mohcd_pipeline,45
18ecc3d5-07a9-4b83-8aa3-213687bcc3d0,mohcd_pipeline,148
269a414c-2d8e-40e0-8446-df9b1f364e32,mohcd_pipeline,12
275bc199-08b1-4b67-b3f1-e71bb15fe037,mohcd_pipeline,63
27f847b0-ef96-4100-9c73-c187abc369db,mohcd_pipeline,711
2a1dd167-f876-4f07-b5ec-2c9e170d854c,mohcd_pipeline,28
2d3c77b4-2be3-4ea4-a1ef-683a9c9b9d5a,mohcd_pipeline,24
2e45a8c9-5ec0-472e-96dd-78363062d972,mohcd_pipeline,150
2ffd82b6-a511-4582-bf80-544643f3e978,mohcd_pipeline,35
30956e64-9904-4331-b1f1-b44edcceddc1,mohcd_pipeline,185
316d2021-af12-4a10-8d0e-05a58f881ef6,mohcd_pipeline,109
33ad4df1-37ff-4ca0-95cd-5bffb2cda5aa,mohcd_pipeline,12
3423cbc6-ed22-4eae-b7cb-c8b9236704f0,mohcd_pipeline,24
362b2eb8-1920-4077-9b8c-402175a73489,mohcd_pipeline,37
3698e9fb-824b-4cbb-829b-6e725bd3ff6e,mohcd_pipeline,168
374f6ee6-e3ed-4cd5-9031-787402aaaa7d,mohcd_pipeline,242
3780d212-d6b9-4a7b-94aa-fbff2dc29d80,mohcd_pipeline,15
37b2f829-05b3-4702-96ce-f9459f57215d,mohcd_pipeline,319
37fc55fa-8268-4bf8-b93c-f70a3df3e77c,mohcd_pipeline,260
3b440c1b-d5ce-4217-a586-b07c3ba7ba43,mohcd_pipeline,60
3b8b6276-94b2-4474-bb8a-88e14fae470c,mohcd_pipeline,548
3d5926c7-c109-4c75-b67f-6ccd8f5d94e7,mohcd_pipeline,29
3d83c16d-71ba-4408-a0eb-1b5279fec7cd,mohcd_pipeline,11
40cefebe-e565-4352-8357-afdf6f097333,mohcd_pipeline,127
41e3d79f-7c4a-4b07-a803-e0429cc29f69,mohcd_pipeline,24
435eb0fb-447e-4102-a631-94bc59261d85,mohcd_pipeline,239
47063cd0-3128-4c16-a137-cb02aa8ccc03,mohcd_pipeline,104
4739aeee-9f39-44ea-b931-4c7a57b5418c,mohcd_pipeline,184
48145749-20c1-4beb-8d64-b3fe883265f0,mohcd_pipeline,69
4897ad23-9dee-4da5-9cbc-92d4f8ee4ae4,mohcd_pipeline,18
4b7388f2-6f82-44c6-bbe6-add55b8a390f,mohcd_pipeline,140
4bb320aa-33c8-4be3-bb4d-00d13b2167a2,mohcd_pipeline,41
4bc6554e-a278-45e4-a2e8-3c8ff78177de,mohcd_pipeline,96
4bd754ac-2ca1-4874-be33-a8e92c3c66d8,mohcd_pipeline,199
4c937405-6391-42d6-ab15-5237079e8d68,mohcd_pipeline,416
4f06b14a-a1dd-46e8-ab6d-18ef5ed11e72,mohcd_pipeline,230
504d4349-f773-4a8d-9147-d236ad914adb,mohcd_pipeline,52
50611655-3608-42da-b6e5-de9aa424f087,mohcd_pipeline,95
507f08f8-fdc7-461d-936b-f1ab42f5bc74,mohcd_pipeline,53
5330fc50-f5df-4239-9c70-b745bdcd64a7,mohcd_pipeline,299
53817e15-cb05-4f6a-8284-382a5c857a4f,mohcd_pipeline,74
5597f63f-56a8-40a7-8bfa-977651584dda,mohcd_pipeline,11
55e8ec9e-dcc8-4259-aba7-40a44483ab0c,mohcd_pipeline,11
5621ae3d-0832-4b84-9958-ac889dbe1002,mohcd_pipeline,113
562757e4-1652-464d-8c8c-dbfe76a7bc99,mohcd_pipeline,69
5669fd43-8857-41cf-8efd-cf9230789572,mohcd_pipeline,60
56a35545-044f-41cc-8123-79d1ec0d8d52,mohcd_pipeline,56
593e7ef0-dc17-494e-a7d2-0fd148dc41f6,mohcd_pipeline,220
5c362677-d328-43d0-9174-10a7c69050a2,mohcd_pipeline,113
5ef580e1-80e4-43d2-8e98-f2009c7fc477,mohcd_pipeline,117
6091f5d3-853a-4717-86f2-f5966d1dd2fa,mohcd_pipeline,114
