id,data_source,net_num_units
001e30af-518b-429b-a61b-a02f9957a878,dbi,1
0032474b-1727-41fa-931d-57cbc2f67cae,dbi,3
00527b1c-3afa-4750-a878-3b23989ab20d,dbi,6
0059432f-68de-45be-9928-d1c8ae967de2,dbi,4
006133b9-9da1-4814-947c-c3eb3d2b6ac3,dbi,2
006252d4-60ba-40df-bfd5-a56d4e86db2f,dbi,3
00717d57-8d45-44c4-b678-ac160a54bf4e,dbi,118
007432cb-ba48-4254-9256-4a376d7049f8,dbi,2
0079b2ea-778d-492d-92dc-3507b221c12e,dbi,2
00879d7d-b2c3-4351-919c-4a43a8ea599f,dbi,1
009118d6-eded-4020-a351-b9192b956c41,dbi,1
0092b50c-5fda-4112-8bdd-aa4ab56aea02,dbi,2
00934fab-7c9e-44da-ba62-380fb551573d,dbi,2
0096da8f-90bd-49af-a0bc-6e0713b91c7d,dbi,1
009dd0ed-6903-43ea-baca-147a19920c32,dbi,1
00b8b515-516c-450a-b325-c391c3e82264,dbi,2
00c868af-0daf-4734-be9c-c1a53552f5c6,dbi,1
00cb75ef-cd76-4019-b3bf-6ac4b762a635,dbi,3
00e22267-5311-4334-89fc-9f2121c62216,dbi,1
00e6d81d-6289-4809-81b4-a5ed8fd6b74a,dbi,4
00ebf0c1-f48f-4b0c-a524-102725a65429,dbi,1
00f05e08-abb8-4b03-83ba-43f4c3c4cb1e,dbi,1
00f4ff2f-9cc4-4295-a6d1-8485a2b5d1c8,dbi,1
010d12c7-e369-4350-af5c-28140f2ea48f,dbi,1
0113aacc-67b2-4a2a-bec1-c6061f860475,dbi,1
011f1b69-c290-4cce-934b-fbbeb9654072,dbi,24
0126d7c7-8a6b-4d10-b2af-ee5a90ea56f2,dbi,3
0133a68f-f7ef-4d06-a8be-c848a058050a,dbi,18
0138b4af-2549-4705-85c7-78b7cafe1672,dbi,-2
016b38fb-4a35-4bdb-a852-a9182b0f7840,dbi,5
0170f9cc-0fac-430c-8e84-5b9573faf72c,dbi,1
01716a84-dce5-4643-b94c-e270e470f11a,dbi,2
0187bd3b-1813-424e-afec-261f7423544d,dbi,1
01956d51-2806-45b2-9f63-45deadee76ae,dbi,-1
0195ed47-5b88-4b49-bd96-d9d0d6f7e01e,dbi,2
019ae028-cb29-432a-91ee-a04c18901528,dbi,3
01e45f85-2815-4e8a-8ec1-069a294fca4e,dbi,6
01ebd1d4-d523-48b0-895d-95249a1d4eb9,dbi,8
01f0c95a-8ff7-473c-a4c9-eaa0bbe7e3a3,dbi,1
01f9fb67-1ec7-49c4-bff6-626f0b6bad61,dbi,1
020be12c-22ae-46fe-b93e-593fa5197aa9,dbi,3
0217a09c-ada5-4214-9be0-86d88a1f4f73,dbi,1
022663e3-ee46-4b4d-ae80-c4960b586e7c,dbi,18
0228f1b6-19b1-4fa9-93ab-2474fc730847,dbi,2
02298606-86e9-41ce-83de-1e439a80bb65,dbi,2
02333ffb-449c-4f73-b5c9-d2665c2ae2cc,dbi,5
0238789e-9c5a-4191-aebe-ea24962ad604,dbi,1
02580866-2af9-47c0-96f6-0db5ea42727e,dbi,2
025ea368-6b1c-4a47-bba1-269d248bb1e9,dbi,1
0264f04b-392e-48d6-ba02-75c324907d73,dbi,2
026b1e4a-7048-4973-9981-41ed911bc74c,dbi,3
