return_date,product_id,store_id,quantity
1997-01-07 00:00:00.000,310,13,1
1997-01-07 00:00:00.000,418,13,1
1997-01-07 00:00:00.000,599,13,1
1997-01-07 00:00:00.000,638,13,1
1997-01-07 00:00:00.000,1078,13,1
1997-01-11 00:00:00.000,75,13,1
1997-01-11 00:00:00.000,107,13,1
1997-01-11 00:00:00.000,189,13,1
1997-01-11 00:00:00.000,391,13,1
1997-01-11 00:00:00.000,475,13,1
1997-01-11 00:00:00.000,569,13,1
1997-01-11 00:00:00.000,590,13,1
1997-01-11 00:00:00.000,804,13,1
1997-01-11 00:00:00.000,959,13,1
1997-01-11 00:00:00.000,992,13,1
1997-01-11 00:00:00.000,1046,13,1
1997-01-11 00:00:00.000,1049,13,1
1997-01-11 00:00:00.000,1063,13,1
1997-01-11 00:00:00.000,1226,13,1
1997-01-11 00:00:00.000,1319,13,1
1997-01-11 00:00:00.000,1393,13,1
1997-01-11 00:00:00.000,1404,13,1
1997-01-11 00:00:00.000,1445,13,1
1997-01-20 00:00:00.000,100,13,1
1997-01-20 00:00:00.000,271,13,1
1997-01-20 00:00:00.000,784,13,1
1997-01-20 00:00:00.000,1218,13,1
1997-01-20 00:00:00.000,1220,13,1
1997-01-20 00:00:00.000,1402,13,1
1997-01-21 00:00:00.000,651,13,1
1997-01-21 00:00:00.000,851,13,1
1997-01-21 00:00:00.000,921,13,1
1997-01-21 00:00:00.000,952,13,1
1997-01-23 00:00:00.000,179,13,1
1997-01-23 00:00:00.000,328,13,1
1997-01-23 00:00:00.000,688,13,1
1997-01-23 00:00:00.000,1549,13,1
1997-02-03 00:00:00.000,196,13,1
1997-02-03 00:00:00.000,900,13,1
1997-02-03 00:00:00.000,1067,13,1
1997-02-03 00:00:00.000,1351,13,1
1997-02-08 00:00:00.000,175,13,1
1997-02-08 00:00:00.000,479,13,1
1997-02-19 00:00:00.000,536,13,1
1997-02-19 00:00:00.000,1106,13,1
1997-02-19 00:00:00.000,1347,13,1
1997-02-19 00:00:00.000,1376,13,1
1997-02-22 00:00:00.000,1164,13,1
1997-02-22 00:00:00.000,1252,13,1
1997-02-26 00:00:00.000,132,13,1
1997-02-26 00:00:00.000,440,13,1
1997-02-26 00:00:00.000,495,13,1
1997-02-26 00:00:00.000,639,13,1
1997-02-26 00:00:00.000,856,13,1
1997-02-26 00:00:00.000,883,13,1
1997-02-26 00:00:00.000,1281,13,1
1997-03-02 00:00:00.000,650,13,1
1997-03-02 00:00:00.000,778,13,1
1997-03-02 00:00:00.000,1128,13,1
1997-03-04 00:00:00.000,20,13,1
1997-03-04 00:00:00.000,862,13,1
1997-03-04 00:00:00.000,1231,13,1
1997-03-13 00:00:00.000,789,13,1
1997-03-13 00:00:00.000,920,13,1
1997-03-13 00:00:00.000,1356,13,1
1997-03-13 00:00:00.000,1458,13,1
1997-03-21 00:00:00.000,68,13,1
1997-03-21 00:00:00.000,133,13,1
1997-03-21 00:00:00.000,295,13,1
1997-03-21 00:00:00.000,342,13,1
1997-03-21 00:00:00.000,398,13,1
1997-03-21 00:00:00.000,440,13,1
1997-03-21 00:00:00.000,519,13,1
1997-03-21 00:00:00.000,619,13,1
1997-03-21 00:00:00.000,652,13,1
1997-03-21 00:00:00.000,684,13,1
1997-03-21 00:00:00.000,832,13,1
1997-03-21 00:00:00.000,1202,13,1
1997-03-21 00:00:00.000,1368,13,1
1997-03-21 00:00:00.000,1406,13,1
1997-03-21 00:00:00.000,1428,13,1
1997-03-21 00:00:00.000,1434,13,1
1997-03-28 00:00:00.000,57,13,1
1997-03-28 00:00:00.000,93,13,1
1997-03-28 00:00:00.000,717,13,1
1997-03-28 00:00:00.000,1427,13,1
1997-03-28 00:00:00.000,1498,13,1
