ProductionID,LineID,TeamID,ShiftID,Date,DateTruncatedToHour,Item,ShiftID(Hour),Date(Hour)
3482,1,2,"NULL",2018-06-18 07:02:50.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3483,1,2,"NULL",2018-06-18 07:02:50.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3491,1,2,"NULL",2018-06-18 07:03:09.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3492,1,2,"NULL",2018-06-18 07:03:09.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3504,1,2,"NULL",2018-06-18 07:03:56.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3505,1,2,"NULL",2018-06-18 07:03:56.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3552,1,2,"NULL",2018-06-18 07:05:32.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3553,1,2,"NULL",2018-06-18 07:05:32.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3563,1,2,"NULL",2018-06-18 07:05:51.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3564,1,2,"NULL",2018-06-18 07:05:51.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3685,1,2,"NULL",2018-06-18 07:09:30.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3686,1,2,"NULL",2018-06-18 07:09:30.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3693,1,2,"NULL",2018-06-18 07:09:49.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3694,1,2,"NULL",2018-06-18 07:09:49.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3718,1,2,"NULL",2018-06-18 07:10:37.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3719,1,2,"NULL",2018-06-18 07:10:37.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3764,1,2,"NULL",2018-06-18 07:12:12.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3765,1,2,"NULL",2018-06-18 07:12:12.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3773,1,2,"NULL",2018-06-18 07:12:31.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3775,1,2,"NULL",2018-06-18 07:12:32.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3878,1,2,"NULL",2018-06-18 07:16:11.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3879,1,2,"NULL",2018-06-18 07:16:11.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3887,1,2,"NULL",2018-06-18 07:16:30.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3888,1,2,"NULL",2018-06-18 07:16:30.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3913,1,2,"NULL",2018-06-18 07:17:17.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3914,1,2,"NULL",2018-06-18 07:17:17.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3965,1,2,"NULL",2018-06-18 07:18:53.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3966,1,2,"NULL",2018-06-18 07:18:53.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3979,1,2,"NULL",2018-06-18 07:19:12.000,2018-06-18 07:00:00.000,563216,"01Morning",7
3980,1,2,"NULL",2018-06-18 07:19:12.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4090,1,2,"NULL",2018-06-18 07:22:51.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4091,1,2,"NULL",2018-06-18 07:22:51.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4100,1,2,"NULL",2018-06-18 07:23:10.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4101,1,2,"NULL",2018-06-18 07:23:10.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4125,1,2,"NULL",2018-06-18 07:23:58.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4126,1,2,"NULL",2018-06-18 07:23:58.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4177,1,2,"NULL",2018-06-18 07:25:33.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4178,1,2,"NULL",2018-06-18 07:25:33.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4187,1,2,"NULL",2018-06-18 07:25:52.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4188,1,2,"NULL",2018-06-18 07:25:52.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4298,1,2,"NULL",2018-06-18 07:29:31.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4299,1,2,"NULL",2018-06-18 07:29:32.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4308,1,2,"NULL",2018-06-18 07:29:51.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4309,1,2,"NULL",2018-06-18 07:29:51.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4335,1,2,"NULL",2018-06-18 07:30:38.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4336,1,2,"NULL",2018-06-18 07:30:38.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4388,1,2,"NULL",2018-06-18 07:32:14.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4389,1,2,"NULL",2018-06-18 07:32:14.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4398,1,2,"NULL",2018-06-18 07:32:33.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4399,1,2,"NULL",2018-06-18 07:32:33.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4505,1,2,"NULL",2018-06-18 07:36:12.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4506,1,2,"NULL",2018-06-18 07:36:12.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4514,1,2,"NULL",2018-06-18 07:36:31.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4515,1,2,"NULL",2018-06-18 07:36:31.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4547,1,2,"NULL",2018-06-18 07:37:19.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4548,1,2,"NULL",2018-06-18 07:37:19.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4599,1,2,"NULL",2018-06-18 07:38:54.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4600,1,2,"NULL",2018-06-18 07:38:54.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4610,1,2,"NULL",2018-06-18 07:39:13.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4722,1,2,"NULL",2018-06-18 07:42:52.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4723,1,2,"NULL",2018-06-18 07:42:52.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4732,1,2,"NULL",2018-06-18 07:43:12.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4733,1,2,"NULL",2018-06-18 07:43:12.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4762,1,2,"NULL",2018-06-18 07:43:59.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4763,1,2,"NULL",2018-06-18 07:43:59.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4811,1,2,"NULL",2018-06-18 07:45:34.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4814,1,2,"NULL",2018-06-18 07:45:35.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4823,1,2,"NULL",2018-06-18 07:45:53.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4824,1,2,"NULL",2018-06-18 07:45:54.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4938,1,2,"NULL",2018-06-18 07:49:33.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4939,1,2,"NULL",2018-06-18 07:49:33.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4950,1,2,"NULL",2018-06-18 07:49:52.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4951,1,2,"NULL",2018-06-18 07:49:52.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4974,1,2,"NULL",2018-06-18 07:50:40.000,2018-06-18 07:00:00.000,563216,"01Morning",7
4975,1,2,"NULL",2018-06-18 07:50:40.000,2018-06-18 07:00:00.000,563216,"01Morning",7
5026,1,2,"NULL",2018-06-18 07:52:15.000,2018-06-18 07:00:00.000,563216,"01Morning",7
5027,1,2,"NULL",2018-06-18 07:52:15.000,2018-06-18 07:00:00.000,563216,"01Morning",7
5034,1,2,"NULL",2018-06-18 07:52:34.000,2018-06-18 07:00:00.000,563216,"01Morning",7
5035,1,2,"NULL",2018-06-18 07:52:34.000,2018-06-18 07:00:00.000,563216,"01Morning",7
5154,1,2,"NULL",2018-06-18 07:56:13.000,2018-06-18 07:00:00.000,563216,"01Morning",7
5156,1,2,"NULL",2018-06-18 07:56:14.000,2018-06-18 07:00:00.000,563216,"01Morning",7
5163,1,2,"NULL",2018-06-18 07:56:32.000,2018-06-18 07:00:00.000,563216,"01Morning",7
5164,1,2,"NULL",2018-06-18 07:56:33.000,2018-06-18 07:00:00.000,563216,"01Morning",7
5189,1,2,"NULL",2018-06-18 07:57:20.000,2018-06-18 07:00:00.000,563216,"01Morning",7
5190,1,2,"NULL",2018-06-18 07:57:20.000,2018-06-18 07:00:00.000,563216,"01Morning",7
5237,1,2,"NULL",2018-06-18 07:58:55.000,2018-06-18 07:00:00.000,563216,"01Morning",7
5238,1,2,"NULL",2018-06-18 07:58:55.000,2018-06-18 07:00:00.000,563216,"01Morning",7
5248,1,2,"NULL",2018-06-18 07:59:15.000,2018-06-18 07:00:00.000,563216,"01Morning",7
5249,1,2,"NULL",2018-06-18 07:59:15.000,2018-06-18 07:00:00.000,563216,"01Morning",7
5349,1,2,"NULL",2018-06-18 08:02:54.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5350,1,2,"NULL",2018-06-18 08:02:54.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5364,1,2,"NULL",2018-06-18 08:03:13.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5365,1,2,"NULL",2018-06-18 08:03:13.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5386,1,2,"NULL",2018-06-18 08:04:00.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5387,1,2,"NULL",2018-06-18 08:04:00.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5431,1,2,"NULL",2018-06-18 08:05:36.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5432,1,2,"NULL",2018-06-18 08:05:36.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5440,1,2,"NULL",2018-06-18 08:05:55.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5441,1,2,"NULL",2018-06-18 08:05:55.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5562,1,2,"NULL",2018-06-18 08:09:34.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5563,1,2,"NULL",2018-06-18 08:09:34.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5572,1,2,"NULL",2018-06-18 08:09:53.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5573,1,2,"NULL",2018-06-18 08:09:54.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5596,1,2,"NULL",2018-06-18 08:10:41.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5597,1,2,"NULL",2018-06-18 08:10:41.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5641,1,2,"NULL",2018-06-18 08:12:16.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5642,1,2,"NULL",2018-06-18 08:12:16.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5654,1,2,"NULL",2018-06-18 08:12:35.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5655,1,2,"NULL",2018-06-18 08:12:36.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5769,1,2,"NULL",2018-06-18 08:16:15.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5770,1,2,"NULL",2018-06-18 08:16:15.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5781,1,2,"NULL",2018-06-18 08:16:34.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5782,1,2,"NULL",2018-06-18 08:16:34.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5801,1,2,"NULL",2018-06-18 08:17:21.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5802,1,2,"NULL",2018-06-18 08:17:22.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5852,1,2,"NULL",2018-06-18 08:18:57.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5853,1,2,"NULL",2018-06-18 08:18:57.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5861,1,2,"NULL",2018-06-18 08:19:16.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5862,1,2,"NULL",2018-06-18 08:19:16.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5983,1,2,"NULL",2018-06-18 08:22:55.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5984,1,2,"NULL",2018-06-18 08:22:55.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5991,1,2,"NULL",2018-06-18 08:23:14.000,2018-06-18 08:00:00.000,563216,"01Morning",8
5992,1,2,"NULL",2018-06-18 08:23:14.000,2018-06-18 08:00:00.000,563216,"01Morning",8
6014,1,2,"NULL",2018-06-18 08:24:02.000,2018-06-18 08:00:00.000,563216,"01Morning",8
6015,1,2,"NULL",2018-06-18 08:24:02.000,2018-06-18 08:00:00.000,563216,"01Morning",8
6066,1,2,"NULL",2018-06-18 08:25:37.000,2018-06-18 08:00:00.000,563216,"01Morning",8
6067,1,2,"NULL",2018-06-18 08:25:37.000,2018-06-18 08:00:00.000,563216,"01Morning",8
6077,1,2,"NULL",2018-06-18 08:25:56.000,2018-06-18 08:00:00.000,563216,"01Morning",8
6078,1,2,"NULL",2018-06-18 08:25:56.000,2018-06-18 08:00:00.000,563216,"01Morning",8
6194,1,2,"NULL",2018-06-18 08:29:36.000,2018-06-18 08:00:00.000,563216,"01Morning",8
6195,1,2,"NULL",2018-06-18 08:29:36.000,2018-06-18 08:00:00.000,563216,"01Morning",8
6205,1,2,"NULL",2018-06-18 08:29:55.000,2018-06-18 08:00:00.000,563216,"01Morning",8
6206,1,2,"NULL",2018-06-18 08:29:55.000,2018-06-18 08:00:00.000,563216,"01Morning",8
664529,1,2,"NULL",2018-06-18 08:30:42.000,2018-06-18 08:00:00.000,563216,"01Morning",8
