id,name,value,data_source
"a9cbcb06-c2a4-48ee-bbd0-73629c78dd7c","net_num_units",584,"mohcd_pipeline"
"ef450356-3bdb-447c-afc1-570762a91236","net_num_units",288,"mohcd_pipeline"
"8d77005c-1cdf-4276-b7f7-81000ffd318d","net_num_units",116,"mohcd_pipeline"
"084bbc45-bc14-492c-9acc-b52fc7883350","net_num_units",1679,"mohcd_pipeline"
"e1e60fa7-1e1a-470a-a092-00c5a13fde83","net_num_units",94,"mohcd_pipeline"
"dac01725-f268-4aaf-b362-95e519cb2b83","net_num_units",157,"mohcd_pipeline"
"9ea5d840-0d73-4f50-9a0c-5cbede3bdf6d","net_num_units",81,"mohcd_pipeline"
"507f08f8-fdc7-461d-936b-f1ab42f5bc74","net_num_units",53,"mohcd_pipeline"
"9e735d5e-b658-4e93-9f8d-073b3b9f0426","net_num_units",137,"mohcd_pipeline"
"a19e17ed-ec8a-41fb-bca5-41fd6108e8e5","net_num_units",131,"mohcd_pipeline"
"741caca4-1e0b-488b-8f7b-4b1aad7e8756","net_num_units",160,"mohcd_pipeline"
"b3e177e7-0980-4cdf-b131-b79d03165506","net_num_units",400,"mohcd_pipeline"
"50611655-3608-42da-b6e5-de9aa424f087","net_num_units",95,"mohcd_pipeline"
"7ef67e11-4737-461a-9067-5199c71e233a","net_num_units",53,"mohcd_pipeline"
"55e8ec9e-dcc8-4259-aba7-40a44483ab0c","net_num_units",11,"mohcd_pipeline"
"362b2eb8-1920-4077-9b8c-402175a73489","net_num_units",37,"mohcd_pipeline"
"5c362677-d328-43d0-9174-10a7c69050a2","net_num_units",113,"mohcd_pipeline"
"cb57550e-da80-4844-aeb8-e71d8fe4b485","net_num_units",41,"mohcd_pipeline"
"bf6e7fe4-a17d-4858-be9e-2726151b2f96","net_num_units",20,"mohcd_pipeline"
"7a50ad35-e24b-4b71-9085-3dcabd29ff43","net_num_units",42,"mohcd_pipeline"
"3698e9fb-824b-4cbb-829b-6e725bd3ff6e","net_num_units",168,"mohcd_pipeline"
"33ad4df1-37ff-4ca0-95cd-5bffb2cda5aa","net_num_units",12,"mohcd_pipeline"
"13f2b31c-1d79-41c3-9d5f-268ef7b0a43c","net_num_units",392,"mohcd_pipeline"
"27f847b0-ef96-4100-9c73-c187abc369db","net_num_units",711,"mohcd_pipeline"
"3b440c1b-d5ce-4217-a586-b07c3ba7ba43","net_num_units",60,"mohcd_pipeline"
"941746ca-dbfd-4307-b587-bc703831794c","net_num_units",5,"mohcd_pipeline"
"435eb0fb-447e-4102-a631-94bc59261d85","net_num_units",239,"mohcd_pipeline"
"9d44b137-4524-40bb-aeb3-b57222d13818","net_num_units",136,"mohcd_pipeline"
"f040bff1-2353-40c7-a4f9-d9c56e152946","net_num_units",57,"mohcd_pipeline"
"81d24549-aeff-404f-9751-b313f69a25d0","net_num_units",334,"mohcd_pipeline"
"562757e4-1652-464d-8c8c-dbfe76a7bc99","net_num_units",69,"mohcd_pipeline"
"f7be1a87-d987-44d4-8c8a-0c2058a20c3d","net_num_units",33,"mohcd_pipeline"
"2d3c77b4-2be3-4ea4-a1ef-683a9c9b9d5a","net_num_units",24,"mohcd_pipeline"
"8df40843-ae2b-4929-b58b-ef60c4503e15","net_num_units",250,"mohcd_pipeline"
"37fc55fa-8268-4bf8-b93c-f70a3df3e77c","net_num_units",260,"mohcd_pipeline"
"161732cd-e719-4e2c-80f9-0c3f83fe1044","net_num_units",144,"mohcd_pipeline"
"6ecfc2a1-5bf4-4e8b-af38-931657dbbcf8","net_num_units",15,"mohcd_pipeline"
"e6bdcd92-990f-4e46-992b-a3833704a6ce","net_num_units",139,"mohcd_pipeline"
"bb51b964-9db6-4862-9d19-159cd7c9644e","net_num_units",67,"mohcd_pipeline"
"784c04cc-08ff-451c-beda-966e5f3adf44","net_num_units",50,"mohcd_pipeline"
"5ef580e1-80e4-43d2-8e98-f2009c7fc477","net_num_units",117,"mohcd_pipeline"
"3423cbc6-ed22-4eae-b7cb-c8b9236704f0","net_num_units",24,"mohcd_pipeline"
"c9b0f103-d2bd-449b-9f09-7667a96e473a","net_num_units",90,"mohcd_pipeline"
"f10787f6-9892-4b7b-bdc4-d8d00d184984","net_num_units",55,"mohcd_pipeline"
"c12bacc9-ba63-4016-a2b2-89f84e5d9c95","net_num_units",97,"mohcd_pipeline"
"951e8e68-cbe5-43b4-a8ed-531258916251","net_num_units",12,"mohcd_pipeline"
"8950f47c-e40b-4597-b2df-16b1f01af8de","net_num_units",33,"mohcd_pipeline"
