id,name,value,data_source
"955ef9c6-bf5d-4f1c-a671-7abc79040b8c","net_num_units",0,"planning"
"8c2ce2af-873d-43dc-be94-96be2e03b11b","net_num_units",0,"planning"
"e54db406-8774-475b-8ad6-f33d378d684b","net_num_units",0,"planning"
"bf6e7fe4-a17d-4858-be9e-2726151b2f96","net_num_units",0,"planning"
"3b440c1b-d5ce-4217-a586-b07c3ba7ba43","net_num_units",0,"planning"
"941746ca-dbfd-4307-b587-bc703831794c","net_num_units",0,"planning"
"e6bdcd92-990f-4e46-992b-a3833704a6ce","net_num_units",0,"planning"
"f10787f6-9892-4b7b-bdc4-d8d00d184984","net_num_units",0,"planning"
"c12bacc9-ba63-4016-a2b2-89f84e5d9c95","net_num_units",0,"planning"
"60fb74b2-786f-42cb-ab3b-22ad8994b7bf","net_num_units",0,"planning"
"504d4349-f773-4a8d-9147-d236ad914adb","net_num_units",0,"planning"
"53817e15-cb05-4f6a-8284-382a5c857a4f","net_num_units",0,"planning"
"61ac0f38-e85c-4a28-8810-e8b1b73cc962","net_num_units",0,"planning"
"374f6ee6-e3ed-4cd5-9031-787402aaaa7d","net_num_units",0,"planning"
"b2094bfd-18b2-4102-9796-0e8cd53944a1","net_num_units",0,"planning"
"c68fcb08-9950-4ab2-9473-19b8712c9f8c","net_num_units",0,"planning"
"4b7388f2-6f82-44c6-bbe6-add55b8a390f","net_num_units",0,"planning"
"f9b0a994-7814-4e7d-bf22-4d4a4b00349b","net_num_units",0,"planning"
"aa2503a4-8eb4-4c8d-baf9-d05553df2dde","net_num_units",0,"planning"
"316d2021-af12-4a10-8d0e-05a58f881ef6","net_num_units",0,"planning"
"41e3d79f-7c4a-4b07-a803-e0429cc29f69","net_num_units",0,"planning"
"3d5926c7-c109-4c75-b67f-6ccd8f5d94e7","net_num_units",0,"planning"
"d468e6b7-7f38-404d-84f1-29b1ef862d8c","net_num_units",0,"planning"
"fb8a94b7-ee63-4040-9936-46f9b6b75657","net_num_units",0,"planning"
"72a48b1a-6f6b-4ed3-9f60-cc4062ac7019","net_num_units",0,"planning"
"e968a407-9887-4bc5-a5f2-2f550978176d","net_num_units",0,"planning"
"df612bae-7520-46ff-b031-5ef76ef7aed8","net_num_units",0,"planning"
"37b2f829-05b3-4702-96ce-f9459f57215d","net_num_units",0,"planning"
"a7943fc8-d731-4c6d-b250-b5be3fde0c32","net_num_units",0,"planning"
"56a35545-044f-41cc-8123-79d1ec0d8d52","net_num_units",0,"planning"
"0d6139fe-ffc0-4542-b59f-2cb7c69e2ce2","net_num_units",0,"planning"
"30956e64-9904-4331-b1f1-b44edcceddc1","net_num_units",0,"planning"
"00717d57-8d45-44c4-b678-ac160a54bf4e","net_num_units",0,"planning"
"c867e0f2-3ed2-4251-8b31-993103743f77","net_num_units",0,"planning"
"6ec0a4a3-d185-44f9-99d4-cf2076e12f8b","net_num_units",0,"planning"
"3d38fcc7-db07-4397-99ac-308bf4c9414f","net_num_units",0,"planning"
"981f58e1-5ea1-4f65-8471-0d3660e48b83","net_num_units",0,"planning"
"bad9c39b-24eb-4569-b19c-a79c394fcf48","net_num_units",0,"planning"
"6905220d-2195-4b9d-a430-4a653d461337","net_num_units",0,"planning"
"16cb2377-5c42-4607-9647-6b07696cb252","net_num_units",0,"planning"
"b8fbf907-1f56-4d41-a78e-04f3cf927124","net_num_units",0,"planning"
"8ca75d72-c19b-410b-a47a-9b3cfc52ceee","net_num_units",0,"planning"
"91421cc4-3aa8-4753-8ae3-b8f2aa176f03","net_num_units",0,"planning"
