id,num_units_completed,date_completed,data_source,units_completed_without_blanks
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2016-10-07 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2016-10-25 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2015-08-05 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2016-10-25 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2015-11-23 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2015-11-19 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2016-11-15 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2015-11-06 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2015-05-28 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2015-11-06 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2016-10-26 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2016-05-06 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2016-05-26 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2016-05-18 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2015-05-13 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2015-08-13 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2015-05-29 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2016-10-26 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2015-05-29 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2015-05-29 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2016-10-18 00:00:00.000,"dbi",1
"3cc01881-2331-4deb-86f0-b4431d39ce19",1,2015-08-20 00:00:00.000,"dbi",1
