CustomerJourneyId,SegmentId
"5d00bc2a-5fcf-e711-a94d-000d3a36cc30",""
"70d2a43d-3eb2-e811-a97b-000d3a36cc30",""
"09942dbe-954f-e911-a82a-000d3a4e6483","5d218f82-934f-e911-a82a-000d3a4e6483"
"c9c6c844-984f-e911-a82a-000d3a4e6483","5d218f82-934f-e911-a82a-000d3a4e6483"
"031c26ac-984f-e911-a82a-000d3a4e6483","5d218f82-934f-e911-a82a-000d3a4e6483"
"a2301529-a44f-e911-a82a-000d3a4e6483","5d218f82-934f-e911-a82a-000d3a4e6483"
"10fa760b-a54f-e911-a82a-000d3a4e6483","3fb0bfb2-a34f-e911-a82a-000d3a4e6483"
"eb078049-a54f-e911-a82a-000d3a4e6483","bca6c1b6-914f-e911-a82a-000d3a4e6483"
"10bd036c-ae4f-e911-a82a-000d3a4e6483","084934d5-ad4f-e911-a82a-000d3a4e6483"
"c3efa484-ae4f-e911-a82a-000d3a4e6483","5b468adb-ad4f-e911-a82a-000d3a4e6483"
"b203c0ef-b24f-e911-a82a-000d3a4e6483","084934d5-ad4f-e911-a82a-000d3a4e6483"
"c5464017-ce4f-e911-a82a-000d3a4e6483","9e24f073-ce4f-e911-a82a-000d3a4e6483"
"3f773eb9-d54f-e911-a82a-000d3a4e6483","60bdbbd0-b24f-e911-a82a-000d3a4e6483"
"13902210-5e50-e911-a82a-000d3a4e6483","7dbcbcdb-5a50-e911-a82a-000d3a4e6483"
"13902210-5e50-e911-a82a-000d3a4e6483","7dbcbcdb-5a50-e911-a82a-000d3a4e6483"
"cec22fe3-6a50-e911-a82a-000d3a4e6483","48ef149f-6950-e911-a82a-000d3a4e6483"
"665ac06c-6b50-e911-a82a-000d3a4e6483","48ef149f-6950-e911-a82a-000d3a4e6483"
"a3b58b31-6e50-e911-a82a-000d3a4e6483","da360ac0-6d50-e911-a82a-000d3a4e6483"
"5325b9da-7050-e911-a82a-000d3a4e6483","da360ac0-6d50-e911-a82a-000d3a4e6483"
"d5f25a68-7550-e911-a82a-000d3a4e6483","31194aa1-7350-e911-a82a-000d3a4e6483"
"8623f871-8050-e911-a82b-000d3a4e6483","5d218f82-934f-e911-a82a-000d3a4e6483"
"b0ba8fd4-8250-e911-a82b-000d3a4e6483","5d218f82-934f-e911-a82a-000d3a4e6483"
"118de4a8-8350-e911-a82b-000d3a4e6483","5d218f82-934f-e911-a82a-000d3a4e6483"
"bb15364a-8850-e911-a82b-000d3a4e6483","f0398196-8750-e911-a82b-000d3a4e6483"
"d2558090-8950-e911-a82b-000d3a4e6483","990a0077-6850-e911-a82a-000d3a4e6483"
"54de98e4-8950-e911-a82b-000d3a4e6483",""
"8a2e2d1a-9350-e911-a82b-000d3a4e6483","5d218f82-934f-e911-a82a-000d3a4e6483"
"206dfafb-9550-e911-a82b-000d3a4e6483","5fc6bdaf-aa4f-e911-a833-000d3a4e6cff"
"737725ca-9b50-e911-a82b-000d3a4e6483","81dc75d6-aa4f-e911-a833-000d3a4e6cff"
"2c080900-4b51-e911-a82b-000d3a4e6483","81dc75d6-aa4f-e911-a833-000d3a4e6cff"
"de84699e-eb51-e911-a82b-000d3a4e6483","23c295bb-ad4f-e911-a833-000d3a4e6cff"
"a718ebc2-0852-e911-a82c-000d3a4e6483","0371f88e-0752-e911-a82c-000d3a4e6483"
"a5d91e3b-0b52-e911-a82c-000d3a4e6483","0371f88e-0752-e911-a82c-000d3a4e6483"
"3ece935d-5552-e911-a82c-000d3a4e6483","0dc70b16-5452-e911-a82c-000d3a4e6483"
"af9e7f1b-ae4f-e911-a833-000d3a4e6cff","0188538b-ad4f-e911-a833-000d3a4e6cff"
"d6ef5f5d-ae4f-e911-a833-000d3a4e6cff","68d1a69d-ad4f-e911-a833-000d3a4e6cff"
"ad99c746-af4f-e911-a833-000d3a4e6cff","88515a09-ae4f-e911-a833-000d3a4e6cff"
"9e632d79-af4f-e911-a833-000d3a4e6cff","23c295bb-ad4f-e911-a833-000d3a4e6cff"
"2d961f3a-b74f-e911-a833-000d3a4e6cff","c7915edc-b34f-e911-a833-000d3a4e6cff"
"ea6147ec-bb4f-e911-a833-000d3a4e6cff","aa71bbb9-ba4f-e911-a833-000d3a4e6cff"
"032add1a-a050-e911-a834-000d3a4e6cff","e05c0746-9d50-e911-a834-000d3a4e6cff"
"11979029-3951-e911-a834-000d3a4e6cff","5d218f82-934f-e911-a82a-000d3a4e6483"
"bb0af35a-3d51-e911-a834-000d3a4e6cff","eb92ba33-3b51-e911-a834-000d3a4e6cff"
"2bac3170-4251-e911-a834-000d3a4e6cff","eb92ba33-3b51-e911-a834-000d3a4e6cff"
"60aba989-8251-e911-a834-000d3a4e6cff","5ba0ab5e-8251-e911-a834-000d3a4e6cff"
"9a188a6e-8651-e911-a834-000d3a4e6cff","5ba0ab5e-8251-e911-a834-000d3a4e6cff"
"f4ae2030-0952-e911-a835-000d3a4e6cff","0371f88e-0752-e911-a82c-000d3a4e6483"
"b4fe3f79-0e52-e911-a835-000d3a4e6cff","059885fc-0c52-e911-a835-000d3a4e6cff"
"45938075-0f52-e911-a835-000d3a4e6cff","059885fc-0c52-e911-a835-000d3a4e6cff"
"9f5d7111-4452-e911-a835-000d3a4e6cff","61c978d8-4252-e911-a835-000d3a4e6cff"
"732630a4-4852-e911-a835-000d3a4e6cff","5039b545-4852-e911-a835-000d3a4e6cff"
