DateKey,YearNumber,MonthNumber,MonthName,DayNumber,DayName,Quarter
2015-07-01 00:00:00.000,2015,7,"July",1,"Wednesday","Q3"
2015-07-02 00:00:00.000,2015,7,"July",2,"Thursday","Q3"
2015-07-03 00:00:00.000,2015,7,"July",3,"Friday","Q3"
2015-07-04 00:00:00.000,2015,7,"July",4,"Saturday","Q3"
2015-07-05 00:00:00.000,2015,7,"July",5,"Sunday","Q3"
2015-07-06 00:00:00.000,2015,7,"July",6,"Monday","Q3"
2015-07-07 00:00:00.000,2015,7,"July",7,"Tuesday","Q3"
2015-07-08 00:00:00.000,2015,7,"July",8,"Wednesday","Q3"
2015-07-09 00:00:00.000,2015,7,"July",9,"Thursday","Q3"
2015-07-10 00:00:00.000,2015,7,"July",10,"Friday","Q3"
2015-07-11 00:00:00.000,2015,7,"July",11,"Saturday","Q3"
2015-07-12 00:00:00.000,2015,7,"July",12,"Sunday","Q3"
2015-07-13 00:00:00.000,2015,7,"July",13,"Monday","Q3"
2015-07-14 00:00:00.000,2015,7,"July",14,"Tuesday","Q3"
2015-07-15 00:00:00.000,2015,7,"July",15,"Wednesday","Q3"
2015-07-16 00:00:00.000,2015,7,"July",16,"Thursday","Q3"
2015-07-17 00:00:00.000,2015,7,"July",17,"Friday","Q3"
2015-07-18 00:00:00.000,2015,7,"July",18,"Saturday","Q3"
2015-07-19 00:00:00.000,2015,7,"July",19,"Sunday","Q3"
2015-07-20 00:00:00.000,2015,7,"July",20,"Monday","Q3"
2015-07-21 00:00:00.000,2015,7,"July",21,"Tuesday","Q3"
2015-07-22 00:00:00.000,2015,7,"July",22,"Wednesday","Q3"
2015-07-23 00:00:00.000,2015,7,"July",23,"Thursday","Q3"
2015-07-24 00:00:00.000,2015,7,"July",24,"Friday","Q3"
2015-07-25 00:00:00.000,2015,7,"July",25,"Saturday","Q3"
2015-07-26 00:00:00.000,2015,7,"July",26,"Sunday","Q3"
2015-07-27 00:00:00.000,2015,7,"July",27,"Monday","Q3"
2015-07-28 00:00:00.000,2015,7,"July",28,"Tuesday","Q3"
2015-07-29 00:00:00.000,2015,7,"July",29,"Wednesday","Q3"
2015-07-30 00:00:00.000,2015,7,"July",30,"Thursday","Q3"
2015-07-31 00:00:00.000,2015,7,"July",31,"Friday","Q3"
2016-07-01 00:00:00.000,2016,7,"July",1,"Friday","Q3"
2016-07-02 00:00:00.000,2016,7,"July",2,"Saturday","Q3"
2016-07-03 00:00:00.000,2016,7,"July",3,"Sunday","Q3"
2016-07-04 00:00:00.000,2016,7,"July",4,"Monday","Q3"
2016-07-05 00:00:00.000,2016,7,"July",5,"Tuesday","Q3"
2016-07-06 00:00:00.000,2016,7,"July",6,"Wednesday","Q3"
2016-07-07 00:00:00.000,2016,7,"July",7,"Thursday","Q3"
2016-07-08 00:00:00.000,2016,7,"July",8,"Friday","Q3"
2016-07-09 00:00:00.000,2016,7,"July",9,"Saturday","Q3"
2016-07-10 00:00:00.000,2016,7,"July",10,"Sunday","Q3"
2016-07-11 00:00:00.000,2016,7,"July",11,"Monday","Q3"
2016-07-12 00:00:00.000,2016,7,"July",12,"Tuesday","Q3"
2016-07-13 00:00:00.000,2016,7,"July",13,"Wednesday","Q3"
2016-07-14 00:00:00.000,2016,7,"July",14,"Thursday","Q3"
2016-07-15 00:00:00.000,2016,7,"July",15,"Friday","Q3"
2016-07-16 00:00:00.000,2016,7,"July",16,"Saturday","Q3"
2016-07-17 00:00:00.000,2016,7,"July",17,"Sunday","Q3"
2016-07-18 00:00:00.000,2016,7,"July",18,"Monday","Q3"
2016-07-19 00:00:00.000,2016,7,"July",19,"Tuesday","Q3"
2016-07-20 00:00:00.000,2016,7,"July",20,"Wednesday","Q3"
2016-07-21 00:00:00.000,2016,7,"July",21,"Thursday","Q3"
2016-07-22 00:00:00.000,2016,7,"July",22,"Friday","Q3"
2016-07-23 00:00:00.000,2016,7,"July",23,"Saturday","Q3"
2016-07-24 00:00:00.000,2016,7,"July",24,"Sunday","Q3"
2016-07-25 00:00:00.000,2016,7,"July",25,"Monday","Q3"
2016-07-26 00:00:00.000,2016,7,"July",26,"Tuesday","Q3"
2016-07-27 00:00:00.000,2016,7,"July",27,"Wednesday","Q3"
2016-07-28 00:00:00.000,2016,7,"July",28,"Thursday","Q3"
2016-07-29 00:00:00.000,2016,7,"July",29,"Friday","Q3"
2016-07-30 00:00:00.000,2016,7,"July",30,"Saturday","Q3"
2016-07-31 00:00:00.000,2016,7,"July",31,"Sunday","Q3"
2017-07-01 00:00:00.000,2017,7,"July",1,"Saturday","Q3"
2017-07-02 00:00:00.000,2017,7,"July",2,"Sunday","Q3"
2017-07-03 00:00:00.000,2017,7,"July",3,"Monday","Q3"
2017-07-04 00:00:00.000,2017,7,"July",4,"Tuesday","Q3"
2017-07-05 00:00:00.000,2017,7,"July",5,"Wednesday","Q3"
2017-07-06 00:00:00.000,2017,7,"July",6,"Thursday","Q3"
2017-07-07 00:00:00.000,2017,7,"July",7,"Friday","Q3"
2017-07-08 00:00:00.000,2017,7,"July",8,"Saturday","Q3"
2017-07-09 00:00:00.000,2017,7,"July",9,"Sunday","Q3"
2017-07-10 00:00:00.000,2017,7,"July",10,"Monday","Q3"
2017-07-11 00:00:00.000,2017,7,"July",11,"Tuesday","Q3"
2017-07-12 00:00:00.000,2017,7,"July",12,"Wednesday","Q3"
2017-07-13 00:00:00.000,2017,7,"July",13,"Thursday","Q3"
2017-07-14 00:00:00.000,2017,7,"July",14,"Friday","Q3"
2017-07-15 00:00:00.000,2017,7,"July",15,"Saturday","Q3"
2017-07-16 00:00:00.000,2017,7,"July",16,"Sunday","Q3"
2017-07-17 00:00:00.000,2017,7,"July",17,"Monday","Q3"
2017-07-18 00:00:00.000,2017,7,"July",18,"Tuesday","Q3"
2017-07-19 00:00:00.000,2017,7,"July",19,"Wednesday","Q3"
2017-07-20 00:00:00.000,2017,7,"July",20,"Thursday","Q3"
2017-07-21 00:00:00.000,2017,7,"July",21,"Friday","Q3"
2017-07-22 00:00:00.000,2017,7,"July",22,"Saturday","Q3"
2017-07-23 00:00:00.000,2017,7,"July",23,"Sunday","Q3"
2017-07-24 00:00:00.000,2017,7,"July",24,"Monday","Q3"
2017-07-25 00:00:00.000,2017,7,"July",25,"Tuesday","Q3"
2017-07-26 00:00:00.000,2017,7,"July",26,"Wednesday","Q3"
2017-07-27 00:00:00.000,2017,7,"July",27,"Thursday","Q3"
2017-07-28 00:00:00.000,2017,7,"July",28,"Friday","Q3"
2017-07-29 00:00:00.000,2017,7,"July",29,"Saturday","Q3"
2017-07-30 00:00:00.000,2017,7,"July",30,"Sunday","Q3"
2017-07-31 00:00:00.000,2017,7,"July",31,"Monday","Q3"
2018-07-01 00:00:00.000,2018,7,"July",1,"Sunday","Q3"
2018-07-02 00:00:00.000,2018,7,"July",2,"Monday","Q3"
2018-07-03 00:00:00.000,2018,7,"July",3,"Tuesday","Q3"
2018-07-04 00:00:00.000,2018,7,"July",4,"Wednesday","Q3"
2018-07-05 00:00:00.000,2018,7,"July",5,"Thursday","Q3"
2018-07-06 00:00:00.000,2018,7,"July",6,"Friday","Q3"
2018-07-07 00:00:00.000,2018,7,"July",7,"Saturday","Q3"
2018-07-08 00:00:00.000,2018,7,"July",8,"Sunday","Q3"
2018-07-09 00:00:00.000,2018,7,"July",9,"Monday","Q3"
2018-07-10 00:00:00.000,2018,7,"July",10,"Tuesday","Q3"
2018-07-11 00:00:00.000,2018,7,"July",11,"Wednesday","Q3"
2018-07-12 00:00:00.000,2018,7,"July",12,"Thursday","Q3"
2018-07-13 00:00:00.000,2018,7,"July",13,"Friday","Q3"
2018-07-14 00:00:00.000,2018,7,"July",14,"Saturday","Q3"
2018-07-15 00:00:00.000,2018,7,"July",15,"Sunday","Q3"
2018-07-16 00:00:00.000,2018,7,"July",16,"Monday","Q3"
2018-07-17 00:00:00.000,2018,7,"July",17,"Tuesday","Q3"
2018-07-18 00:00:00.000,2018,7,"July",18,"Wednesday","Q3"
2018-07-19 00:00:00.000,2018,7,"July",19,"Thursday","Q3"
2018-07-20 00:00:00.000,2018,7,"July",20,"Friday","Q3"
