FileSystemObjectType,Id,ServerRedirectedEmbedUri,ServerRedirectedEmbedUrl,ID.1,ContentTypeId,Title,Modified,Created,AuthorId,EditorId,OData__UIVersionString,Attachments,GUID,ComplianceAssetId,Codigo,SERVICIOBRINDADO,Cliente,Nombredelsupervisor,No.vuelo,Tipodeaeronave,Matricula,Fecha,Tipodeservicio,Cantidad,HoradeInicio,HoraFinal,AT,ANULADO,Tamaño,Departamento,ARRIBODELVUELO,SALIDADELVUELO,REALDEARRIBODELVUELO,REALDESALIDADELVUELO,Observaciones,Division,Cancelado,Dia,Mes,Year,CodigoUnico
"0","4639","","","4639","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","3","1/3/2022 4:14:28 PM","1/2/2022 2:24:10 AM","170","158","3.0","FALSE","b965d043-28e1-4bf3-aa9f-39f58eaf5cd1","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","SILAS ALVARENGA","N/A","N/A","N/A","01/Enero/2022","Servicio","1","00:00","23:59","","TRUE","","CGO","00:00","00:00","00:00","00:00","OS-14169","CGO","FALSO","1","Enero","2022","103584"
"0","4640","","","4640","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","4","1/3/2022 4:19:18 PM","1/2/2022 8:37:48 AM","170","158","2.0","FALSE","d54e8393-27dd-4cd5-bfb0-a4664c664b30","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","SILAS ALVARENGA","N/A","N/A","N/A","02/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","OS-14170","CGO","FALSO","2","Enero","2022","32327"
"0","4646","","","4646","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","7","1/3/2022 4:25:55 PM","1/2/2022 4:00:56 PM","170","158","2.0","FALSE","dace2bc4-ec0c-4dd0-bd9b-b506f222ecb5","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","SILAS ALVARENGA","N/A","N/A","N/A","01/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","OS física 14169","CGO","FALSO","1","Enero","2022","33672"
"0","4682","","","4682","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","30","1/4/2022 3:41:50 AM","1/4/2022 2:52:41 AM","172","172","2.0","FALSE","d51500ef-d974-45ae-8834-44da724ebe9d","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","03/Enero/2022","Servicio","1","00:00","23:59","","TRUE","","CGO","00:00","00:00","00:00","00:00","","CGO","FALSO","3","Enero","2022","2419"
"0","4683","","","4683","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","31","1/4/2022 3:44:03 AM","1/4/2022 3:44:03 AM","172","172","1.0","FALSE","f7d3d20f-98c0-457c-9714-bcb8c699c65a","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","03/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","os14194","CGO","FALSO","3","Enero","2022","985"
"0","4686","","","4686","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","32","1/4/2022 6:56:31 AM","1/4/2022 6:56:31 AM","172","172","1.0","FALSE","b8386132-397b-46df-a52c-213aa3ab1fdc","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","04/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","OS 14195","CGO","FALSO","4","Enero","2022","2595"
"0","4712","","","4712","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","47","1/5/2022 8:45:29 AM","1/5/2022 8:45:29 AM","171","171","1.0","FALSE","f01affab-c404-46bb-9f63-06360a9c77e9","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","MARLO GARCIA","N/A","N/A","N/A","05/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","OS 14212","CGO","FALSO","5","Enero","2022","473"
"0","4743","","","4743","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","65","1/6/2022 8:03:29 AM","1/6/2022 8:03:29 AM","171","171","1.0","FALSE","edc063a7-17f0-4841-86ba-a1e87fc13a10","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","MARLO GARCIA","N/A","N/A","N/A","06/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","OS 14231","CGO","FALSO","6","Enero","2022","523"
"0","4776","","","4776","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","83","1/7/2022 7:56:20 AM","1/7/2022 7:56:20 AM","173","173","1.0","FALSE","e8bb90e4-000d-482d-9df2-d4199b82a215","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","SILAS ALVARENGA","N/A","N/A","N/A","07/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","OS-14249","CGO","FALSO","7","Enero","2022","2835"
"0","4817","","","4817","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","105","1/8/2022 8:23:49 AM","1/8/2022 8:23:49 AM","171","171","1.0","FALSE","81e283e1-eca2-4315-90cf-b815d1ace1c7","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","MARLO GARCIA","N/A","N/A","N/A","08/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","OS 14269","CGO","FALSO","8","Enero","2022","888"
