FileSystemObjectType,Id,ServerRedirectedEmbedUri,ServerRedirectedEmbedUrl,ID.1,ContentTypeId,Title,Modified,Created,AuthorId,EditorId,OData__UIVersionString,Attachments,GUID,ComplianceAssetId,Desc,QUANTITY,DOCUMENT,AT,No Vuelo,Tipo AeroNave,Matricula,Cliente,Fecha,ID OS,NOVUELO,FColLaats,FrecibeCele,FAutoriza,F!,FAMSERVICIO,Anulado,Price,Currency,Total,Departamento,Observaciones,Dia,Mes,Year,CodigoUnico
"0","954","","","954","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","164","4/11/2022 6:47:50 PM","5/24/2021 4:04:09 PM","159","158","1.0","FALSE","864347ca-8c67-400e-92f7-b50e8f7d04c6","","Custom Clearance - CIQ (Customs Immigration Quarantine)","1","","","XA-EZI","CL30","XA-EZI","Aerotomza S.A DE C.V.","5 mayo 2021","69","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","956","","","956","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","167","4/11/2022 6:47:50 PM","5/24/2021 4:04:11 PM","159","158","1.0","FALSE","f62a8129-8259-4a1b-82a1-fd1a973df637","","Parking Charges Overnight","1","","","XA-EZI","CL30","XA-EZI","Aerotomza S.A DE C.V.","5 mayo 2021","69","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","957","","","957","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","168","4/11/2022 6:47:50 PM","5/24/2021 4:04:12 PM","159","158","1.0","FALSE","5cc084b7-b6ea-4339-b5aa-10a4789140a6","","Passenger Charges","1","","","XA-EZI","CL30","XA-EZI","Aerotomza S.A DE C.V.","5 mayo 2021","69","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","960","","","960","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","177","4/11/2022 6:47:50 PM","5/24/2021 4:04:17 PM","159","158","1.0","FALSE","f911b0db-4f16-4691-bd63-fcff6af45953","","Landing Permit - Arrangement","1","","","XA-EZI","CL30","XA-EZI","Aerotomza S.A DE C.V.","5 mayo 2021","69","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","961","","","961","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","206","4/11/2022 6:47:50 PM","5/24/2021 4:04:18 PM","159","158","1.0","FALSE","0cd8a2a8-ccfb-4301-9dc4-ddf8ff377046","","Handling Fees / Large bussines JET","1","","","XA-EZI","CL30","XA-EZI","Aerotomza S.A DE C.V.","5 mayo 2021","69","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","963","","","963","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","172","4/11/2022 6:47:50 PM","5/24/2021 4:08:05 PM","159","158","1.0","FALSE","47faf60b-6a03-4851-b54a-6d2fd369dacf","","Quarantine services (Spraying)","1","","","XA-EZI","CL30","XA-EZI","Aerotomza S.A DE C.V.","5 mayo 2021","70","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","964","","","964","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","173","4/11/2022 6:47:50 PM","5/24/2021 4:08:08 PM","159","158","1.0","FALSE","3a5b45d3-d16c-4ee9-9272-d1fbff9c17e0","","Quarantine services (Inspecction)","1","","","XA-EZI","CL30","XA-EZI","Aerotomza S.A DE C.V.","5 mayo 2021","70","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","965","","","965","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","164","4/11/2022 6:47:50 PM","5/24/2021 4:08:09 PM","159","158","1.0","FALSE","6d6a6211-cf6e-484e-8adb-4e8a59276810","","Custom Clearance - CIQ (Customs Immigration Quarantine)","1","","","XA-EZI","CL30","XA-EZI","Aerotomza S.A DE C.V.","5 mayo 2021","70","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","966","","","966","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","177","4/11/2022 6:47:50 PM","5/24/2021 4:08:10 PM","159","158","1.0","FALSE","515f0fb7-3a8c-40bb-85ee-51af3e80a9f3","","Landing Permit - Arrangement","1","","","XA-EZI","CL30","XA-EZI","Aerotomza S.A DE C.V.","5 mayo 2021","70","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","967","","","967","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","206","4/11/2022 6:47:50 PM","5/24/2021 4:08:11 PM","159","158","1.0","FALSE","85cc234e-6ae0-494d-a9a3-fae7874e778a","","Handling Fees / Large bussines JET","1","","","XA-EZI","CL30","XA-EZI","Aerotomza S.A DE C.V.","5 mayo 2021","70","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","968","","","968","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","164","4/18/2022 6:25:21 PM","5/24/2021 5:15:51 PM","159","158","1.0","FALSE","04b0e318-9190-44e3-99c6-9f29c7896233","","Custom Clearance - CIQ (Customs Immigration Quarantine)","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","5 mayo 2021","71","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","970","","","970","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","167","4/18/2022 6:25:21 PM","5/24/2021 5:15:54 PM","159","158","1.0","FALSE","683b43a9-6538-42a5-9d27-9cd40a187f1c","","Parking Charges Overnight","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","5 mayo 2021","71","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","974","","","974","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","174","4/18/2022 6:25:21 PM","5/24/2021 5:15:59 PM","159","158","1.0","FALSE","6c1ab3b7-7885-4d5c-b251-f8eebc5dffc1","","Catering","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","5 mayo 2021","71","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","975","","","975","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","179","4/18/2022 6:25:21 PM","5/24/2021 5:16:02 PM","159","158","1.0","FALSE","7949eb6c-9aae-41dc-9715-c747ba02be3f","","Security - Aircraft","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","5 mayo 2021","71","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","976","","","976","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","200","4/18/2022 6:25:21 PM","5/24/2021 5:16:05 PM","159","158","1.0","FALSE","dcad3b76-9ea2-477e-af10-27efd4ee3ce8","","Lavatory Services","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","5 mayo 2021","71","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","977","","","977","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","201","4/18/2022 6:25:21 PM","5/24/2021 5:16:06 PM","159","158","1.0","FALSE","4ba432cc-4dfc-46bb-bcd1-3640e3223bfa","","Potable Water Service","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","5 mayo 2021","71","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","978","","","978","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","205","4/18/2022 6:25:21 PM","5/24/2021 5:16:08 PM","159","158","1.0","FALSE","d7c60869-0293-4f88-bfe3-4fbd54de25ec","","Handling Fees / Super large and long range JETS","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","5 mayo 2021","71","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","979","","","979","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","122.1","4/18/2022 6:25:21 PM","5/24/2021 5:16:09 PM","159","158","1.0","FALSE","01857623-0e9c-4ccd-8e6c-08303deb8d46","","Air Navigation Fees","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","5 mayo 2021","71","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","980","","","980","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","122.2","4/18/2022 6:25:21 PM","5/24/2021 5:16:10 PM","159","158","1.0","FALSE","7701c5b1-7963-47ae-b778-ff5a87017d7a","","Parking Fees","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","5 mayo 2021","71","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","981","","","981","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","122.3","4/18/2022 6:25:21 PM","5/24/2021 5:16:12 PM","159","158","1.0","FALSE","8dd8a6cd-1e5e-4922-a10f-5bc32a15e630","","Airport ATC Services","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","5 mayo 2021","71","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","982","","","982","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","122.4","4/18/2022 6:25:21 PM","5/24/2021 5:16:13 PM","159","158","1.0","FALSE","f2d27159-4629-4274-8f66-8cfb3bc81882","","Aircraft Movements","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","5 mayo 2021","71","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","983","","","983","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","122.5","4/18/2022 6:25:21 PM","5/24/2021 5:16:14 PM","159","158","1.0","FALSE","d28050c7-e3e4-4f2a-bc81-20a7ca28c271","","Immigration","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","5 mayo 2021","71","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","984","","","984","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","122.6","4/18/2022 6:25:21 PM","5/24/2021 5:16:15 PM","159","158","1.0","FALSE","eb713565-d513-4a68-ab0a-89a4fb1620df","","Percent service charge","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","5 mayo 2021","71","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","985","","","985","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","122.1","4/11/2022 8:29:24 PM","5/24/2021 5:19:05 PM","159","158","1.0","FALSE","6bcdcfb5-52db-4179-9b9a-62832d053fdc","","Handling MGSJ","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","5 mayo 2021","72","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","986","","","986","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","122.2","4/11/2022 8:29:24 PM","5/24/2021 5:19:07 PM","159","158","1.0","FALSE","705b991d-fae8-4df1-89d9-e152a592034b","","Parking Fees MGSJ","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","5 mayo 2021","72","","","","","","","FALSE","","DOLLAR","0","","","","","",""
"0","987","","","987","0x01009CA9342885E2214485D92DA9B512BA8300F6E7764C656ED14F949202AD63DDAEEE","164","4/11/2022 8:29:24 PM","5/24/2021 5:24:16 PM","159","158","1.0","FALSE","610f3080-3275-4068-9984-fde8ea498dcb","","Custom Clearance - CIQ (Customs Immigration Quarantine)","1","","","XA-JZL","CL60","XA-JZL","Servicios Aeronauticos zeta S.A. de C.V","9 mayo 2021","73","","","","","","","FALSE","","DOLLAR","0","","","","","",""
