Date,Value,IndexID
2022-01-01 00:00:00.000,19735.895,1
2021-10-01 00:00:00.000,19806.29,1
2022-01-01 00:00:00.000,13911.546,2
2022-01-01 00:00:00.000,2194.023,3
2022-01-01 00:00:00.000,120.081,4
2022-01-01 00:00:00.000,3925.271,5
2022-01-01 00:00:00.000,-1541.745,6
2022-01-01 00:00:00.000,3335.784,7
2022-01-01 00:00:00.000,19495.526,8
2022-01-01 00:00:00.000,21154.988,9
2022-01-01 00:00:00.000,20909.986,10
2021-10-01 00:00:00.000,13818.356,2
2021-10-01 00:00:00.000,2171.9,3
2021-10-01 00:00:00.000,118.062,4
2021-10-01 00:00:00.000,3903.047,5
2021-10-01 00:00:00.000,-1350.148,6
2021-10-01 00:00:00.000,3359.01,7
2021-10-01 00:00:00.000,19524.288,8
2021-10-01 00:00:00.000,21064.641,9
2021-10-01 00:00:00.000,20777.725,10
2021-07-01 00:00:00.000,19478.893,1
2021-07-01 00:00:00.000,13732.408,2
2021-07-01 00:00:00.000,2158.549,3
2021-07-01 00:00:00.000,116.257,4
2021-07-01 00:00:00.000,3609.693,5
2021-07-01 00:00:00.000,-1316.552,6
2021-07-01 00:00:00.000,3381.574,7
2021-07-01 00:00:00.000,19453.436,8
2021-07-01 00:00:00.000,20716.448,9
2021-07-01 00:00:00.000,20691.754,10
2021-04-01 00:00:00.000,19368.31,1
2021-04-01 00:00:00.000,13665.61,2
2021-04-01 00:00:00.000,2316.247,3
2021-04-01 00:00:00.000,114.753,4
2021-04-01 00:00:00.000,3506.014,5
2021-04-01 00:00:00.000,-1244.534,6
2021-04-01 00:00:00.000,3373.765,7
2021-04-01 00:00:00.000,19449.27,8
2021-04-01 00:00:00.000,20540.901,9
2021-04-01 00:00:00.000,20625.136,10
2021-01-01 00:00:00.000,19055.655,1
2021-01-01 00:00:00.000,13282.685,2
2021-01-01 00:00:00.000,2253.523,3
2021-01-01 00:00:00.000,112.97,4
2021-01-01 00:00:00.000,3541.305,5
2021-01-01 00:00:00.000,-1226.098,6
2021-01-01 00:00:00.000,3390.921,7
2021-01-01 00:00:00.000,19076.12,8
2021-01-01 00:00:00.000,20211.11,9
2021-01-01 00:00:00.000,20233.558,10
2020-10-01 00:00:00.000,18767.778,1
2020-10-01 00:00:00.000,12927.913,2
2020-10-01 00:00:00.000,2036.414,3
2020-10-01 00:00:00.000,111.91,4
2020-10-01 00:00:00.000,3561.893,5
2020-10-01 00:00:00.000,-1132.818,6
2020-10-01 00:00:00.000,3356.03,7
2020-10-01 00:00:00.000,18664.756,8
2020-10-01 00:00:00.000,19841.688,9
2020-10-01 00:00:00.000,19738.318,10
2020-07-01 00:00:00.000,18560.774,1
2020-07-01 00:00:00.000,12820.786,2
2020-07-01 00:00:00.000,2030.598,3
2020-07-01 00:00:00.000,111.49,4
2020-07-01 00:00:00.000,3370.975,5
2020-07-01 00:00:00.000,-1021.264,6
2020-07-01 00:00:00.000,3360.238,7
2020-07-01 00:00:00.000,18507.962,8
2020-07-01 00:00:00.000,19551.037,9
2020-07-01 00:00:00.000,19498.924,10
2020-04-01 00:00:00.000,17258.205,1
2020-04-01 00:00:00.000,11756.399,2
2020-04-01 00:00:00.000,1731.768,3
2020-04-01 00:00:00.000,110.491,4
2020-04-01 00:00:00.000,2901.934,5
2020-04-01 00:00:00.000,-774.783,6
2020-04-01 00:00:00.000,3378.132,7
2020-04-01 00:00:00.000,17470.981,8
2020-04-01 00:00:00.000,18046.076,9
2020-04-01 00:00:00.000,18264.401,10
2020-01-01 00:00:00.000,18951.992,1
2020-01-01 00:00:00.000,13014.489,2
2020-01-01 00:00:00.000,1738.331,3
2020-01-01 00:00:00.000,110.946,4
2020-01-01 00:00:00.000,3430.09,5
2020-01-01 00:00:00.000,-841.877,6
2020-01-01 00:00:00.000,3346.322,7
2020-01-01 00:00:00.000,18940.096,8
2020-01-01 00:00:00.000,19787.637,9
2020-01-01 00:00:00.000,19777.406,10
2019-10-01 00:00:00.000,19202.31,1
2019-10-01 00:00:00.000,13248.981,2
2019-10-01 00:00:00.000,1794.66,3
2019-10-01 00:00:00.000,110.604,4
2019-10-01 00:00:00.000,3477.123,5
2019-10-01 00:00:00.000,-847.577,6
2019-10-01 00:00:00.000,3316.263,7
2019-10-01 00:00:00.000,19164.406,8
2019-10-01 00:00:00.000,20036.937,9
2019-10-01 00:00:00.000,20000.244,10
2019-07-01 00:00:00.000,19112.653,1
2019-07-01 00:00:00.000,13192.261,2
2019-07-01 00:00:00.000,1773.106,3
2019-07-01 00:00:00.000,110.136,4
2019-07-01 00:00:00.000,3535.93,5
2019-07-01 00:00:00.000,-931.485,6
2019-07-01 00:00:00.000,3291.711,7
2019-07-01 00:00:00.000,19027.141,8
2019-07-01 00:00:00.000,20013.243,9
2019-07-01 00:00:00.000,19927.969,10
2019-04-01 00:00:00.000,18982.528,1
2019-04-01 00:00:00.000,13088.759,2
2019-04-01 00:00:00.000,1737.471,3
2019-04-01 00:00:00.000,109.833,4
2019-04-01 00:00:00.000,3525.994,5
2019-04-01 00:00:00.000,-935.299,6
2019-04-01 00:00:00.000,3274.933,7
2019-04-01 00:00:00.000,18881.358,8
2019-04-01 00:00:00.000,19883.148,9
2019-04-01 00:00:00.000,19781.931,10
2019-01-01 00:00:00.000,18833.195,1
2019-01-01 00:00:00.000,12975.144,2
2019-01-01 00:00:00.000,1693.555,3
2019-01-01 00:00:00.000,109.097,4
2019-01-01 00:00:00.000,3503.439,5
2019-01-01 00:00:00.000,-906.694,6
2019-01-01 00:00:00.000,3235.153,7
2019-01-01 00:00:00.000,18704.833,8
2019-01-01 00:00:00.000,19706.881,9
2019-01-01 00:00:00.000,19578.03,10
2018-10-01 00:00:00.000,18721.281,1
2018-10-01 00:00:00.000,12955.501,2
2018-10-01 00:00:00.000,1696.682,3
2018-10-01 00:00:00.000,108.983,4
2018-10-01 00:00:00.000,3449.645,5
2018-10-01 00:00:00.000,-926.485,6
2018-10-01 00:00:00.000,3213.368,7
2018-10-01 00:00:00.000,18615.761,8
2018-10-01 00:00:00.000,19611.779,9
2018-10-01 00:00:00.000,19506.138,10
2018-07-01 00:00:00.000,18679.599,1
2018-07-01 00:00:00.000,12900.579,2
2018-07-01 00:00:00.000,1692.048,3
2018-07-01 00:00:00.000,108.542,4
2018-07-01 00:00:00.000,3430.915,5
