IndexID,Date,Value
12,2021-09-01 00:00:00.000,100.5464
12,2021-08-01 00:00:00.000,101.7713
12,2021-07-01 00:00:00.000,101.8234
12,2021-06-01 00:00:00.000,99.906
12,2021-05-01 00:00:00.000,99.8478
12,2021-04-01 00:00:00.000,99.0437
12,2021-03-01 00:00:00.000,99.7706
12,2021-02-01 00:00:00.000,98.021
12,2021-01-01 00:00:00.000,100.0551
12,2020-12-01 00:00:00.000,98.7286
12,2020-11-01 00:00:00.000,97.2071
12,2020-10-01 00:00:00.000,96.7673
12,2020-09-01 00:00:00.000,96.127
12,2020-08-01 00:00:00.000,97.1051
12,2020-07-01 00:00:00.000,95.8919
12,2020-06-01 00:00:00.000,91.4537
12,2020-05-01 00:00:00.000,84.5301
12,2020-04-01 00:00:00.000,80.3613
12,2020-03-01 00:00:00.000,94.6179
12,2020-02-01 00:00:00.000,99.7711
12,2020-01-01 00:00:00.000,99.3563
12,2019-12-01 00:00:00.000,101.0051
12,2019-11-01 00:00:00.000,101.5381
12,2019-10-01 00:00:00.000,100.0648
12,2019-09-01 00:00:00.000,100.4169
12,2019-08-01 00:00:00.000,101.123
12,2019-07-01 00:00:00.000,100.7279
12,2019-06-01 00:00:00.000,100.9738
12,2019-05-01 00:00:00.000,100.5017
12,2019-04-01 00:00:00.000,100.185
12,2019-03-01 00:00:00.000,101.7626
12,2019-02-01 00:00:00.000,101.4321
12,2019-01-01 00:00:00.000,101.3923
12,2018-12-01 00:00:00.000,102.2975
12,2018-11-01 00:00:00.000,102.379
12,2018-10-01 00:00:00.000,102.5111
12,2018-09-01 00:00:00.000,102.684
12,2018-08-01 00:00:00.000,102.6417
12,2018-07-01 00:00:00.000,101.9243
12,2018-06-01 00:00:00.000,101.9161
12,2018-05-01 00:00:00.000,100.8139
12,2018-04-01 00:00:00.000,103.0192
12,2018-03-01 00:00:00.000,101.5072
12,2018-02-01 00:00:00.000,101.1781
12,2018-01-01 00:00:00.000,101.3632
12,2017-12-01 00:00:00.000,100.9547
12,2017-11-01 00:00:00.000,100.7513
12,2017-10-01 00:00:00.000,101.0113
12,2017-09-01 00:00:00.000,100.2578
12,2017-08-01 00:00:00.000,99.9769
12,2017-07-01 00:00:00.000,100.158
12,2017-06-01 00:00:00.000,100.2619
12,2017-05-01 00:00:00.000,100.6223
12,2017-04-01 00:00:00.000,100.2056
12,2017-03-01 00:00:00.000,98.7933
12,2017-02-01 00:00:00.000,98.0709
12,2017-01-01 00:00:00.000,98.9361
12,2016-12-01 00:00:00.000,99.6881
