Date,Close,Predictions,Symbols
2018-07-09 00:00:00.000,286720,277900,"brk-a"
2018-07-10 00:00:00.000,286385,278121,"brk-a"
2018-07-11 00:00:00.000,288481,278467,"brk-a"
2018-07-12 00:00:00.000,288000,279031,"brk-a"
2018-07-13 00:00:00.000,290000,279617,"brk-a"
2018-07-16 00:00:00.000,289000,280332,"brk-a"
2018-07-17 00:00:00.000,288500,280961,"brk-a"
2018-07-18 00:00:00.000,303210,281444,"brk-a"
2018-07-19 00:00:00.000,299000,283036,"brk-a"
2018-07-20 00:00:00.000,299380,284687,"brk-a"
2018-07-23 00:00:00.000,300230,286283,"brk-a"
2018-07-24 00:00:00.000,300400,287764,"brk-a"
2018-07-25 00:00:00.000,299816,289047,"brk-a"
2018-07-26 00:00:00.000,300501,290048,"brk-a"
2018-07-27 00:00:00.000,302000,290853,"brk-a"
2018-07-30 00:00:00.000,303432,291596,"brk-a"
2018-07-31 00:00:00.000,301550,292346,"brk-a"
2018-08-01 00:00:00.000,301200,292868,"brk-a"
2018-08-02 00:00:00.000,301160,293195,"brk-a"
2018-08-03 00:00:00.000,304671,293381,"brk-a"
2018-08-06 00:00:00.000,311806,293765,"brk-a"
2018-08-07 00:00:00.000,315600,294807,"brk-a"
2018-08-08 00:00:00.000,315300,296403,"brk-a"
2018-08-09 00:00:00.000,315100,298120,"brk-a"
2018-08-10 00:00:00.000,312000,299730,"brk-a"
2018-08-13 00:00:00.000,310230,300865,"brk-a"
2018-08-14 00:00:00.000,310815,301493,"brk-a"
2018-08-15 00:00:00.000,309050,301833,"brk-a"
2018-08-16 00:00:00.000,313000,301826,"brk-a"
2018-08-17 00:00:00.000,313465,301969,"brk-a"
2018-08-20 00:00:00.000,314060,302198,"brk-a"
2018-08-21 00:00:00.000,313725,302506,"brk-a"
2018-08-22 00:00:00.000,312400,302801,"brk-a"
2018-08-23 00:00:00.000,311983,302953,"brk-a"
2018-08-24 00:00:00.000,312850,302985,"brk-a"
2018-08-27 00:00:00.000,316200,303021,"brk-a"
2018-08-28 00:00:00.000,317124,303331,"brk-a"
2018-08-29 00:00:00.000,317505,303822,"brk-a"
2018-08-30 00:00:00.000,317000,304397,"brk-a"
2018-08-31 00:00:00.000,315800,304921,"brk-a"
2018-09-04 00:00:00.000,317250,305269,"brk-a"
2018-09-05 00:00:00.000,319920,305615,"brk-a"
2018-09-06 00:00:00.000,320035,306137,"brk-a"
2018-09-07 00:00:00.000,321700,306702,"brk-a"
2018-09-10 00:00:00.000,322560,307378,"brk-a"
2018-09-11 00:00:00.000,323242,308112,"brk-a"
2018-09-12 00:00:00.000,322340,308861,"brk-a"
2018-09-13 00:00:00.000,321575,309466,"brk-a"
2018-09-14 00:00:00.000,324999,309876,"brk-a"
2018-09-17 00:00:00.000,324575,310428,"brk-a"
2018-09-18 00:00:00.000,327436,310947,"brk-a"
2018-09-19 00:00:00.000,332000,311642,"brk-a"
2018-09-20 00:00:00.000,333415,312730,"brk-a"
2018-09-21 00:00:00.000,331336,314018,"brk-a"
2018-09-24 00:00:00.000,327840,315112,"brk-a"
2018-09-25 00:00:00.000,328500,315717,"brk-a"
2018-09-26 00:00:00.000,324286,316072,"brk-a"
2018-09-27 00:00:00.000,324731,315893,"brk-a"
2018-09-28 00:00:00.000,320000,315505,"brk-a"
2018-10-01 00:00:00.000,321930,314638,"brk-a"
2018-10-02 00:00:00.000,322900,313786,"brk-a"
2018-10-03 00:00:00.000,323878,313090,"brk-a"
2018-10-04 00:00:00.000,327900,312624,"brk-a"
2018-10-05 00:00:00.000,329500,312664,"brk-a"
2018-10-08 00:00:00.000,333337,313087,"brk-a"
2018-10-09 00:00:00.000,335630,313995,"brk-a"
2018-10-10 00:00:00.000,319100,315248,"brk-a"
2018-10-11 00:00:00.000,308000,315175,"brk-a"
2018-10-12 00:00:00.000,310000,313571,"brk-a"
2018-10-15 00:00:00.000,308000,311501,"brk-a"
2018-10-16 00:00:00.000,314750,309167,"brk-a"
2018-10-17 00:00:00.000,315200,307488,"brk-a"
2018-10-18 00:00:00.000,313200,306325,"brk-a"
2018-10-19 00:00:00.000,314477,305401,"brk-a"
2018-10-22 00:00:00.000,309080,304824,"brk-a"
2018-10-23 00:00:00.000,305100,304032,"brk-a"
2018-10-24 00:00:00.000,299995,302896,"brk-a"
2018-10-25 00:00:00.000,302231,301264,"brk-a"
2018-10-26 00:00:00.000,296805,299720,"brk-a"
2018-10-29 00:00:00.000,300000,297891,"brk-a"
2018-10-30 00:00:00.000,305579,296375,"brk-a"
2018-10-31 00:00:00.000,307705,295622,"brk-a"
2018-11-01 00:00:00.000,308366,295518,"brk-a"
