Date,ProductID,CustomerID,SalespersonID,BusinessUnitID,Revenue,Cost,Gross Profit,Scenario
2017-06-23 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2017-07-21 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2017-08-30 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2017-09-28 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2017-10-25 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2017-11-27 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2017-12-21 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2018-01-29 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2018-02-27 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2018-03-29 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2018-04-25 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2018-05-28 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2018-06-27 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2018-07-27 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2018-08-30 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2018-10-25 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2018-11-27 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2018-12-27 00:00:00.000,2892,1710,117,27,55,0,55,"AC"
2016-12-01 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2017-01-26 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2017-02-23 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2017-03-23 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2017-04-25 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2017-05-25 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2017-06-23 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2017-08-30 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2017-09-28 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2017-11-27 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2017-12-21 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2018-01-29 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2018-02-27 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2018-03-29 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2018-04-25 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2018-05-28 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2018-06-27 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2018-07-27 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2018-10-25 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2018-11-27 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2018-12-27 00:00:00.000,2892,1769,117,27,55,0,55,"AC"
2016-01-29 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2016-02-24 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2016-03-24 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2016-04-22 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2016-05-24 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2016-06-23 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2016-07-28 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2016-08-25 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2016-09-29 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2016-10-26 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2016-11-24 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2016-12-23 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2017-01-26 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2017-02-23 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2017-03-23 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2017-04-25 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2017-05-25 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2017-06-23 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2017-07-21 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2017-08-30 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2017-09-28 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2017-10-25 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2017-11-27 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2017-12-21 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2018-01-29 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2018-02-27 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2018-03-29 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2018-04-25 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2018-05-28 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2018-06-27 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2018-07-27 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2018-08-30 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2018-10-25 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2018-11-27 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2018-12-27 00:00:00.000,2892,2132,117,27,55,0,55,"AC"
2016-01-29 00:00:00.000,2892,2357,117,27,55,0,55,"AC"
2016-02-24 00:00:00.000,2892,2357,117,27,55,0,55,"AC"
2016-03-24 00:00:00.000,2892,2357,117,27,55,0,55,"AC"
2016-04-22 00:00:00.000,2892,2357,117,27,55,0,55,"AC"
2016-05-24 00:00:00.000,2892,2357,117,27,55,0,55,"AC"
2016-06-23 00:00:00.000,2892,2357,117,27,55,0,55,"AC"
2016-07-28 00:00:00.000,2892,2357,117,27,55,0,55,"AC"
2016-08-25 00:00:00.000,2892,2357,117,27,55,0,55,"AC"
2016-09-29 00:00:00.000,2892,2357,117,27,55,0,55,"AC"
2016-10-26 00:00:00.000,2892,2357,117,27,55,0,55,"AC"
2016-11-24 00:00:00.000,2892,2357,117,27,55,0,55,"AC"
2016-12-23 00:00:00.000,2892,2357,117,27,55,0,55,"AC"
2017-01-26 00:00:00.000,2892,2357,117,27,55,0,55,"AC"
2017-02-23 00:00:00.000,2892,2357,117,27,55,0,55,"AC"
