id,id_Results,HC,HC (compartimentos)
1,2,0.35960490188109856,0.35000000000000003
2,2,0.48529985378322238,0.45
3,2,0.453869954833334,0.45
4,2,0.76809534000164936,0.75
5,2,0.579565278104113,0.55
6,2,0.61098627965830488,0.60000000000000009
7,2,0.45387076315806779,0.45
8,2,0.51671773573937085,0.5
9,2,0.26534213185184558,0.25
10,2,0.48530169834236214,0.45
11,2,0.48529556234005011,0.45
12,2,0.39103517819840472,0.35000000000000003
13,2,0.5481425296542034,0.5
14,2,0.23392187787579791,0.2
15,2,0.2653432538529531,0.25
16,2,0.42244997850554661,0.4
17,2,0.32818343396008159,0.30000000000000004
18,2,0.29676389196751179,0.25
19,2,0.35960596548924928,0.35000000000000003
20,2,0.39103090321066514,0.35000000000000003
21,2,0.42244793324763619,0.4
22,2,0.359607918529438,0.35000000000000003
23,2,0.42245071108743221,0.4
24,2,0.23391991935666134,0.2
25,2,0.32818640723065196,0.30000000000000004
26,2,0.265339135828829,0.25
27,2,0.6109862579252493,0.60000000000000009
28,2,0.32818748414073756,0.30000000000000004
29,2,0.3596109406610245,0.35000000000000003
30,2,0.39102937858440995,0.35000000000000003
31,2,0.83094096170156151,0.8
32,3,0.8979348407070652,0.85000000000000009
33,3,0.68026166584775127,0.65
34,3,0.47193735168820405,0.45
35,3,0.88116139655194581,0.85000000000000009
36,3,0.68651221033615761,0.65
37,3,0.55437274965113659,0.55
38,3,0.510599145394713,0.5
39,3,0.88950698964818864,0.85000000000000009
40,3,0.46285156324739452,0.45
41,3,0.89485534450565929,0.85000000000000009
42,3,0.693826408230084,0.65
43,3,0.7722037464840894,0.75
44,3,0.7427896872418871,0.70000000000000007
45,3,0.66418344923260242,0.65
46,3,0.679067791247382,0.65
47,3,0.511933648972828,0.5
48,3,0.36228766297654824,0.35000000000000003
49,3,0.866747520200445,0.85000000000000009
50,3,0.77131891636464633,0.75
51,3,0.5821000254745301,0.55
52,3,0.82501175243234448,0.8
53,3,0.68684765215572152,0.65
54,3,0.88338868794950764,0.85000000000000009
55,3,0.88359918911663882,0.85000000000000009
56,3,0.8715983645452775,0.85000000000000009
57,3,0.87313042862240853,0.85000000000000009
58,3,0.85352737950051993,0.85000000000000009
59,3,0.86250458348185044,0.85000000000000009
60,3,0.90176297841706932,0.9
61,3,0.565859758551349,0.55
62,4,0.37900331760020783,0.35000000000000003
63,4,0.53563517795301485,0.5
64,4,0.5722804524744266,0.55
65,4,0.81406337890646152,0.8
66,4,0.71608699001902143,0.70000000000000007
67,4,0.79160506727451185,0.75
68,4,0.531743820529928,0.5
69,4,0.62236943359469366,0.60000000000000009
70,4,0.31282623155399714,0.30000000000000004
71,4,0.50411611328150929,0.5
72,4,0.549248225911933,0.5
73,4,0.41130887044317044,0.4
74,4,0.65543999023545485,0.65
75,4,0.21904902072520216,0.2
76,4,0.30973571777355907,0.30000000000000004
77,4,0.50063806966241364,0.5
78,4,0.37895944281753269,0.35000000000000003
79,4,0.34340276421473659,0.30000000000000004
80,4,0.40683407660594306,0.4
81,4,0.46577961154551578,0.45
82,4,0.47532978515642255,0.45
83,4,0.39558056098250044,0.35000000000000003
84,4,0.50259233941010162,0.5
85,4,0.27789797905878522,0.25
86,4,0.37859552137681618,0.35000000000000003
87,4,0.2843973985463879,0.25
88,4,0.73473154839524746,0.70000000000000007
89,4,0.33564002550021405,0.30000000000000004
90,4,0.39160233833049163,0.35000000000000003
91,4,0.44282289767873645,0.4
92,5,0.8949673560575343,0.85000000000000009
93,5,0.667845622339343,0.65
94,5,0.54117334908134318,0.5
95,5,0.877466332020786,0.85000000000000009
96,5,0.68069367917418944,0.65
97,5,0.55408123457174341,0.55
98,5,0.50451737687404241,0.5
99,5,0.88883563104315,0.85000000000000009
100,5,0.56540456935667749,0.55
101,5,0.85458195479941368,0.85000000000000009
102,5,0.87165331821754877,0.85000000000000009
103,5,0.76675097969165706,0.75
104,5,0.73508385976420487,0.70000000000000007
105,5,0.66102632854370924,0.65
106,5,0.67793804253987588,0.65
107,5,0.64927364733168369,0.60000000000000009
108,5,0.35174459498305927,0.35000000000000003
109,5,0.86687457201011175,0.85000000000000009
110,5,0.87078326483616242,0.85000000000000009
111,5,0.57914962021496419,0.55
112,5,0.82320288587260682,0.8
113,5,0.67787125461792941,0.65
114,5,0.87817563760888728,0.85000000000000009
115,5,0.88075721502286919,0.85000000000000009
116,5,0.87331670098241954,0.85000000000000009
117,5,0.87230137581060274,0.85000000000000009
118,5,0.85018293623870045,0.85000000000000009
119,5,0.88872826476704359,0.85000000000000009
120,5,0.8995198100595384,0.85000000000000009
121,5,0.76946667583437767,0.75
