CurrencyKey,AverageRate,Date,Currency,CurrencyName
85,0.26663111585122,2010-12-31 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-01-09 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-01-12 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-01-13 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-01-14 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-01-15 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-01-16 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-01-17 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-01-18 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-01-19 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-01-20 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-01-23 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-01-29 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-01-30 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-04 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-05 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-06 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-07 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-08 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-09 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-10 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-11 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-12 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-13 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-16 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-19 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-20 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-21 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-22 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-02-23 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-03-04 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-03-05 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-03-06 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-03-07 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-03-08 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-03-09 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-03-10 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-03-12 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-03-13 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-03-14 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-03-15 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-03-16 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-03-17 00:00:00.000,"SAR","Saudi Riyal"
85,0.26663111585122,2011-03-18 00:00:00.000,"SAR","Saudi Riyal"
