ResourceGroupId,SubscriptionId,ResourceGroupName,Tags,Location,IsManagedBy,IsManaged,StatusId
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest","01639594-cf98-4011-b14a-905062f4aa23","AbnerSynapseTest","","australiaeast","",False,1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/databricks","01639594-cf98-4011-b14a-905062f4aa23","databricks","","australiaeast","",False,1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/Ideaora","01639594-cf98-4011-b14a-905062f4aa23","Ideaora","","southcentralus","",False,1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit","01639594-cf98-4011-b14a-905062f4aa23","IoTDevKit","","australiaeast","",False,1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/NetworkWatcherRG","01639594-cf98-4011-b14a-905062f4aa23","NetworkWatcherRG","","australiaeast","",False,1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/PokerDIY","01639594-cf98-4011-b14a-905062f4aa23","PokerDIY","","northcentralus","",False,1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/QueMesa","01639594-cf98-4011-b14a-905062f4aa23","QueMesa","","southcentralus","",False,1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/QueMesaBotArchive","01639594-cf98-4011-b14a-905062f4aa23","QueMesaBotArchive","","southcentralus","",False,1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/StackResume","01639594-cf98-4011-b14a-905062f4aa23","StackResume","","centralus","",False,1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/SynapseDemo","01639594-cf98-4011-b14a-905062f4aa23","SynapseDemo","","australiaeast","",False,1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/Test-AjayGanapathy","01639594-cf98-4011-b14a-905062f4aa23","Test-AjayGanapathy","","australiaeast","",False,1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/Test-JeffreyUng","01639594-cf98-4011-b14a-905062f4aa23","Test-JeffreyUng","","australiaeast","",False,1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/VS-QueMesa-Group","01639594-cf98-4011-b14a-905062f4aa23","VS-QueMesa-Group","","southcentralus","",False,1
"/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/VS-stackresume-Group","01639594-cf98-4011-b14a-905062f4aa23","VS-stackresume-Group","","australiaeast","",False,1
"/subscriptions/0b99ca5c-439a-4841-9e1b-bc078bc5d07a/resourceGroups/az400","0b99ca5c-439a-4841-9e1b-bc078bc5d07a","az400","","centralus","",False,1
"/subscriptions/0b99ca5c-439a-4841-9e1b-bc078bc5d07a/resourceGroups/DefaultResourceGroup-CUS","0b99ca5c-439a-4841-9e1b-bc078bc5d07a","DefaultResourceGroup-CUS","","centralus","",False,1
"/subscriptions/0b99ca5c-439a-4841-9e1b-bc078bc5d07a/resourceGroups/NetworkWatcherRG","0b99ca5c-439a-4841-9e1b-bc078bc5d07a","NetworkWatcherRG","","australiaeast","",False,1
"/subscriptions/0e1e4d81-496e-47c3-a0de-a7fc513a96f1/resourceGroups/sammywemmydev","0e1e4d81-496e-47c3-a0de-a7fc513a96f1","sammywemmydev","","australiaeast","",False,1
"/subscriptions/2a479f74-c465-40da-a5f3-c7111f599c99/resourceGroups/DefaultResourceGroup-EAU","2a479f74-c465-40da-a5f3-c7111f599c99","DefaultResourceGroup-EAU","","australiaeast","",False,1
"/subscriptions/2a479f74-c465-40da-a5f3-c7111f599c99/resourceGroups/KS-RG","2a479f74-c465-40da-a5f3-c7111f599c99","KS-RG","","australiaeast","",False,1
"/subscriptions/2a479f74-c465-40da-a5f3-c7111f599c99/resourceGroups/NetworkWatcherRG","2a479f74-c465-40da-a5f3-c7111f599c99","NetworkWatcherRG","","australiaeast","",False,1
"/subscriptions/2a479f74-c465-40da-a5f3-c7111f599c99/resourceGroups/rulesvmabandoneddisks","2a479f74-c465-40da-a5f3-c7111f599c99","rulesvmabandoneddisks","","australiaeast","",False,1
"/subscriptions/2a479f74-c465-40da-a5f3-c7111f599c99/resourceGroups/TechnicalTest-KS","2a479f74-c465-40da-a5f3-c7111f599c99","TechnicalTest-KS","","australiaeast","",False,1
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/Bot","3b850c94-10ac-4e1b-8824-4d83a8002e5f","Bot","","australiaeast","",False,1
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CostBotDev","3b850c94-10ac-4e1b-8824-4d83a8002e5f","CostBotDev","","australiaeast","",False,1
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/costbot-storage-rg","3b850c94-10ac-4e1b-8824-4d83a8002e5f","costbot-storage-rg","","australiaeast","",False,1
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/Engine","3b850c94-10ac-4e1b-8824-4d83a8002e5f","Engine","","australiaeast","",False,1
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/Engine-SG12","3b850c94-10ac-4e1b-8824-4d83a8002e5f","Engine-SG12","","australiaeast","",False,1
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/Foundation","3b850c94-10ac-4e1b-8824-4d83a8002e5f","Foundation","","australiaeast","",False,1
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/NetworkWatcherRG","3b850c94-10ac-4e1b-8824-4d83a8002e5f","NetworkWatcherRG","","australiaeast","",False,1
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/SOTest1","3b850c94-10ac-4e1b-8824-4d83a8002e5f","SOTest1","","australiaeast","",False,1
