ID,ModelID,Name,DataCategory,Description,IsHidden,TableStorageID,ModifiedTime,StructureModifiedTime,SystemFlags,ShowAsVariationsOnly,IsPrivate,DefaultDetailRowsDefinitionID,AlternateSourcePrecedence,RefreshPolicyID,CalculationGroupID,ExcludeFromModelRefresh,LineageTag,SourceLineageTag
15,1,"DateTableTemplate_61f69ef1-ec1a-4f30-888a-8ca34a08be60","","",True,60,2021-04-10 06:39:27.056,2021-04-10 06:39:25.756,2,False,True,,0,,,False,"f4c0c648-c658-47db-a0ac-738e9688b27e",""
1722,1,"STOCK_PRICE_DATA","","",False,1824,2021-04-10 12:03:49.830,2021-04-12 09:01:59.180,0,False,False,,0,,,False,"76220740-32e2-439a-a932-d47754fcf735",""
1725,1,"LocalDateTable_238a5b2e-3158-4c0c-ae65-7ba7d27b62f9","","",True,1826,2021-04-10 12:03:49.830,2021-04-10 12:03:49.830,2,True,False,,0,,,False,"3221a16d-41b9-44a0-9a50-3c08a6604322",""
4977,1,"From Web","","",False,5032,2021-04-10 13:44:27.016,2021-04-10 13:50:27.800,0,False,False,,0,,,False,"c35f70e4-c845-475c-ae62-aff4ff1fcb7d",""
5509,1,"revenue of Tesla","","",False,5529,2021-04-10 14:11:31.986,2021-04-10 14:11:18.220,0,False,False,,0,,,False,"d2ea2ac0-98ed-43a1-b381-66f9b064c931",""
5585,1,"Net Income","","",False,5612,2021-04-10 14:16:30.046,2021-04-10 14:16:21.450,0,False,False,,0,,,False,"80c51248-2238-490e-acca-9242f481eb34",""
11647,1,"Formula","","",False,11653,2021-04-10 18:53:36.340,2021-04-13 06:30:10.343,2,False,False,,0,,,False,"a08524f4-c776-443f-8913-1379b1ba0ed5",""
11772,1,"Income Statement","","",False,11827,2021-04-12 11:56:25.413,2021-04-12 13:54:03.853,0,False,False,,0,,,False,"565c517e-1ac8-4b5f-81ce-e13612dbd377",""
12042,1,"Balance Sheet","","",False,12097,2021-04-12 11:58:23.436,2021-04-12 13:54:07.400,0,False,False,,0,,,False,"42bf804c-47c7-4452-be38-a5ea39c5f72c",""
12312,1,"Cash Flow","","",False,12367,2021-04-12 12:06:39.266,2021-04-12 13:54:09.233,0,False,False,,0,,,False,"9112aeab-9ae5-49e7-b694-8877ffc338b4",""
12609,1,"LocalDateTable_91e7dcd5-ff2b-4076-88be-f2b70420262f","","",True,12661,2021-04-12 13:54:09.236,2021-04-12 13:54:01.826,2,True,False,,0,,,False,"552f33c5-f742-4ae9-9937-6f8719b81eb7",""
13006,1,"LocalDateTable_ba101dca-a008-4152-84c8-4de19d68cc1e","","",True,13058,2021-04-12 13:54:09.236,2021-04-12 13:54:03.853,2,True,False,,0,,,False,"8ed91165-f5d6-4d6c-9816-ac9c7be3a5fb",""
13571,1,"LocalDateTable_77f8e886-9cdf-4c89-8833-86f398f32a7c","","",True,13623,2021-04-12 13:54:09.236,2021-04-12 13:54:07.400,2,True,False,,0,,,False,"8adfb816-5121-4c3f-870c-6137a075c4a0",""
15984,1,"Merge1","","",False,16592,2021-04-12 18:11:17.650,2021-04-13 13:37:46.970,0,False,False,,0,,,False,"ae24bc36-2a96-49e8-a4aa-f030555fc347",""
15987,1,"LocalDateTable_f48a656a-6fbe-4e13-982f-6440eeab137d","","",True,16594,2021-04-12 18:11:17.650,2021-04-12 18:11:17.650,2,True,False,,0,,,False,"25258054-a8fe-4dd5-a0c7-ae0b3a349205",""
