Row ID,Ship Date,Ship Mode,Ship ID
4,2015-10-18 00:00:00.000,"Standard Class",4
5,2015-10-18 00:00:00.000,"Standard Class",5
6,2014-06-14 00:00:00.000,"Standard Class",6
7,2014-06-14 00:00:00.000,"Standard Class",7
8,2014-06-14 00:00:00.000,"Standard Class",8
9,2014-06-14 00:00:00.000,"Standard Class",9
10,2014-06-14 00:00:00.000,"Standard Class",10
11,2014-06-14 00:00:00.000,"Standard Class",11
12,2014-06-14 00:00:00.000,"Standard Class",12
13,2017-04-20 00:00:00.000,"Standard Class",13
14,2016-12-10 00:00:00.000,"Standard Class",14
15,2015-11-26 00:00:00.000,"Standard Class",15
16,2015-11-26 00:00:00.000,"Standard Class",16
17,2014-11-18 00:00:00.000,"Standard Class",17
22,2016-12-13 00:00:00.000,"Standard Class",22
23,2016-12-13 00:00:00.000,"Standard Class",23
25,2015-09-30 00:00:00.000,"Standard Class",25
28,2015-09-21 00:00:00.000,"Standard Class",28
29,2015-09-21 00:00:00.000,"Standard Class",29
30,2015-09-21 00:00:00.000,"Standard Class",30
31,2015-09-21 00:00:00.000,"Standard Class",31
32,2015-09-21 00:00:00.000,"Standard Class",32
33,2015-09-21 00:00:00.000,"Standard Class",33
34,2015-09-21 00:00:00.000,"Standard Class",34
38,2015-12-31 00:00:00.000,"Standard Class",38
39,2015-12-31 00:00:00.000,"Standard Class",39
40,2015-12-31 00:00:00.000,"Standard Class",40
41,2015-12-31 00:00:00.000,"Standard Class",41
42,2017-09-15 00:00:00.000,"Standard Class",42
43,2016-07-22 00:00:00.000,"Standard Class",43
44,2017-09-23 00:00:00.000,"Standard Class",44
48,2016-06-25 00:00:00.000,"Standard Class",48
49,2016-06-25 00:00:00.000,"Standard Class",49
50,2015-04-22 00:00:00.000,"Standard Class",50
51,2015-04-22 00:00:00.000,"Standard Class",51
52,2015-04-22 00:00:00.000,"Standard Class",52
53,2015-04-22 00:00:00.000,"Standard Class",53
54,2016-12-17 00:00:00.000,"Standard Class",54
55,2016-12-17 00:00:00.000,"Standard Class",55
63,2015-11-30 00:00:00.000,"Standard Class",63
64,2015-11-30 00:00:00.000,"Standard Class",64
65,2015-11-30 00:00:00.000,"Standard Class",65
66,2015-11-30 00:00:00.000,"Standard Class",66
67,2015-05-05 00:00:00.000,"Standard Class",67
68,2014-12-10 00:00:00.000,"Standard Class",68
69,2014-12-10 00:00:00.000,"Standard Class",69
71,2016-09-23 00:00:00.000,"Standard Class",71
73,2015-05-02 00:00:00.000,"Standard Class",73
74,2015-05-02 00:00:00.000,"Standard Class",74
75,2015-05-02 00:00:00.000,"Standard Class",75
82,2014-10-16 00:00:00.000,"Standard Class",82
83,2014-10-16 00:00:00.000,"Standard Class",83
84,2015-09-08 00:00:00.000,"Standard Class",84
87,2017-11-02 00:00:00.000,"Standard Class",87
88,2017-11-02 00:00:00.000,"Standard Class",88
90,2016-09-22 00:00:00.000,"Standard Class",90
91,2016-09-22 00:00:00.000,"Standard Class",91
92,2016-09-22 00:00:00.000,"Standard Class",92
96,2017-11-12 00:00:00.000,"Standard Class",96
99,2016-09-11 00:00:00.000,"Standard Class",99
100,2016-09-02 00:00:00.000,"Standard Class",100
101,2016-09-02 00:00:00.000,"Standard Class",101
102,2016-09-02 00:00:00.000,"Standard Class",102
104,2015-11-17 00:00:00.000,"Standard Class",104
105,2015-11-17 00:00:00.000,"Standard Class",105
106,2015-11-17 00:00:00.000,"Standard Class",106
107,2017-11-28 00:00:00.000,"Standard Class",107
108,2017-11-28 00:00:00.000,"Standard Class",108
109,2017-11-28 00:00:00.000,"Standard Class",109
110,2015-10-20 00:00:00.000,"Standard Class",110
111,2017-12-30 00:00:00.000,"Standard Class",111
112,2016-11-10 00:00:00.000,"Standard Class",112
113,2016-11-10 00:00:00.000,"Standard Class",113
118,2015-03-06 00:00:00.000,"Standard Class",118
119,2015-04-10 00:00:00.000,"Standard Class",119
126,2014-09-25 00:00:00.000,"Standard Class",126
127,2017-11-12 00:00:00.000,"Standard Class",127
128,2017-11-12 00:00:00.000,"Standard Class",128
134,2016-10-19 00:00:00.000,"Standard Class",134
135,2016-10-19 00:00:00.000,"Standard Class",135
136,2016-10-19 00:00:00.000,"Standard Class",136
137,2016-10-19 00:00:00.000,"Standard Class",137
138,2016-10-19 00:00:00.000,"Standard Class",138
139,2016-10-19 00:00:00.000,"Standard Class",139
140,2016-10-19 00:00:00.000,"Standard Class",140
142,2017-09-23 00:00:00.000,"Standard Class",142
143,2017-09-23 00:00:00.000,"Standard Class",143
144,2017-09-23 00:00:00.000,"Standard Class",144
145,2017-12-27 00:00:00.000,"Standard Class",145
146,2015-09-12 00:00:00.000,"Standard Class",146
147,2014-10-28 00:00:00.000,"Standard Class",147
148,2016-12-09 00:00:00.000,"Standard Class",148
149,2016-12-09 00:00:00.000,"Standard Class",149
150,2016-12-09 00:00:00.000,"Standard Class",150
151,2016-12-09 00:00:00.000,"Standard Class",151
157,2015-06-03 00:00:00.000,"Standard Class",157
159,2016-11-24 00:00:00.000,"Standard Class",159
160,2016-11-24 00:00:00.000,"Standard Class",160
163,2016-11-20 00:00:00.000,"Standard Class",163
164,2016-11-11 00:00:00.000,"Standard Class",164
165,2014-09-12 00:00:00.000,"Standard Class",165
166,2014-09-12 00:00:00.000,"Standard Class",166
167,2014-09-12 00:00:00.000,"Standard Class",167
168,2014-09-12 00:00:00.000,"Standard Class",168
169,2014-09-12 00:00:00.000,"Standard Class",169
170,2014-09-12 00:00:00.000,"Standard Class",170
171,2014-09-12 00:00:00.000,"Standard Class",171
172,2014-08-09 00:00:00.000,"Standard Class",172
173,2014-08-09 00:00:00.000,"Standard Class",173
174,2014-08-09 00:00:00.000,"Standard Class",174
175,2014-09-19 00:00:00.000,"Standard Class",175
176,2014-09-19 00:00:00.000,"Standard Class",176
180,2015-12-19 00:00:00.000,"Standard Class",180
186,2016-12-02 00:00:00.000,"Standard Class",186
187,2014-08-30 00:00:00.000,"Standard Class",187
188,2016-07-22 00:00:00.000,"Standard Class",188
189,2016-07-22 00:00:00.000,"Standard Class",189
195,2015-11-06 00:00:00.000,"Standard Class",195
196,2014-03-25 00:00:00.000,"Standard Class",196
197,2014-03-25 00:00:00.000,"Standard Class",197
198,2017-11-13 00:00:00.000,"Standard Class",198
199,2017-07-13 00:00:00.000,"Standard Class",199
200,2017-07-13 00:00:00.000,"Standard Class",200
201,2017-06-29 00:00:00.000,"Standard Class",201
205,2017-06-07 00:00:00.000,"Standard Class",205
206,2017-12-14 00:00:00.000,"Standard Class",206
207,2017-12-07 00:00:00.000,"Standard Class",207
208,2017-12-07 00:00:00.000,"Standard Class",208
209,2017-12-07 00:00:00.000,"Standard Class",209
210,2017-12-07 00:00:00.000,"Standard Class",210
211,2017-12-07 00:00:00.000,"Standard Class",211
213,2015-01-09 00:00:00.000,"Standard Class",213
214,2015-01-09 00:00:00.000,"Standard Class",214
215,2015-01-09 00:00:00.000,"Standard Class",215
216,2015-01-09 00:00:00.000,"Standard Class",216
217,2015-01-09 00:00:00.000,"Standard Class",217
218,2016-11-01 00:00:00.000,"Standard Class",218
219,2016-11-01 00:00:00.000,"Standard Class",219
226,2015-08-16 00:00:00.000,"Standard Class",226
227,2015-08-16 00:00:00.000,"Standard Class",227
228,2015-08-16 00:00:00.000,"Standard Class",228
229,2015-03-04 00:00:00.000,"Standard Class",229
230,2015-03-04 00:00:00.000,"Standard Class",230
231,2014-09-17 00:00:00.000,"Standard Class",231
232,2017-04-12 00:00:00.000,"Standard Class",232
233,2017-04-12 00:00:00.000,"Standard Class",233
234,2017-04-12 00:00:00.000,"Standard Class",234
235,2017-04-12 00:00:00.000,"Standard Class",235
236,2017-04-12 00:00:00.000,"Standard Class",236
237,2017-11-16 00:00:00.000,"Standard Class",237
251,2016-09-17 00:00:00.000,"Standard Class",251
252,2016-09-17 00:00:00.000,"Standard Class",252
255,2015-12-04 00:00:00.000,"Standard Class",255
256,2015-12-04 00:00:00.000,"Standard Class",256
257,2015-12-04 00:00:00.000,"Standard Class",257
258,2015-12-04 00:00:00.000,"Standard Class",258
262,2017-06-12 00:00:00.000,"Standard Class",262
265,2016-06-13 00:00:00.000,"Standard Class",265
266,2015-11-15 00:00:00.000,"Standard Class",266
267,2017-06-20 00:00:00.000,"Standard Class",267
268,2016-01-28 00:00:00.000,"Standard Class",268
269,2017-12-13 00:00:00.000,"Standard Class",269
270,2017-12-13 00:00:00.000,"Standard Class",270
277,2017-10-17 00:00:00.000,"Standard Class",277
278,2017-10-17 00:00:00.000,"Standard Class",278
279,2017-10-17 00:00:00.000,"Standard Class",279
280,2017-10-17 00:00:00.000,"Standard Class",280
283,2015-11-06 00:00:00.000,"Standard Class",283
284,2015-10-02 00:00:00.000,"Standard Class",284
285,2015-10-02 00:00:00.000,"Standard Class",285
286,2015-10-02 00:00:00.000,"Standard Class",286
299,2016-11-03 00:00:00.000,"Standard Class",299
300,2016-11-03 00:00:00.000,"Standard Class",300
301,2016-11-03 00:00:00.000,"Standard Class",301
302,2016-11-03 00:00:00.000,"Standard Class",302
303,2016-11-03 00:00:00.000,"Standard Class",303
304,2017-11-23 00:00:00.000,"Standard Class",304
306,2015-01-04 00:00:00.000,"Standard Class",306
307,2014-06-06 00:00:00.000,"Standard Class",307
308,2014-06-06 00:00:00.000,"Standard Class",308
314,2014-10-03 00:00:00.000,"Standard Class",314
315,2014-08-16 00:00:00.000,"Standard Class",315
316,2014-08-16 00:00:00.000,"Standard Class",316
318,2014-11-09 00:00:00.000,"Standard Class",318
