order_id,variable,value
ac243a18eff7270f50fcf5f8f94b19d6,order_item_id,2
b7b90cbf41450180620d92d36ab7e0c7,order_item_id,1
a89c99af44728fa4a6353bc609820a3d,order_item_id,1
561a3b9c8e282502bd86b6504b17544b,order_item_id,2
f5c40d2938c1fc36a6f2b7adfec50895,order_item_id,1
acbe07f22f29ad7e5a78f30008cc6ec7,order_item_id,4
344d7792475d51c5c3b9d41758ef8f44,order_item_id,1
5020a3db49225f967490d76021c7d13a,order_item_id,2
9f9451274bc21055d9306c98eb7eb8f8,order_item_id,1
5bbe496e9e32884e4f0260f1b6bd6c3d,order_item_id,1
4bdcfd987a364d49dd8423ba6c971c09,order_item_id,1
2385d136c16c57565bf3b41bc45e6551,order_item_id,1
115faf732ae2a6adbc96dc35069621e5,order_item_id,1
a9f74494ac9e8a4bf8aa69188be50c97,order_item_id,2
5eeef0a291829b4a3e2ebfd8effac242,order_item_id,1
749238696f501c747fe013b2a5fa014c,order_item_id,1
af89a9009bc9e17652f71301d4065a35,order_item_id,1
d708a741a38d9b961daa3d2890df5e52,order_item_id,1
be80ccb8f620862ee6fec40409d35aee,order_item_id,1
83d67fe6be9a0ed962f9ce12a1accdf3,order_item_id,1
b760ac65b36c9bbc913c2dd94131faf3,order_item_id,1
fb98d749a39a0e47d64ec1e9cf90bb10,order_item_id,1
7d5f037cd90e278069b2d0fd0d060543,order_item_id,1
0547cd893959df1f7e54aeaee4368577,order_item_id,1
3aa3900b1d05d92125d0005db04a014e,order_item_id,1
b257713d1922be564a498b7dea2969a8,order_item_id,1
9da6e3bacbae9dfb6f886b2fcdd80bcd,order_item_id,1
57c8b21903ac8ad8de52488bbb4ada7b,order_item_id,1
e8f4435c1db6d7bf9e191fd9bd6a6682,order_item_id,1
dd96d2bc36b1b3227d9defe815e46b7e,order_item_id,1
62073ec6b54b8e6322037fc0f3591ad3,order_item_id,7
08b3dc9205759c9df94d231f6257b344,order_item_id,1
03d5b9a74ff46435640f8bd737ac2237,order_item_id,1
ed4e8b0a842c00f7ff68654911fbea63,order_item_id,1
a69ddc335f989aa05576bc19f8b9a549,order_item_id,1
04af63a78c7e84943b8377fe1b7871aa,order_item_id,1
17af00a7d6a2c7f01a870122f1b2c92b,order_item_id,1
8a27a2209493d7aabe56ef113629c7cf,order_item_id,1
ec2315063d220f8b9a807f21b35c2928,order_item_id,1
aa7968b0028d36ccc666016b18193b0b,order_item_id,1
09bcbc199f0fa4268cc0122304696ea4,order_item_id,1
76429fbc635b9ff0b06833ef6bf11d0d,order_item_id,1
3190cee126ad6894778d3f21c28b0a55,order_item_id,2
50fe82ce977520094518dd8618d7331a,order_item_id,1
92d1957925a4ee51cc53c8155c41ba02,order_item_id,1
db033c99784b0da2569c40df1e7001d7,order_item_id,1
1be26189c5971cf28b268e3ab43b3a6f,order_item_id,1
21c24f8f2452ec20a5184abfb269c35e,order_item_id,1
5bea5dd69875b9ab8df73e12126a939e,order_item_id,1
fec1d373884203520e92cfade36fdd16,order_item_id,1
d731191f76c39fe5c7d22edddb6836ba,order_item_id,2
c1dd7b1471d47476e64662cbc99318ef,order_item_id,1
0c6829c9d92a6bb545d7bf1734d094c6,order_item_id,1
eb0a128259780bab9b612db54eaa8eca,order_item_id,1
6be2c0f364bfae8f84f696a114aab022,order_item_id,1
17f71a234f74de0e7c52630aa272eb17,order_item_id,1
ce7cf6dd8f80dfb98716950ae40eca59,order_item_id,4
eb6856a5040be42730df3dd8004a39f7,order_item_id,1
021397df4601b61a8bd063be9b5c54a0,order_item_id,2
238bcd7a2027e5f32fd185c264d73786,order_item_id,1
cee3d35c01c3ae1ed31809bdb2272afb,order_item_id,1
360ebdf2cf29914195eff429ee928b19,order_item_id,1
ba95b4f24ad0bbb40a753470c555727a,order_item_id,1
5cd42269d5b45f62c1193d55b23c5ed2,order_item_id,1
9e67cdebb306f743bc4e3b1064f93cf7,order_item_id,1
9705d2eb2b203788b10e2cab9c3598cd,order_item_id,2
8a22adf86aba1b368f60fc28338e466d,order_item_id,1
422040395c164b8b5c0255af3c710646,order_item_id,2
a0ecc11c21cacf6dc957678e792102c1,order_item_id,1
32dad65c7c23a695894f80922d9299ec,order_item_id,1
d832359622f08c2364e168e1f01cc6e6,order_item_id,1
8535f60f13f03d9f0bc91ed113bb43aa,order_item_id,1
fdddc15fc7b9c37476820d6eb722f33b,order_item_id,1
02a065131a2d2b72b45e2c63135606ad,order_item_id,4
b91aa06d6789368cd6ca8bdc293269db,order_item_id,1
6b6691a02fbc1d93db80af20e602b8e9,order_item_id,2
76705ff9a7f4bf78bb4f8918c2dc564f,order_item_id,1
790c018ecba60024d3684643535f0e69,order_item_id,1
fc62bb19d9570fb44bd3ec979a890550,order_item_id,1
fa25b9a1756347af70473e84988d016c,order_item_id,1
00e6786fee8f476835c151a4d3fa9bf1,order_item_id,1
494f99ef42110a8d40dc585b177f2151,order_item_id,1
b2487e261162c0d9162eab45862d42a0,order_item_id,1
598805fcb7c6ca48181f09bc0b15a6cf,order_item_id,1
7e95d101ed97603578e38b4955c244ab,order_item_id,1
ca2c921a5b9d60eba417d106c724c6f6,order_item_id,1
66587ff0c6d1e3575ffb58c688ef378a,order_item_id,1
873b407aec2027c9588607f4b0b8786a,order_item_id,1
8f22b4b97d1fd2f187f3106ffb0021c4,order_item_id,2
e69ea0f5ba6fda2442f0889a6754242e,order_item_id,1
100e8cf23e7518027376ac07ca0ec96b,order_item_id,1
43fb59e264c079e9579f33f7d0f240a8,order_item_id,1
66ec1ee812f8f435480e7b0e2e54ebb6,order_item_id,1
876b3ca0fca7f369345f61f3f526a5c4,order_item_id,1
672dabc5c0363afbe1ef39abf10ad92e,order_item_id,6
25ff38b3eac37d28ac1fd35e41393218,order_item_id,1
7f5d123edea7962b20bf26e29262f9e5,order_item_id,1
19e31a421ef559a7772d01fc5074ee14,order_item_id,1
ca1e3b1d345a9808d206c244778976eb,order_item_id,2
73314e79b29b8857a78a32853790a9d0,order_item_id,1
ac243a18eff7270f50fcf5f8f94b19d6,product_id,2ebe00f53430b4eb4086f08409ec7760
b7b90cbf41450180620d92d36ab7e0c7,product_id,26f03967104b76d4ebd5e43a1b3c1e18
a89c99af44728fa4a6353bc609820a3d,product_id,a632b5621f2a0e69800b6d491f5a20e9
561a3b9c8e282502bd86b6504b17544b,product_id,8cdb9ebdf8dcdd09f8495eec1851b0ae
f5c40d2938c1fc36a6f2b7adfec50895,product_id,610e045d4ebcfde8d0c8991e8b1f39bb
acbe07f22f29ad7e5a78f30008cc6ec7,product_id,7d873ae7ba4e637167c1a8d544bd6af8
344d7792475d51c5c3b9d41758ef8f44,product_id,d69f56b9e4b6d98bc1521db5ba96846a
5020a3db49225f967490d76021c7d13a,product_id,3fdb534dccf5bc9ab0406944b913787d
9f9451274bc21055d9306c98eb7eb8f8,product_id,63ae63c279f3ccd864bc7756f81bec2a
5bbe496e9e32884e4f0260f1b6bd6c3d,product_id,cc99f9e6673b4a99658d70f73c3bf1e6
4bdcfd987a364d49dd8423ba6c971c09,product_id,7fb04722aba7a2b632bac8f9819796f3
2385d136c16c57565bf3b41bc45e6551,product_id,61d01171a3784bab50137290350e5332
115faf732ae2a6adbc96dc35069621e5,product_id,622d3b263cd40b06e1eeea144fb83f19
a9f74494ac9e8a4bf8aa69188be50c97,product_id,aadff88486740e0b0ebe2be6c09476ae
5eeef0a291829b4a3e2ebfd8effac242,product_id,49e1eb2294c024ad435adb2b1de09336
749238696f501c747fe013b2a5fa014c,product_id,163e6400e6dadd0fe04775c5e9331fda
af89a9009bc9e17652f71301d4065a35,product_id,3ca00c4e1220f5de09fed51ea33cec30
d708a741a38d9b961daa3d2890df5e52,product_id,f4a38926843e01497a3f63a5d5740c72
be80ccb8f620862ee6fec40409d35aee,product_id,09003e51b4ca5793bfcdc42026abd63a
83d67fe6be9a0ed962f9ce12a1accdf3,product_id,98a8c2fa16d7239c606640f5555768e4
b760ac65b36c9bbc913c2dd94131faf3,product_id,52d6f0dc99f96ca1d2ddbb64146f11b0
fb98d749a39a0e47d64ec1e9cf90bb10,product_id,dd0be1eeb74ea648c62f9ec86921ae08
7d5f037cd90e278069b2d0fd0d060543,product_id,566a4f2c4385f36d15c00dfcaae132d1
0547cd893959df1f7e54aeaee4368577,product_id,7f723c53515b44e16b93397c4149afdc
3aa3900b1d05d92125d0005db04a014e,product_id,634256dbcd184b3757ffd7632c9fe52a
b257713d1922be564a498b7dea2969a8,product_id,9545d45c37449ccbc376de3a04c66e71
9da6e3bacbae9dfb6f886b2fcdd80bcd,product_id,25b6dee1ad3c218c030f73d5acac19cc
57c8b21903ac8ad8de52488bbb4ada7b,product_id,9ad75bd7267e5c724cb42c71ac56ca72
e8f4435c1db6d7bf9e191fd9bd6a6682,product_id,38f2d4b26820d63dc2675d6fbfafe1bb
dd96d2bc36b1b3227d9defe815e46b7e,product_id,2e513e110e3f95926fa3d1ac44444ff4
62073ec6b54b8e6322037fc0f3591ad3,product_id,1eba879220bd0981a0e2fbab499ed4e1
08b3dc9205759c9df94d231f6257b344,product_id,e844770f85faafda86f20911fcf607b5
03d5b9a74ff46435640f8bd737ac2237,product_id,a4aa7c1427c31344e5f7cc3d839fe562
ed4e8b0a842c00f7ff68654911fbea63,product_id,b9c742d2c1b06bc064c7aee11440e5ad
a69ddc335f989aa05576bc19f8b9a549,product_id,83b00325c13c44245b2c3a2befa62a0e
04af63a78c7e84943b8377fe1b7871aa,product_id,53b36df67ebb7c41585e8d54d6772e08
17af00a7d6a2c7f01a870122f1b2c92b,product_id,0a4f9f421af66d2ea061fbb8883419f7
8a27a2209493d7aabe56ef113629c7cf,product_id,652683d85a89f3b134e44989a601bc58
ec2315063d220f8b9a807f21b35c2928,product_id,e53e557d5a159f5aa2c5e995dfdf244b
aa7968b0028d36ccc666016b18193b0b,product_id,f39a8b27ce90ac582103bf36f09690dd
09bcbc199f0fa4268cc0122304696ea4,product_id,1a2d00b771a438bee7055bbd0086e003
76429fbc635b9ff0b06833ef6bf11d0d,product_id,441571d37eb4c02c1686c4a2cff8a8e5
3190cee126ad6894778d3f21c28b0a55,product_id,e1da6ab77f4859eb17950e5df1c0f815
50fe82ce977520094518dd8618d7331a,product_id,d245838e3d0b2b51d751ccdc98885a8e
92d1957925a4ee51cc53c8155c41ba02,product_id,a06a7deca7108e64a94482aae448c20a
db033c99784b0da2569c40df1e7001d7,product_id,9f7f468f60c25b1f2b5183c259116c46
1be26189c5971cf28b268e3ab43b3a6f,product_id,f96dd9e258daf5610e93eb2034b5102a
21c24f8f2452ec20a5184abfb269c35e,product_id,46c01e269265ddd1b66ccc8b4588a411
5bea5dd69875b9ab8df73e12126a939e,product_id,7f064525eaaa1ce9d22c085f7ff5413a
fec1d373884203520e92cfade36fdd16,product_id,2b4609f8948be18874494203496bc318
d731191f76c39fe5c7d22edddb6836ba,product_id,2f08de199f389c9b400128b0c7b750e4
c1dd7b1471d47476e64662cbc99318ef,product_id,656e6ea7d86cf0008e67b693d33cc357
0c6829c9d92a6bb545d7bf1734d094c6,product_id,b83738ac1903f7c8f0ed378cb085909c
eb0a128259780bab9b612db54eaa8eca,product_id,eaa26a34984cbfedc19b1e45f09f3c9a
6be2c0f364bfae8f84f696a114aab022,product_id,cf02395ed36c61d5ce31bdecce9767a3
