ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,StartDate,EndDate,Status
166,"LN-1024",,"","","Lock Nut 5","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
171,"MB-6061",,"","","Metal Bar 2","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
176,"SL-0931",,"","","Seat Lug","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
236,"HN-1224",,"","","Hex Nut 7","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
241,"LI-6000",,"","","Internal Lock Washer 1","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
246,"LN-9080",,"","","Lock Nut 19","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
251,"RA-7490",,"","","Cone-Shaped Race","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
6,"HN-3410",,"","","Hex Nut 22","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
11,"LJ-1213",,"","","Thin-Jam Lock Nut 9","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
16,"LR-8520",,"","","Lower Head Race","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
81,"HJ-5161",,"","","Thin-Jam Hex Nut 3","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
86,"LE-3800",,"","","External Lock Washer 7","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
91,"LN-3816",,"","","Lock Nut 12","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
96,"MS-2348",,"","","Metal Sheet 6","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
157,"HJ-1213",,"","","Thin-Jam Hex Nut 9","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
167,"LN-1032",,"","","Lock Nut 6","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
172,"MP-2066",,"","","Metal Plate 2","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
237,"HN-1420",,"","","Hex Nut 8","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
242,"LI-7160",,"","","Internal Lock Washer 8","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
247,"LN-9161",,"","","Lock Nut 18","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
252,"RF-9198",,"","","Reflector","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
2,"FW-1000",,"","","Flat Washer 1","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
7,"HN-3416",,"","","Hex Nut 23","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
12,"LJ-1220",,"","","Thin-Jam Lock Nut 10","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
17,"LW-1000",,"","","Lock Washer 4","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
82,"HJ-5162",,"","","Thin-Jam Hex Nut 4","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
87,"LE-5160",,"","","External Lock Washer 6","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
92,"LN-3824",,"","","Lock Nut 13","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
97,"MS-6061",,"","","Metal Sheet 1","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
158,"HJ-1220",,"","","Thin-Jam Hex Nut 10","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
168,"LN-1213",,"","","Lock Nut 16","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
173,"MP-2503",,"","","Metal Plate 1","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
238,"HN-1428",,"","","Hex Nut 9","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
243,"LI-8000",,"","","Internal Lock Washer 2","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
3,"FW-1200",,"","","Flat Washer 6","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
8,"HN-3816",,"","","Hex Nut 12","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
13,"LJ-1420",,"","","Thin-Jam Lock Nut 1","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
18,"LW-1200",,"","","Lock Washer 5","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
83,"HJ-5811",,"","","Thin-Jam Hex Nut 13","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
88,"LE-6000",,"","","External Lock Washer 1","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
93,"LN-4400",,"","","Lock Nut 1","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
98,"MT-1000",,"","","Metal Tread Plate","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
159,"HJ-1420",,"","","Thin-Jam Hex Nut 1","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
169,"LN-1220",,"","","Lock Nut 17","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
174,"MP-4960",,"","","Metal Plate 3","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
234,"HN-1213",,"","","Hex Nut 16","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
239,"LI-5160",,"","","Internal Lock Washer 6","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
244,"LN-7162",,"","","Lock Nut 15","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
249,"PB-6109",,"","","Pinch Bolt","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
4,"FW-1400",,"","","Flat Washer 2","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
9,"HN-3824",,"","","Hex Nut 13","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
14,"LJ-1428",,"","","Thin-Jam Lock Nut 2","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
19,"LW-1201",,"","","Lock Washer 10","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
84,"HJ-5818",,"","","Thin-Jam Hex Nut 14","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
89,"LE-7160",,"","","External Lock Washer 8","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
94,"LN-5161",,"","","Lock Nut 10","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
160,"HN-9168",,"","","Hex Nut 19","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
165,"LJ-9161",,"","","Thin-Jam Lock Nut 11","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
170,"MB-2024",,"","","Metal Bar 1","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
175,"SK-9283",,"","","Spokes","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
235,"HN-1220",,"","","Hex Nut 17","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
240,"LI-5800",,"","","Internal Lock Washer 10","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
245,"LN-8320",,"","","Lock Nut 4","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
250,"RA-2345",,"","","Cup-Shaped Race","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
5,"FW-3400",,"","","Flat Washer 9","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
10,"HN-4402",,"","","Hex Nut 1","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
15,"LJ-3410",,"","","Thin-Jam Lock Nut 15","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
20,"LW-1400",,"","","Lock Washer 6","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
85,"HJ-7161",,"","","Thin-Jam Hex Nut 7","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
90,"LE-8000",,"","","External Lock Washer 2","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
95,"LN-5162",,"","","Lock Nut 11","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
100,"NI-9522",,"","","HL Nipple","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
461,"FW-9160",,"","","Flat Washer 7","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
