ID,ModelID,Name,DataCategory,Description,IsHidden,TableStorageID,ModifiedTime,StructureModifiedTime,SystemFlags,ShowAsVariationsOnly,IsPrivate,DefaultDetailRowsDefinitionID,AlternateSourcePrecedence,RefreshPolicyID,CalculationGroupID,ExcludeFromModelRefresh,LineageTag,SourceLineageTag
12,1,"Association","","",False,57,2022-08-05 01:58:58.680,2019-10-22 15:42:36.240,0,False,False,,0,,,False,"7bcf6073-f042-4c16-bf27-dd4cd3660b72",""
15,1,"DateTableTemplate_81b13e4d-a259-4d50-a0e1-7a39807f5f63","","",True,59,2022-08-05 01:58:58.680,2019-09-27 17:59:31.336,2,False,True,,0,,,False,"e2d6ade1-f7fd-4ff8-bd8b-a9467610f677",""
174,1,"Sales","","",False,266,2022-08-05 01:58:58.680,2019-10-22 00:15:18.776,0,False,False,,0,,,False,"de93afea-db1a-443f-a457-53514b237cd4",""
988,1,"Store","","",False,1017,2022-08-05 01:58:58.680,2019-09-27 18:01:42.356,0,False,False,,0,,,False,"9e34c55d-8570-4bc9-b432-88b79267bbbd",""
1502,1,"Calendar","","",False,1574,2022-08-05 01:58:58.680,2019-10-16 17:43:27.023,0,False,False,,0,,,False,"66049f7a-39dc-49d6-92f2-f95ef541d818",""
1505,1,"LocalDateTable_d9fbe243-4814-4038-8eec-593e864a563b","","",True,1576,2022-08-05 01:58:58.680,2019-09-27 18:06:34.913,2,True,False,,0,,,False,"31a0f183-54b8-48da-b7df-19becc4108a2",""
2055,1,"Associated Product","","",False,2068,2022-08-05 01:58:58.680,2019-10-22 07:03:36.766,0,False,False,,0,,,False,"3322be59-4d0c-4f16-bc0b-e1b16e030da6",""
2962,1,"Analysis DAX","","",False,2971,2022-08-05 01:58:58.680,2019-10-17 14:36:17.973,0,False,False,,0,,,False,"927a948b-a3de-47fc-b01a-faf50e785f3d",""
3062,1,"Product","","",False,3111,2022-08-05 01:58:58.680,2019-10-15 21:30:01.470,0,False,False,,0,,,False,"82fff8da-6e77-4ced-9006-82446f942737",""
4517,1,"Design DAX","","",False,4526,2022-08-05 01:58:58.680,2019-11-01 22:26:57.930,0,False,False,,0,,,False,"74b643f3-a497-45a0-a98e-45032ea6c383",""
34427,1,"% Return Rate","","",False,34433,2022-08-05 01:58:58.680,2019-10-15 07:21:06.296,2,False,False,,0,,,False,"63728059-5398-4b37-9938-5a37cf49e6b7",""
34809,1,"Customer","","",False,34862,2022-08-05 01:58:58.680,2019-10-15 21:32:09.906,0,False,False,,0,,,False,"6bc18ce9-ea7b-4dbc-994a-3ec6a0304ff3",""
35347,1,"Issues and Promotions","","",False,35364,2022-08-05 01:58:58.680,2019-10-15 20:33:51.643,0,False,False,,0,,,False,"013fb932-34b6-4079-a337-ea4602de41d5",""
36150,1,"Age","","",False,36163,2022-08-05 01:58:58.680,2019-10-15 21:14:58.146,0,False,False,,0,,,False,"17bcb2ab-472d-4162-bdd0-c33c425b6baf",""
38954,1,"STable","","",False,38967,2022-08-05 01:58:58.680,2019-10-16 16:42:30.903,0,False,False,,0,,,False,"8725123e-88bf-4e61-85f7-bee8fff086ec",""
39138,1,"Tooltip Info","","",False,39155,2022-08-05 01:58:58.680,2019-10-22 00:15:58.390,0,False,False,,0,,,False,"3d76c223-45b7-4115-99ae-85a0ed0aaae0",""
40780,1,"Tooltip Info2","","",False,40797,2022-08-05 01:58:58.680,2019-10-29 06:35:45.490,0,False,False,,0,,,False,"d12c6f65-6398-46b0-93ac-2fbe835327b4",""
40909,1,"Details","","",False,40938,2022-08-05 01:58:58.680,2019-11-06 17:06:14.053,0,False,False,,0,,,False,"931b13c6-aed6-4273-b7f1-239a40c37b23",""
