Order_Date,Ship_Date,Month#,Year,Zip ID,Store_Index,Buyer_ID,Retailer,Ret_Index,Zip Code,Item#,Item_Index,Cat Code,Qty_Sold,SRP,Promo SP,PrcPt,Ret Sls $Amt,Ship Days,Order_Date - Copy,Service Level %
2017-12-09 00:00:00.000,2018-01-01 00:00:00.000,1,2018-01-01 00:00:00.000,"18","18","28","Top Dollar","3","35801","1017","6","107",0,49.99,"","Med",0,23,2017-12-09 00:00:00.000,0.9
2017-12-04 00:00:00.000,2018-01-01 00:00:00.000,1,2018-01-01 00:00:00.000,"25","25","28","Top Dollar","3","99501","1017","6","107",0,49.99,"","Med",0,28,2017-12-04 00:00:00.000,0.67
2017-12-17 00:00:00.000,2018-01-08 00:00:00.000,1,2018-01-01 00:00:00.000,"14","14","28","Top Dollar","3","6101","1017","6","107",0,49.99,"","Med",0,22,2017-12-17 00:00:00.000,0.95
2017-12-18 00:00:00.000,2018-01-08 00:00:00.000,1,2018-01-01 00:00:00.000,"6","6","28","Top Dollar","3","11962","1017","6","107",0,49.99,"","Med",0,21,2017-12-18 00:00:00.000,1
2017-12-05 00:00:00.000,2018-01-08 00:00:00.000,1,2018-01-01 00:00:00.000,"16","16","28","Top Dollar","3","20001","1017","6","107",0,49.99,"","Med",0,34,2017-12-05 00:00:00.000,0.5
2017-12-22 00:00:00.000,2018-01-08 00:00:00.000,1,2018-01-01 00:00:00.000,"19","19","28","Top Dollar","3","46201","1017","6","107",0,49.99,"","Med",0,17,2017-12-22 00:00:00.000,1
2017-12-18 00:00:00.000,2018-01-08 00:00:00.000,1,2018-01-01 00:00:00.000,"5","5","28","Top Dollar","3","94957","1017","6","107",0,49.99,"","Med",0,21,2017-12-18 00:00:00.000,1
2017-12-14 00:00:00.000,2018-01-08 00:00:00.000,1,2018-01-01 00:00:00.000,"25","25","28","Top Dollar","3","99501","1017","6","107",0,49.99,"","Med",0,25,2017-12-14 00:00:00.000,0.81
2017-12-30 00:00:00.000,2018-01-15 00:00:00.000,1,2018-01-01 00:00:00.000,"9","9","28","Top Dollar","3","1106","1017","6","107",0,49.99,"","Med",0,16,2017-12-30 00:00:00.000,1
2017-12-29 00:00:00.000,2018-01-15 00:00:00.000,1,2018-01-01 00:00:00.000,"2","2","28","Top Dollar","3","33462","1017","6","107",0,49.99,"","Med",0,17,2017-12-29 00:00:00.000,1
