return_date,product_id,store_id,quantity
1998-12-23 00:00:00.000,27,19,2
1998-11-14 00:00:00.000,577,3,1
1997-08-22 00:00:00.000,1231,17,1
1998-12-23 00:00:00.000,1322,11,2
1998-01-12 00:00:00.000,692,8,1
1998-11-01 00:00:00.000,1140,13,2
1998-07-03 00:00:00.000,958,13,1
1998-08-10 00:00:00.000,681,23,1
1998-04-25 00:00:00.000,319,9,1
1998-02-15 00:00:00.000,236,1,2
1998-05-25 00:00:00.000,1251,24,1
1998-01-19 00:00:00.000,469,12,1
1998-11-28 00:00:00.000,179,11,1
1998-10-07 00:00:00.000,1179,12,1
1998-04-06 00:00:00.000,767,12,1
1998-09-21 00:00:00.000,198,17,1
1997-12-25 00:00:00.000,44,16,1
1997-12-03 00:00:00.000,936,15,1
1997-07-02 00:00:00.000,1375,16,1
1998-03-08 00:00:00.000,112,19,1
1997-02-16 00:00:00.000,1414,24,1
1998-12-20 00:00:00.000,565,7,1
1998-08-08 00:00:00.000,312,3,2
1997-07-10 00:00:00.000,962,23,1
1998-06-11 00:00:00.000,836,16,1
1998-07-04 00:00:00.000,1506,12,1
1997-04-14 00:00:00.000,140,6,1
1997-11-26 00:00:00.000,7,6,1
1997-12-25 00:00:00.000,911,17,2
1998-05-29 00:00:00.000,183,17,1
1997-12-14 00:00:00.000,453,23,2
1997-03-02 00:00:00.000,1220,7,2
1998-07-19 00:00:00.000,1479,19,2
1998-07-11 00:00:00.000,271,3,1
1997-11-16 00:00:00.000,1482,11,1
1998-08-03 00:00:00.000,261,8,1
1998-04-26 00:00:00.000,282,6,2
1998-11-16 00:00:00.000,789,19,1
1998-01-28 00:00:00.000,61,9,1
1998-03-17 00:00:00.000,1099,8,1
1998-09-22 00:00:00.000,25,8,1
1997-04-29 00:00:00.000,1210,15,1
1998-03-29 00:00:00.000,11,12,1
1998-11-12 00:00:00.000,1365,17,2
1998-12-20 00:00:00.000,353,7,1
1998-04-29 00:00:00.000,1511,11,1
1997-02-03 00:00:00.000,684,15,1
1998-12-03 00:00:00.000,249,15,1
1997-09-20 00:00:00.000,1321,16,1
1998-06-11 00:00:00.000,21,16,1
1998-04-22 00:00:00.000,1157,4,1
1997-04-17 00:00:00.000,415,13,1
1998-07-19 00:00:00.000,298,4,2
1997-01-03 00:00:00.000,1,7,1
1998-06-17 00:00:00.000,731,12,2
1997-01-17 00:00:00.000,320,24,1
1998-07-22 00:00:00.000,1509,12,2
1998-07-01 00:00:00.000,340,15,1
1998-01-18 00:00:00.000,278,24,1
1998-10-29 00:00:00.000,1063,17,1
1998-04-07 00:00:00.000,1441,21,1
1998-09-10 00:00:00.000,554,11,2
1997-05-18 00:00:00.000,1155,6,1
1997-01-20 00:00:00.000,443,7,1
1998-03-14 00:00:00.000,901,4,1
1997-08-05 00:00:00.000,1533,6,2
1997-10-23 00:00:00.000,755,16,1
1998-12-09 00:00:00.000,1374,7,1
1998-04-25 00:00:00.000,969,24,1
1998-10-28 00:00:00.000,1338,19,1
1998-01-20 00:00:00.000,1083,15,2
1998-07-23 00:00:00.000,1443,8,1
1997-03-14 00:00:00.000,1269,15,2
1997-08-24 00:00:00.000,413,16,1
1998-10-27 00:00:00.000,1365,8,1
1998-01-17 00:00:00.000,988,3,2
1997-06-22 00:00:00.000,207,3,2
1998-09-10 00:00:00.000,370,19,1
1998-11-25 00:00:00.000,1177,9,1
1998-04-21 00:00:00.000,1148,19,1
1998-04-08 00:00:00.000,1433,16,1
1998-09-16 00:00:00.000,1208,12,1
1998-01-27 00:00:00.000,427,24,1
1998-11-30 00:00:00.000,1073,11,1
1997-02-25 00:00:00.000,1235,17,2
1998-12-03 00:00:00.000,403,8,1
1998-08-16 00:00:00.000,1331,8,1
1997-03-15 00:00:00.000,848,15,1
1997-06-02 00:00:00.000,1548,13,1
1998-09-09 00:00:00.000,1070,13,1
1998-08-05 00:00:00.000,484,24,1
1998-11-07 00:00:00.000,1232,13,1
1998-02-27 00:00:00.000,783,19,2
1998-07-23 00:00:00.000,1135,6,1
1997-03-27 00:00:00.000,105,24,1
1998-05-17 00:00:00.000,865,13,1
1997-11-04 00:00:00.000,169,13,1
1997-12-20 00:00:00.000,1265,24,1
1998-02-02 00:00:00.000,786,8,1
1998-09-16 00:00:00.000,282,12,1
