Calendar Year,Calendar Month,Product Subcategory,Plan Amt,Sales Territory Country,ProductKey,OrderDateKey,SalesTerritoryKey,Year Month,Sales Territory Group,Month Number
2013,"January","Road Bikes",48736.798,"France",372,20130101,7,"2013-Jan","Europe",1
2013,"January","Touring Bikes",14421.3068,"France",560,20130101,7,"2013-Jan","Europe",1
2013,"January","Bottles and Cages",161.5852,"France",477,20130101,7,"2013-Jan","Europe",1
2013,"January","Helmets",639.2332,"France",214,20130101,7,"2013-Jan","Europe",1
2013,"January","Caps",23.4626,"France",225,20130101,7,"2013-Jan","Europe",1
2013,"January","Mountain Bikes",19907.9123,"France",353,20130102,7,"2013-Jan","Europe",1
2013,"January","Jerseys",455.7687,"France",231,20130102,7,"2013-Jan","Europe",1
2013,"January","Gloves",127.831,"France",463,20130105,7,"2013-Jan","Europe",1
2013,"January","Tires and Tubes",469.0267,"France",480,20130105,7,"2013-Jan","Europe",1
2013,"January","Cleaners",20.7484,"France",484,20130106,7,"2013-Jan","Europe",1
2013,"January","Fenders",57.3647,"France",485,20130111,7,"2013-Jan","Europe",1
2013,"January","Bike Racks",104.3944,"France",483,20130111,7,"2013-Jan","Europe",1
2013,"January","Shorts",121.7761,"France",474,20130117,7,"2013-Jan","Europe",1
2013,"January","Hydration Packs",95.6775,"France",487,20130120,7,"2013-Jan","Europe",1
2013,"February","Tires and Tubes",1763.0857,"France",480,20130201,7,"2013-Feb","Europe",2
2013,"February","Hydration Packs",246.2807,"France",487,20130201,7,"2013-Feb","Europe",2
2013,"February","Fenders",270.7117,"France",485,20130201,7,"2013-Feb","Europe",2
2013,"February","Cleaners",53.4078,"France",484,20130201,7,"2013-Feb","Europe",2
2013,"February","Mountain Bikes",39130.8379,"France",353,20130202,7,"2013-Feb","Europe",2
2013,"February","Helmets",1214.4853,"France",214,20130202,7,"2013-Feb","Europe",2
2013,"February","Road Bikes",27872.2638,"France",378,20130202,7,"2013-Feb","Europe",2
2013,"February","Jerseys",1453.0403,"France",228,20130202,7,"2013-Feb","Europe",2
2013,"February","Shorts",705.2858,"France",474,20130202,7,"2013-Feb","Europe",2
2013,"February","Gloves",219.364,"France",463,20130202,7,"2013-Feb","Europe",2
2013,"February","Socks",40.263,"France",481,20130203,7,"2013-Feb","Europe",2
2013,"February","Touring Bikes",9494.6038,"France",561,20130203,7,"2013-Feb","Europe",2
2013,"February","Caps",171.1178,"France",225,20130204,7,"2013-Feb","Europe",2
2013,"February","Bottles and Cages",319.7752,"France",477,20130204,7,"2013-Feb","Europe",2
2013,"February","Bike Stands",356.0523,"France",486,20130205,7,"2013-Feb","Europe",2
2013,"February","Vests",284.3939,"France",471,20130205,7,"2013-Feb","Europe",2
2013,"February","Bike Racks",268.7187,"France",483,20130213,7,"2013-Feb","Europe",2
2013,"March","Road Bikes",24862.2716,"France",374,20130301,7,"2013-Mar","Europe",3
2013,"March","Mountain Bikes",41326.0553,"France",353,20130301,7,"2013-Mar","Europe",3
2013,"March","Bottles and Cages",374.4106,"France",477,20130301,7,"2013-Mar","Europe",3
2013,"March","Jerseys",1082.0134,"France",228,20130301,7,"2013-Mar","Europe",3
2013,"March","Helmets",1491.544,"France",214,20130301,7,"2013-Mar","Europe",3
2013,"March","Tires and Tubes",1714.1129,"France",480,20130301,7,"2013-Mar","Europe",3
2013,"March","Gloves",234.3568,"France",463,20130301,7,"2013-Mar","Europe",3
2013,"March","Caps",125.1341,"France",225,20130301,7,"2013-Mar","Europe",3
2013,"March","Touring Bikes",23402.9332,"France",560,20130302,7,"2013-Mar","Europe",3
2013,"March","Hydration Packs",287.0325,"France",487,20130303,7,"2013-Mar","Europe",3
2013,"March","Vests",55.242,"France",472,20130307,7,"2013-Mar","Europe",3
2013,"March","Socks",15.6418,"France",481,20130308,7,"2013-Mar","Europe",3
2013,"March","Bike Stands",138.3226,"France",486,20130310,7,"2013-Mar","Europe",3
2013,"March","Fenders",114.7295,"France",485,20130311,7,"2013-Mar","Europe",3
2013,"March","Cleaners",13.8323,"France",484,20130313,7,"2013-Mar","Europe",3
2013,"March","Shorts",426.2163,"France",474,20130315,7,"2013-Mar","Europe",3
2013,"March","Bike Racks",104.3944,"France",483,20130323,7,"2013-Mar","Europe",3
2013,"April","Tires and Tubes",1748.3286,"France",480,20130401,7,"2013-Apr","Europe",4
2013,"April","Bike Racks",268.7187,"France",483,20130401,7,"2013-Apr","Europe",4
2013,"April","Mountain Bikes",23387.3265,"France",353,20130402,7,"2013-Apr","Europe",4
2013,"April","Shorts",391.8254,"France",474,20130402,7,"2013-Apr","Europe",4
2013,"April","Helmets",1332.0161,"France",214,20130402,7,"2013-Apr","Europe",4
2013,"April","Road Bikes",31650.4038,"France",372,20130402,7,"2013-Apr","Europe",4
2013,"April","Bottles and Cages",224.7384,"France",477,20130402,7,"2013-Apr","Europe",4
2013,"April","Touring Bikes",23546.2064,"France",561,20130402,7,"2013-Apr","Europe",4
2013,"April","Fenders",147.6609,"France",485,20130403,7,"2013-Apr","Europe",4
2013,"April","Jerseys",750.0275,"France",228,20130404,7,"2013-Apr","Europe",4
2013,"April","Gloves",164.523,"France",463,20130404,7,"2013-Apr","Europe",4
2013,"April","Hydration Packs",369.421,"France",487,20130404,7,"2013-Apr","Europe",4
2013,"April","Socks",30.1973,"France",481,20130404,7,"2013-Apr","Europe",4
2013,"April","Caps",130.8548,"France",225,20130404,7,"2013-Apr","Europe",4
2013,"April","Vests",284.3939,"France",472,20130406,7,"2013-Apr","Europe",4
2013,"April","Bike Stands",356.0523,"France",486,20130409,7,"2013-Apr","Europe",4
2013,"April","Cleaners",17.8026,"France",484,20130426,7,"2013-Apr","Europe",4
2013,"May","Mountain Bikes",40933.2625,"France",353,20130501,7,"2013-May","Europe",5
2013,"May","Bottles and Cages",351.844,"France",477,20130501,7,"2013-May","Europe",5
2013,"May","Helmets",1430.6647,"France",214,20130501,7,"2013-May","Europe",5
2013,"May","Tires and Tubes",1457.6941,"France",480,20130501,7,"2013-May","Europe",5
2013,"May","Road Bikes",27128.6833,"France",374,20130501,7,"2013-May","Europe",5
2013,"May","Jerseys",800.2007,"France",228,20130501,7,"2013-May","Europe",5
2013,"May","Shorts",365.3283,"France",474,20130501,7,"2013-May","Europe",5
2013,"May","Gloves",213.0516,"France",463,20130501,7,"2013-May","Europe",5
2013,"May","Bike Stands",138.3226,"France",486,20130502,7,"2013-May","Europe",5
2013,"May","Touring Bikes",28431.5605,"France",560,20130503,7,"2013-May","Europe",5
2013,"May","Caps",148.5968,"France",225,20130504,7,"2013-May","Europe",5
2013,"May","Cleaners",13.8323,"France",484,20130505,7,"2013-May","Europe",5
2013,"May","Vests",276.2102,"France",471,20130507,7,"2013-May","Europe",5
2013,"May","Fenders",95.6079,"France",485,20130507,7,"2013-May","Europe",5
2013,"May","Bike Racks",104.3944,"France",483,20130507,7,"2013-May","Europe",5
2013,"May","Hydration Packs",191.355,"France",487,20130513,7,"2013-May","Europe",5
2013,"May","Socks",7.8209,"France",481,20130522,7,"2013-May","Europe",5
2013,"June","Mountain Bikes",96987.3264,"France",353,20130601,7,"2013-Jun","Europe",6
2013,"June","Hydration Packs",307.8508,"France",487,20130601,7,"2013-Jun","Europe",6
2013,"June","Vests",426.5909,"France",471,20130601,7,"2013-Jun","Europe",6
2013,"June","Tires and Tubes",2449.3261,"France",480,20130601,7,"2013-Jun","Europe",6
2013,"June","Helmets",2781.5631,"France",214,20130601,7,"2013-Jun","Europe",6
2013,"June","Road Bikes",53401.4573,"France",372,20130601,7,"2013-Jun","Europe",6
2013,"June","Bottles and Cages",646.302,"France",477,20130601,7,"2013-Jun","Europe",6
2013,"June","Caps",281.8411,"France",225,20130602,7,"2013-Jun","Europe",6
2013,"June","Fenders",221.4914,"France",485,20130602,7,"2013-Jun","Europe",6
2013,"June","Jerseys",2310.5329,"France",228,20130602,7,"2013-Jun","Europe",6
2013,"June","Cleaners",35.6052,"France",484,20130603,7,"2013-Jun","Europe",6
2013,"June","Touring Bikes",44600.4836,"France",561,20130603,7,"2013-Jun","Europe",6
2013,"June","Socks",10.0658,"France",481,20130604,7,"2013-Jun","Europe",6
2013,"June","Bike Racks",537.4374,"France",483,20130605,7,"2013-Jun","Europe",6
2013,"June","Gloves",164.523,"France",463,20130605,7,"2013-Jun","Europe",6
2013,"June","Shorts",391.8254,"France",474,20130613,7,"2013-Jun","Europe",6
2013,"June","Bike Stands",356.0523,"France",486,20130627,7,"2013-Jun","Europe",6
2013,"July","Tires and Tubes",1824.1969,"France",480,20130701,7,"2013-Jul","Europe",7
2013,"July","Gloves",234.3568,"France",463,20130701,7,"2013-Jul","Europe",7
2013,"July","Touring Bikes",18472.4629,"France",560,20130701,7,"2013-Jul","Europe",7
2013,"July","Bottles and Cages",334.471,"France",477,20130701,7,"2013-Jul","Europe",7
2013,"July","Hydration Packs",143.5162,"France",487,20130701,7,"2013-Jul","Europe",7
2013,"July","Road Bikes",29583.2398,"France",374,20130702,7,"2013-Jul","Europe",7
2013,"July","Helmets",1369.7853,"France",214,20130702,7,"2013-Jul","Europe",7
2013,"July","Jerseys",1346.4271,"France",228,20130702,7,"2013-Jul","Europe",7
2013,"July","Bike Racks",104.3944,"France",483,20130702,7,"2013-Jul","Europe",7
2013,"July","Mountain Bikes",45687.9588,"France",353,20130703,7,"2013-Jul","Europe",7
2013,"July","Vests",276.2102,"France",472,20130703,7,"2013-Jul","Europe",7
2013,"July","Cleaners",41.4968,"France",484,20130703,7,"2013-Jul","Europe",7
2013,"July","Caps",125.1341,"France",225,20130704,7,"2013-Jul","Europe",7
2013,"July","Bike Stands",138.3226,"France",486,20130705,7,"2013-Jul","Europe",7
2013,"July","Shorts",243.5522,"France",474,20130710,7,"2013-Jul","Europe",7
2013,"July","Fenders",172.0942,"France",485,20130713,7,"2013-Jul","Europe",7
2013,"July","Socks",7.8209,"France",482,20130728,7,"2013-Jul","Europe",7
2013,"August","Road Bikes",73670.2251,"France",374,20130801,7,"2013-Aug","Europe",8
2013,"August","Helmets",2546.5015,"France",214,20130801,7,"2013-Aug","Europe",8
2013,"August","Mountain Bikes",64338.1736,"France",353,20130801,7,"2013-Aug","Europe",8
2013,"August","Shorts",235.0953,"France",474,20130801,7,"2013-Aug","Europe",8
2013,"August","Socks",50.3288,"France",481,20130801,7,"2013-Aug","Europe",8
2013,"August","Hydration Packs",369.421,"France",487,20130801,7,"2013-Aug","Europe",8
2013,"August","Tires and Tubes",2768.8774,"France",480,20130801,7,"2013-Aug","Europe",8
2013,"August","Jerseys",1560.5054,"France",228,20130801,7,"2013-Aug","Europe",8
2013,"August","Caps",221.4466,"France",225,20130801,7,"2013-Aug","Europe",8
2013,"August","Bottles and Cages",475.1842,"France",477,20130801,7,"2013-Aug","Europe",8
2013,"August","Touring Bikes",38230.6415,"France",560,20130801,7,"2013-Aug","Europe",8
2013,"August","Cleaners",71.2105,"France",484,20130802,7,"2013-Aug","Europe",8
2013,"August","Fenders",221.4914,"France",485,20130804,7,"2013-Aug","Europe",8
2013,"August","Vests",213.2955,"France",472,20130816,7,"2013-Aug","Europe",8
2013,"August","Gloves",137.1025,"France",463,20130816,7,"2013-Aug","Europe",8
2013,"August","Bike Stands",356.0523,"France",486,20130819,7,"2013-Aug","Europe",8
2013,"August","Bike Racks",134.3593,"France",483,20130829,7,"2013-Aug","Europe",8
2013,"September","Mountain Bikes",43557.0163,"France",353,20130901,7,"2013-Sep","Europe",9
2013,"September","Fenders",133.8511,"France",485,20130901,7,"2013-Sep","Europe",9
2013,"September","Helmets",2069.8978,"France",214,20130901,7,"2013-Sep","Europe",9
2013,"September","Tires and Tubes",1793.1047,"France",480,20130901,7,"2013-Sep","Europe",9
2013,"September","Vests",386.6943,"France",471,20130901,7,"2013-Sep","Europe",9
2013,"September","Jerseys",720.1823,"France",228,20130902,7,"2013-Sep","Europe",9
2013,"September","Bottles and Cages",390.0698,"France",477,20130903,7,"2013-Sep","Europe",9
2013,"September","Shorts",60.888,"France",476,20130905,7,"2013-Sep","Europe",9
2013,"September","Road Bikes",41245.2888,"France",372,20130906,7,"2013-Sep","Europe",9
2013,"September","Caps",195.5221,"France",225,20130906,7,"2013-Sep","Europe",9
2013,"September","Touring Bikes",19449.934,"France",562,20130906,7,"2013-Sep","Europe",9
2013,"September","Bike Racks",313.1833,"France",483,20130907,7,"2013-Sep","Europe",9
2013,"September","Bike Stands",138.3226,"France",486,20130907,7,"2013-Sep","Europe",9
2013,"September","Socks",23.4626,"France",481,20130909,7,"2013-Sep","Europe",9
2013,"September","Hydration Packs",287.0325,"France",487,20130910,7,"2013-Sep","Europe",9
2013,"September","Gloves",42.6103,"France",463,20130910,7,"2013-Sep","Europe",9
2013,"September","Cleaners",6.9161,"France",484,20130923,7,"2013-Sep","Europe",9
2013,"October","Road Bikes",49789.184,"France",372,20131001,7,"2013-Oct","Europe",10
2013,"October","Bottles and Cages",671.9759,"France",477,20131001,7,"2013-Oct","Europe",10
2013,"October","Mountain Bikes",78159.7642,"France",353,20131001,7,"2013-Oct","Europe",10
2013,"October","Helmets",2585.6784,"France",214,20131001,7,"2013-Oct","Europe",10
2013,"October","Jerseys",2100.0813,"France",228,20131001,7,"2013-Oct","Europe",10
2013,"October","Tires and Tubes",2556.5112,"France",480,20131001,7,"2013-Oct","Europe",10
2013,"October","Hydration Packs",61.5702,"France",487,20131001,7,"2013-Oct","Europe",10
2013,"October","Bike Stands",712.1045,"France",486,20131002,7,"2013-Oct","Europe",10
2013,"October","Touring Bikes",46740.7944,"France",561,20131002,7,"2013-Oct","Europe",10
2013,"October","Cleaners",44.5065,"France",484,20131002,7,"2013-Oct","Europe",10
2013,"October","Caps",251.6439,"France",225,20131003,7,"2013-Oct","Europe",10
2013,"October","Shorts",235.0953,"France",474,20131003,7,"2013-Oct","Europe",10
2013,"October","Fenders",270.7117,"France",485,20131005,7,"2013-Oct","Europe",10
2013,"October","Gloves",274.205,"France",463,20131005,7,"2013-Oct","Europe",10
2013,"October","Vests",213.2955,"France",472,20131008,7,"2013-Oct","Europe",10
2013,"October","Socks",30.1973,"France",481,20131012,7,"2013-Oct","Europe",10
2013,"October","Bike Racks",134.3593,"France",483,20131016,7,"2013-Oct","Europe",10
2013,"November","Mountain Bikes",49298.2573,"France",353,20131101,7,"2013-Nov","Europe",11
2013,"November","Helmets",2313.4152,"France",214,20131101,7,"2013-Nov","Europe",11
2013,"November","Bike Racks",417.5777,"France",483,20131101,7,"2013-Nov","Europe",11
2013,"November","Tires and Tubes",1617.0696,"France",480,20131101,7,"2013-Nov","Europe",11
2013,"November","Jerseys",1202.0409,"France",228,20131101,7,"2013-Nov","Europe",11
2013,"November","Touring Bikes",34751.8077,"France",561,20131101,7,"2013-Nov","Europe",11
2013,"November","Bottles and Cages",331.8699,"France",477,20131101,7,"2013-Nov","Europe",11
2013,"November","Caps",140.7759,"France",225,20131101,7,"2013-Nov","Europe",11
2013,"November","Road Bikes",43230.0791,"France",372,20131102,7,"2013-Nov","Europe",11
2013,"November","Socks",31.2835,"France",481,20131102,7,"2013-Nov","Europe",11
2013,"November","Gloves",234.3568,"France",463,20131104,7,"2013-Nov","Europe",11
2013,"November","Hydration Packs",191.355,"France",487,20131104,7,"2013-Nov","Europe",11
